GEOID,GNIS ID,Name,Short Name,State,CBSA,Metropolitan Division,Central,Time Zone,Time Zone 2,FIPS Class,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
34019,882228,Hunterdon County,Hunterdon,NJ,35620,35084,F,America/New_York,,H1,129099,51684,427.835,9.561,40.5672969,-74.9122478
34021,882229,Mercer County,Mercer,NJ,45940,,T,America/New_York,,H1,383732,150035,224.478,4.377,40.2834374,-74.7017524
34023,882230,Middlesex County,Middlesex,NJ,35620,29484,T,America/New_York,,H1,860147,314752,309.247,13.628,40.4400654,-74.4088582
34027,882231,Morris County,Morris,NJ,35620,35084,T,America/New_York,,H1,508816,197541,461.025,20.503,40.8620192,-74.5444958
34031,882232,Passaic County,Passaic,NJ,35620,35614,T,America/New_York,,H1,519986,184830,186.133,12.354,41.0343493,-74.3008699
34033,882233,Salem County,Salem,NJ,37980,48864,T,America/New_York,,H1,64840,27739,331.861,40.691,39.5767752,-75.3579857
34035,882234,Somerset County,Somerset,NJ,35620,29484,T,America/New_York,,H1,344978,131989,301.867,3.086,40.5635069,-74.6163366
34039,882235,Union County,Union,NJ,35620,35084,T,America/New_York,,H1,572079,209928,102.766,2.641,40.6599326,-74.3082241
34037,882236,Sussex County,Sussex,NJ,35620,35084,F,America/New_York,,H1,144808,62709,518.488,16.944,41.1393024,-74.6908921
34041,882237,Warren County,Warren,NJ,10900,,T,America/New_York,,H1,109739,46493,356.541,6.11,40.8571486,-74.9973493
34001,882270,Atlantic County,Atlantic,NJ,12100,,T,America/New_York,,H1,274339,131786,555.578,116.258,39.4688295,-74.6337304
34003,882271,Bergen County,Bergen,NJ,35620,35614,T,America/New_York,,H1,953243,367059,232.788,13.663,40.9596889,-74.0742073
34005,882272,Burlington County,Burlington,NJ,37980,15804,T,America/New_York,,H1,461853,184859,799.285,20.901,39.8777173,-74.6680674
34007,882273,Camden County,Camden,NJ,37980,15804,T,America/New_York,,H1,522581,212477,221.362,6.058,39.8035392,-74.9597544
34009,882274,Cape May County,Cape May,NJ,12100,,T,America/New_York,,H1,95456,99525,251.521,368.785,39.0850981,-74.849977
34011,882275,Cumberland County,Cumberland,NJ,47220,,T,America/New_York,,H1,153588,57143,483.38,194.465,39.3280986,-75.1293183
34013,882276,Essex County,Essex,NJ,35620,35084,T,America/New_York,,H1,853374,334136,126.083,3.341,40.7872112,-74.2470662
34015,882277,Gloucester County,Gloucester,NJ,37980,15804,T,America/New_York,,H1,302621,117041,322.008,14.765,39.7172646,-75.141413
34017,882278,Hudson County,Hudson,NJ,35620,35614,T,America/New_York,,H1,712029,311964,46.194,16.153,40.7307542,-74.0761776
34029,882279,Ocean County,Ocean,NJ,35620,29484,T,America/New_York,,H1,638691,293899,628.29,286.546,39.8659325,-74.2499159
34025,882910,Monmouth County,Monmouth,NJ,35620,29484,T,America/New_York,,H1,643064,268751,468.204,193.195,40.2861593,-74.159361
35017,915980,Grant County,Grant,NM,43500,,T,America/Denver,,H1,28006,14625,3961.207,5.905,32.7390026,-108.3824558
35035,929104,Otero County,Otero,NM,10460,,T,America/Denver,,H1,67850,32244,6612.562,14.264,32.6131447,-105.7414426
35023,929106,Hidalgo County,Hidalgo,NM,,,F,America/Denver,,H1,4160,2215,3438.551,9.105,31.9141614,-108.7149769
35031,929107,McKinley County,McKinley,NM,23700,,T,America/Denver,,H1,72073,25180,5451.064,4.899,35.5806642,-108.2618232
35003,929108,Catron County,Catron,NM,,,F,America/Denver,,H1,3635,3205,6924.187,5.48,33.9153519,-108.4047624
35013,929109,Doña Ana County,Doña Ana,NM,29740,,T,America/Denver,,H1,219870,90294,3808.179,6.793,32.3526477,-106.8327212
35037,929110,Quay County,Quay,NM,,,F,America/Denver,,H1,8641,5491,2873.955,7.164,35.1043484,-103.5497485
35019,929111,Guadalupe County,Guadalupe,NM,,,F,America/Denver,,H1,4413,2162,3029.772,1.115,34.8633406,-104.7906311
35057,929112,Torrance County,Torrance,NM,10740,,F,America/Denver,,H1,15203,7230,3345.213,0.894,34.6404622,-105.8508196
35043,929113,Sandoval County,Sandoval,NM,10740,,T,America/Denver,,H1,149460,58915,3710.194,4.19,35.6886106,-106.8659394
35047,929114,San Miguel County,San Miguel,NM,29780,,T,America/Denver,,H1,27215,14860,4721.515,19.838,35.4805847,-104.815898
35059,929115,Union County,Union,NM,,,F,America/Denver,,H1,4074,2091,3825.05,5.984,36.4816685,-103.4709705
35027,929116,Lincoln County,Lincoln,NM,40760,,T,America/Denver,,H1,20222,17698,4831.115,0.214,33.7453078,-105.4592959
35007,929117,Colfax County,Colfax,NM,,,F,America/Denver,,H1,12370,9554,3757.976,10.153,36.6061367,-104.6468425
35006,933051,Cibola County,Cibola,NM,,,F,America/Denver,,H1,27211,11141,4539.984,2.145,34.912578,-107.9997243
35061,933052,Valencia County,Valencia,NM,10740,,F,America/Denver,,H1,76613,30129,1066.744,1.066,34.715458,-106.8090624
35009,933053,Curry County,Curry,NM,17580,,T,America/Denver,,H1,48327,21155,1405.524,3.086,34.5741918,-103.3470297
35011,933054,De Baca County,De Baca,NM,,,F,America/Denver,,H1,1695,1154,2323.107,11.232,34.3424135,-104.4119579
35021,933055,Harding County,Harding,NM,,,F,America/Denver,,H1,671,457,2125.478,0.449,35.8579354,-103.8200487
35055,933056,Taos County,Taos,NM,45340,,T,America/Denver,,H1,34475,20950,2202.373,1.306,36.5781594,-105.6310258
35029,933057,Luna County,Luna,NM,19700,,T,America/Denver,,H1,25393,11514,2965.177,0.167,32.1822155,-107.7497719
35049,933322,Santa Fe County,Santa Fe,NM,42140,,T,America/Denver,,H1,154481,76714,1910.38,1.02,35.5069269,-105.9762732
35015,936829,Eddy County,Eddy,NM,16100,,T,America/Denver,,H1,61264,26261,4176.347,21.812,32.4714629,-104.3044658
35045,936844,San Juan County,San Juan,NM,22140,,T,America/Denver,,H1,121798,48050,5517.232,21.194,36.5085108,-108.3206032
36001,974099,Albany County,Albany,NY,10580,,T,America/New_York,,H1,315041,146137,522.888,10.414,42.6001764,-73.9735586
36003,974100,Allegany County,Allegany,NY,,,F,America/New_York,,H1,47222,23636,1029.506,5.016,42.2573735,-78.027549
36005,974101,Bronx County,Bronx,NY,35620,35614,T,America/New_York,,H6,1443229,547816,42.176,15.194,40.8492091,-73.8530783
36007,974102,Broome County,Broome,NY,13780,,T,America/New_York,,H1,198365,92596,705.651,9.683,42.1602217,-75.8195701
36009,974103,Cattaraugus County,Cattaraugus,NY,36460,,T,America/New_York,,H1,77000,40254,1308.183,14.202,42.2486553,-78.678827
36011,974104,Cayuga County,Cayuga,NY,12180,,T,America/New_York,,H1,76171,36701,691.589,172.082,43.0103267,-76.5743582
36013,974105,Chautauqua County,Chautauqua,NY,27460,,T,America/New_York,,H1,127440,66350,1060.41,439.782,42.3029383,-79.4057907
36015,974106,Chemung County,Chemung,NY,21300,,T,America/New_York,,H1,83584,39035,407.333,3.427,42.1412538,-76.760022
36017,974107,Chenango County,Chenango,NY,,,F,America/New_York,,H1,47096,24384,893.443,5.187,42.4935106,-75.6115785
36019,974108,Clinton County,Clinton,NY,38460,,T,America/New_York,,H1,79839,37309,1037.751,79.762,44.7462233,-73.6781757
36021,974109,Columbia County,Columbia,NY,26460,,T,America/New_York,,H1,61469,33292,634.663,13.541,42.2500701,-73.6318705
36023,974110,Cortland County,Cortland,NY,18660,,T,America/New_York,,H1,46755,20803,498.774,2.745,42.5950072,-76.0702669
36025,974111,Delaware County,Delaware,NY,,,F,America/New_York,,H1,44637,30092,1442.596,24.774,42.1981029,-74.9664512
36027,974112,Dutchess County,Dutchess,NY,28880,,T,America/New_York,,H1,296467,122129,795.602,29.694,41.7651635,-73.7428575
36029,974113,Erie County,Erie,NY,15380,,T,America/New_York,,H1,951232,438630,1042.763,184.123,42.7582365,-78.7796596
36031,974114,Essex County,Essex,NY,,,F,America/New_York,,H1,37314,25262,1794.122,122.144,44.1172175,-73.7727094
36033,974115,Franklin County,Franklin,NY,,,F,America/New_York,,H1,47459,25352,1629.296,68.194,44.5929466,-74.3037617
36035,974116,Fulton County,Fulton,NY,24100,,T,America/New_York,,H1,53280,28164,495.46,37.42,43.1138469,-74.4221748
36037,974117,Genesee County,Genesee,NY,12860,,T,America/New_York,,H1,58204,26039,492.976,2.369,43.0009333,-78.1937115
36039,974118,Greene County,Greene,NY,,,F,America/New_York,,H1,48067,29007,647.161,10.888,42.2765198,-74.1227065
36041,974119,Hamilton County,Hamilton,NY,,,F,America/New_York,,H1,5090,7920,1717.378,90.427,43.6611216,-74.4973551
36043,974120,Herkimer County,Herkimer,NY,46540,,F,America/New_York,,H1,60293,32445,1410.586,46.471,43.419276,-74.9623641
36045,974121,Jefferson County,Jefferson,NY,48060,,T,America/New_York,,H1,117445,61573,1267.93,588.628,43.9988245,-76.0522826
36047,974122,Kings County,Kings,NY,35620,35614,T,America/New_York,,H6,2679620,1079551,69.377,27.475,40.6343652,-73.9502258
36049,974123,Lewis County,Lewis,NY,,,F,America/New_York,,H1,26690,15501,1276.309,15.308,43.7851335,-75.4486325
36051,974124,Livingston County,Livingston,NY,40380,,F,America/New_York,,H1,61980,27150,631.654,8.524,42.7280755,-77.7754915
36053,974125,Madison County,Madison,NY,45060,,F,America/New_York,,H1,68020,30671,654.85,6.445,42.9127722,-75.6696638
36055,974126,Monroe County,Monroe,NY,40380,,T,America/New_York,,H1,756406,336324,656.944,709.76,43.3091611,-77.6801784
36057,974127,Montgomery County,Montgomery,NY,11220,,T,America/New_York,,H1,49624,22924,403.111,7.187,42.9022816,-74.4396827
36059,974128,Nassau County,Nassau,NY,35620,35004,T,America/New_York,,H1,1389160,476982,284.542,168.839,40.7321459,-73.5855854
36061,974129,New York County,New York,NY,35620,35614,T,America/New_York,,H6,1645867,913058,22.658,11.201,40.7740183,-73.9700088
36063,974130,Niagara County,Niagara,NY,15380,,T,America/New_York,,H1,212230,100182,522.348,617.289,43.3361109,-78.7708247
36065,974131,Oneida County,Oneida,NY,46540,,T,America/New_York,,H1,231055,105054,1212.442,45.312,43.2417672,-75.4358438
36067,974132,Onondaga County,Onondaga,NY,45060,,T,America/New_York,,H1,472637,211312,778.393,27.225,43.0057954,-76.1946419
36069,974133,Ontario County,Ontario,NY,40380,,T,America/New_York,,H1,112288,52636,644.076,18.476,42.8528442,-77.299816
36071,974134,Orange County,Orange,NY,28880,,T,America/New_York,,H1,401237,147158,812.078,26.237,41.4021919,-74.3055778
36073,974135,Orleans County,Orleans,NY,40380,,F,America/New_York,,H1,40148,18244,391.262,426.158,43.3822824,-78.2304441
36075,974136,Oswego County,Oswego,NY,45060,,F,America/New_York,,H1,118037,54570,951.607,360.415,43.4638874,-76.2087034
36077,974137,Otsego County,Otsego,NY,36580,,T,America/New_York,,H1,59678,29965,1001.738,14.02,42.6337636,-75.032606
36079,974138,Putnam County,Putnam,NY,35620,35614,T,America/New_York,,H1,97942,38323,230.252,15.919,41.426721,-73.74951
36081,974139,Queens County,Queens,NY,35620,35614,T,America/New_York,,H6,2360826,896825,108.724,72.759,40.6546747,-73.8407963
36083,974140,Rensselaer County,Rensselaer,NY,10580,,T,America/New_York,,H1,160943,74186,652.459,12.944,42.7110535,-73.5097121
36085,974141,Richmond County,Richmond,NY,35620,35614,T,America/New_York,,H6,492925,183524,57.523,45.344,40.5618795,-74.1383936
36087,974142,Rockland County,Rockland,NY,35620,35614,T,America/New_York,,H1,337326,108165,173.685,25.838,41.1525451,-74.0242205
36091,974143,Saratoga County,Saratoga,NY,10580,,F,America/New_York,,H1,236328,110095,809.97,33.779,43.1073687,-73.8639192
36093,974144,Schenectady County,Schenectady,NY,10580,,T,America/New_York,,H1,159447,70843,204.669,4.775,42.8181212,-74.0585726
36095,974145,Schoharie County,Schoharie,NY,10580,,F,America/New_York,,H1,29970,16517,621.819,4.508,42.5882193,-74.4421176
36097,974146,Schuyler County,Schuyler,NY,,,F,America/New_York,,H1,17855,9671,328.343,13.995,42.3937983,-76.8751761
36099,974147,Seneca County,Seneca,NY,42900,,T,America/New_York,,H1,33651,16116,323.698,66.726,42.7810779,-76.8237722
36101,974148,Steuben County,Steuben,NY,18500,,T,America/New_York,,H1,93584,47507,1390.508,13.529,42.2678179,-77.3838025
36103,974149,Suffolk County,Suffolk,NY,35620,35004,T,America/New_York,,H1,1524486,578977,910.922,1462.33,40.94045,-72.6852777
36105,974150,Sullivan County,Sullivan,NY,33910,,T,America/New_York,,H1,78725,49390,968.145,28.47,41.716422,-74.7681117
36107,974151,Tioga County,Tioga,NY,13780,,T,America/New_York,,H1,48344,21909,518.767,4.264,42.1702972,-76.306259
36109,974152,Tompkins County,Tompkins,NY,27060,,T,America/New_York,,H1,102555,46728,474.644,16.904,42.4520187,-76.4736541
36111,974153,Ulster County,Ulster,NY,28740,,T,America/New_York,,H1,182153,85916,1124.236,36.524,41.8881456,-74.2585695
36113,974154,Warren County,Warren,NY,24020,,T,America/New_York,,H1,65684,40039,867.222,64.417,43.5609579,-73.8459986
36115,974155,Washington County,Washington,NY,24020,,T,America/New_York,,H1,61310,29063,831.19,14.72,43.3137099,-73.4307644
36117,974156,Wayne County,Wayne,NY,40380,,F,America/New_York,,H1,91324,42274,603.83,779.226,43.3253856,-77.0482433
36119,974157,Westchester County,Westchester,NY,35620,35614,T,America/New_York,,H1,997904,389146,430.817,69.264,41.1515454,-73.7533865
36121,974158,Wyoming County,Wyoming,NY,,,F,America/New_York,,H1,40338,18137,592.7,3.508,42.7023842,-78.2244395
36123,974159,Yates County,Yates,NY,,,F,America/New_York,,H1,24713,13113,338.139,37.64,42.6334437,-77.1054492
36089,977309,Saint Lawrence County,St. Lawrence,NY,32390,,T,America/New_York,,H1,108670,51780,2679.526,141.684,44.496422,-75.0689469
37001,1008531,Alamance County,Alamance,NC,15500,,T,America/New_York,,H1,171779,74055,423.455,10.785,36.0437099,-79.3994248
37003,1008532,Alexander County,Alexander,NC,25860,,F,America/New_York,,H1,36505,16035,259.985,3.647,35.9210263,-81.1770268
37005,1008533,Alleghany County,Alleghany,NC,,,F,America/New_York,,H1,10989,7726,234.835,1.424,36.4915415,-81.127016
37007,1008534,Anson County,Anson,NC,16740,,F,America/New_York,,H1,22200,9963,531.461,5.638,34.9737894,-80.102712
37009,1008535,Ashe County,Ashe,NC,,,F,America/New_York,,H1,26759,17026,426.264,3.113,36.4340929,-81.5003845
37011,1008536,Avery County,Avery,NC,,,F,America/New_York,,H1,17679,13915,247.338,0.172,36.076605,-81.9226014
37021,1008538,Buncombe County,Buncombe,NC,11700,,T,America/New_York,,H1,269449,130081,656.49,3.452,35.6111779,-82.5301071
37023,1008539,Burke County,Burke,NC,25860,,T,America/New_York,,H1,87799,39773,506.237,8.0,35.7496106,-81.7047785
37025,1008540,Cabarrus County,Cabarrus,NC,16740,,F,America/New_York,,H1,226396,88031,361.232,2.697,35.3867839,-80.5518792
37027,1008541,Caldwell County,Caldwell,NC,25860,,T,America/New_York,,H1,80716,37125,471.888,2.723,35.9530388,-81.5464373
37033,1008542,Caswell County,Caswell,NC,,,F,America/New_York,,H1,22747,10493,425.483,3.22,36.3932742,-79.3335235
37035,1008543,Catawba County,Catawba,NC,25860,,T,America/New_York,,H1,161011,71047,401.374,14.65,35.6620424,-81.2150706
37037,1008544,Chatham County,Chatham,NC,20500,,T,America/New_York,,H1,76754,34190,681.481,27.252,35.7025819,-79.2553042
37039,1008545,Cherokee County,Cherokee,NC,,,F,America/New_York,,H1,28868,18006,455.54,11.125,35.1338575,-84.0634442
37043,1008546,Clay County,Clay,NC,,,F,America/New_York,,H1,11186,7320,215.001,5.81,35.0571811,-83.7501767
37045,1008547,Cleveland County,Cleveland,NC,43140,,T,America/New_York,,H1,99527,43782,464.249,3.93,35.3340898,-81.5555433
37057,1008548,Davidson County,Davidson,NC,49180,,T,America/New_York,,H1,169498,74958,553.178,14.52,35.7933323,-80.2127569
37059,1008549,Davie County,Davie,NC,49180,,T,America/New_York,,H1,43030,18845,263.699,2.9,35.929093,-80.5444759
37063,1008550,Durham County,Durham,NC,20500,,T,America/New_York,,H1,325101,145518,287.547,10.316,36.036029,-78.8765927
37065,1008551,Edgecombe County,Edgecombe,NC,40580,,T,America/New_York,,H1,49067,23229,505.436,1.431,35.9128807,-77.5970589
37067,1008552,Forsyth County,Forsyth,NC,49180,,T,America/New_York,,H1,383739,171040,407.858,4.496,36.1306245,-80.25632
37069,1008553,Franklin County,Franklin,NC,39580,,T,America/New_York,,H1,69680,29764,491.802,2.77,36.0827734,-78.2856966
37071,1008554,Gaston County,Gaston,NC,16740,,F,America/New_York,,H1,228972,98616,355.751,7.934,35.2943489,-81.1802416
37075,1008555,Graham County,Graham,NC,,,F,America/New_York,,H1,8047,5272,291.968,9.674,35.350172,-83.8335818
37077,1008556,Granville County,Granville,NC,,,F,America/New_York,,H1,61161,24344,531.991,5.6,36.3040698,-78.6527194
37079,1008557,Greene County,Greene,NC,,,F,America/New_York,,H1,20407,7889,266.734,0.475,35.4849957,-77.6757627
37081,1008558,Guilford County,Guilford,NC,24660,,T,America/New_York,,H1,539557,233332,645.98,11.695,36.079469,-79.7889168
37083,1008559,Halifax County,Halifax,NC,40260,,T,America/New_York,,H1,48772,24847,723.738,6.533,36.2574485,-77.651733
37085,1008560,Harnett County,Harnett,NC,11360,,T,America/New_York,,H1,134718,53252,595.066,6.351,35.3688186,-78.8693115
37087,1008561,Haywood County,Haywood,NC,48200,,T,America/New_York,,H1,62152,35051,553.56,0.942,35.5560557,-82.982173
37089,1008562,Henderson County,Henderson,NC,11700,,T,America/New_York,,H1,116469,56744,372.947,2.145,35.3362263,-82.4799464
37093,1008563,Hoke County,Hoke,NC,22180,,T,America/New_York,,H1,52612,20322,390.153,1.525,35.0175396,-79.2372793
37095,1008564,Hyde County,Hyde,NC,,,F,America/New_York,,H1,4636,2939,612.342,846.698,35.4081187,-76.1449651
37097,1008565,Iredell County,Iredell,NC,16740,,T,America/New_York,,H1,187839,79853,574.437,22.955,35.8070436,-80.8734472
37099,1008566,Jackson County,Jackson,NC,,,F,America/New_York,,H1,42388,26967,491.11,3.763,35.2875866,-83.1408496
37105,1008567,Lee County,Lee,NC,41820,,T,America/New_York,,H1,63560,26560,255.068,4.135,35.4751864,-79.1714836
37107,1008568,Lenoir County,Lenoir,NC,28820,,T,America/New_York,,H1,55071,26681,399.087,2.278,35.2387732,-77.6412486
37109,1008569,Lincoln County,Lincoln,NC,16740,,F,America/New_York,,H1,87933,37715,295.847,9.016,35.485595,-81.2235326
37119,1008570,Mecklenburg County,Mecklenburg,NC,16740,,T,America/New_York,,H1,1115403,481307,523.608,22.472,35.246767,-80.8327311
37121,1008571,Mitchell County,Mitchell,NC,,,F,America/New_York,,H1,14989,8665,221.251,0.63,36.0132039,-82.1635815
37123,1008572,Montgomery County,Montgomery,NC,,,F,America/New_York,,H1,25839,14926,491.537,9.995,35.3324669,-79.9054791
37125,1008573,Moore County,Moore,NC,38240,,T,America/New_York,,H1,100759,48595,697.616,8.063,35.310654,-79.4813749
37127,1008574,Nash County,Nash,NC,40580,,T,America/New_York,,H1,95015,43320,540.444,2.384,35.9672503,-77.9864448
37131,1008575,Northampton County,Northampton,NC,40260,,F,America/New_York,,H1,17528,10652,536.71,13.842,36.4177312,-77.3968212
37135,1008576,Orange County,Orange,NC,20500,,T,America/New_York,,H1,145919,61213,397.538,3.422,36.0611189,-79.1206491
37145,1008577,Person County,Person,NC,20500,,F,America/New_York,,H1,39131,18372,392.34,12.048,36.3900951,-78.9718051
37147,1008578,Pitt County,Pitt,NC,24780,,T,America/New_York,,H1,171196,80763,652.366,3.184,35.593299,-77.3744966
37149,1008579,Polk County,Polk,NC,,,F,America/New_York,,H1,19538,10881,237.687,0.758,35.279279,-82.1696779
37151,1008580,Randolph County,Randolph,NC,24660,,F,America/New_York,,H1,144403,62249,782.334,7.61,35.7103367,-79.8060032
37153,1008581,Richmond County,Richmond,NC,40460,,T,America/New_York,,H1,43149,19768,473.689,6.014,35.0060484,-79.747778
37157,1008582,Rockingham County,Rockingham,NC,24660,,F,America/New_York,,H1,91209,43586,565.642,7.118,36.3960128,-79.7749872
37159,1008583,Rowan County,Rowan,NC,16740,,F,America/New_York,,H1,147067,63508,511.61,12.343,35.6394263,-80.5247503
37161,1008584,Rutherford County,Rutherford,NC,22580,,T,America/New_York,,H1,64680,32640,565.437,1.812,35.4025956,-81.9198335
37165,1008585,Scotland County,Scotland,NC,29900,,T,America/New_York,,H1,34222,14422,319.14,1.483,34.8408848,-79.4804292
37169,1008586,Stokes County,Stokes,NC,49180,,T,America/New_York,,H1,44696,21285,449.324,6.787,36.4019104,-80.2396655
37171,1008587,Surry County,Surry,NC,34340,,T,America/New_York,,H1,71429,33549,532.644,4.013,36.4146504,-80.6879245
37173,1008588,Swain County,Swain,NC,,,F,America/New_York,,H1,14130,8451,527.726,12.516,35.4868151,-83.4927394
37175,1008589,Transylvania County,Transylvania,NC,14820,,T,America/New_York,,H1,33131,19072,378.358,1.966,35.2021778,-82.7983001
37179,1008590,Union County,Union,NC,16740,,T,America/New_York,,H1,240109,84798,632.737,6.907,34.9883575,-80.53074
37181,1008591,Vance County,Vance,NC,25780,,T,America/New_York,,H1,42492,19392,252.396,16.29,36.3649169,-78.4079289
37183,1008592,Wake County,Wake,NC,39580,,T,America/New_York,,H1,1132103,466760,834.611,22.401,35.7903134,-78.6502801
37185,1008593,Warren County,Warren,NC,,,F,America/New_York,,H1,18803,11438,429.392,14.909,36.3965103,-78.1067171
37189,1008594,Watauga County,Watauga,NC,14380,,T,America/New_York,,H1,54540,32783,312.44,0.877,36.2311071,-81.6964252
37193,1008595,Wilkes County,Wilkes,NC,35900,,T,America/New_York,,H1,66125,31743,753.678,2.646,36.2061903,-81.1629677
37195,1008596,Wilson County,Wilson,NC,48980,,T,America/New_York,,H1,78667,36429,367.574,5.534,35.7051457,-77.918663
37197,1008597,Yadkin County,Yadkin,NC,49180,,F,America/New_York,,H1,37280,17065,334.943,2.771,36.1605278,-80.6652341
37199,1008598,Yancey County,Yancey,NC,,,F,America/New_York,,H1,18538,11266,312.592,0.589,35.898948,-82.307628
37137,1023355,Pamlico County,Pamlico,NC,35100,,F,America/New_York,,H1,12317,7206,336.515,225.112,35.1510212,-76.6694598
37041,1025822,Chowan County,Chowan,NC,,,F,America/New_York,,H1,13835,7162,172.657,60.991,36.1265615,-76.6021304
37113,1025833,Macon County,Macon,NC,,,F,America/New_York,,H1,37088,26929,515.565,4.083,35.1504672,-83.4221767
37115,1025834,Madison County,Madison,NC,11700,,F,America/New_York,,H1,21414,11092,449.615,1.869,35.8580358,-82.7057583
37111,1025836,McDowell County,McDowell,NC,32000,,T,America/New_York,,H1,44629,21328,439.954,5.397,35.6816925,-82.0493124
37143,1025841,Perquimans County,Perquimans,NC,,,F,America/New_York,,H1,13053,6906,247.173,81.759,36.1772229,-76.40762
37167,1025844,Stanly County,Stanly,NC,10620,,T,America/New_York,,H1,62723,27802,395.08,9.724,35.3119228,-80.2509952
37049,1026123,Craven County,Craven,NC,35100,,T,America/New_York,,H1,101098,47051,706.573,66.71,35.1176858,-77.0820038
37051,1026124,Cumberland County,Cumberland,NC,22180,,T,America/New_York,,H1,335207,142702,652.566,5.912,35.0487306,-78.8276794
37053,1026125,Currituck County,Currituck,NC,47260,,F,America/New_York,,H1,28616,16219,261.91,264.517,36.3672995,-75.9369492
37073,1026126,Gates County,Gates,NC,47260,,F,America/New_York,,H1,10509,4819,340.612,5.132,36.4449436,-76.7005267
37091,1026127,Hertford County,Hertford,NC,,,F,America/New_York,,H1,21633,9864,353.164,7.235,36.358636,-76.9807148
37191,1026128,Wayne County,Wayne,NC,24140,,T,America/New_York,,H1,117480,52882,553.922,3.8,35.36396,-78.0039971
37141,1026129,Pender County,Pender,NC,48900,,F,America/New_York,,H1,61592,30283,871.296,62.87,34.5150997,-77.8884356
37155,1026130,Robeson County,Robeson,NC,31300,,T,America/New_York,,H1,117573,48811,947.295,1.96,34.6402461,-79.1038615
37163,1026131,Sampson County,Sampson,NC,,,F,America/New_York,,H1,59317,25685,945.93,1.901,34.9915895,-78.3714377
37061,1026132,Duplin County,Duplin,NC,,,F,America/New_York,,H1,49312,23865,814.72,5.497,34.9365348,-77.9330277
37055,1026133,Dare County,Dare,NC,28620,,T,America/New_York,,H1,37160,34493,383.229,1158.505,35.6649367,-75.6852333
37101,1026327,Johnston County,Johnston,NC,39580,,F,America/New_York,,H1,219042,85278,792.019,3.629,35.5178225,-78.3657129
37117,1026328,Martin County,Martin,NC,,,F,America/New_York,,H1,21992,11108,456.412,0.288,35.8432127,-77.1092332
37129,1026329,New Hanover County,New Hanover,NC,48900,,T,America/New_York,,H1,228134,114625,192.255,136.604,34.1815553,-77.8655976
37139,1026330,Pasquotank County,Pasquotank,NC,21020,,T,America/New_York,,H1,40454,17445,226.878,62.453,36.2650187,-76.2492414
37187,1026331,Washington County,Washington,NC,,,F,America/New_York,,H1,11051,6061,346.51,75.399,35.8392646,-76.5693099
37177,1026332,Tyrrell County,Tyrrell,NC,,,F,America/New_York,,H1,3389,1845,390.777,206.399,35.869407,-76.1704524
37013,1026333,Beaufort County,Beaufort,NC,47820,,T,America/New_York,,H1,44711,24299,832.736,130.112,35.4869838,-76.8453144
37015,1026334,Bertie County,Bertie,NC,,,F,America/New_York,,H1,17818,9008,699.176,42.132,36.0656272,-76.966714
37029,1026335,Camden County,Camden,NC,47260,,F,America/New_York,,H1,10547,4170,240.325,69.932,36.3411216,-76.1609504
37017,1026336,Bladen County,Bladen,NC,,,F,America/New_York,,H1,29807,15348,875.032,12.75,34.6146329,-78.5637
37031,1026337,Carteret County,Carteret,NC,33980,,T,America/New_York,,H1,68353,51096,507.604,822.808,34.8612598,-76.5357431
37103,1026338,Jones County,Jones,NC,35100,,F,America/New_York,,H1,9263,4669,471.368,2.329,35.0217248,-77.355168
37047,1026339,Columbus County,Columbus,NC,,,F,America/New_York,,H1,50827,23641,938.121,16.877,34.2656451,-78.6550309
37019,1026340,Brunswick County,Brunswick,NC,48900,,T,America/New_York,,H1,139721,90454,850.069,199.474,34.0388756,-78.2274072
37133,1026341,Onslow County,Onslow,NC,27340,,T,America/New_York,,H1,203686,84531,762.085,143.108,34.7098364,-77.4157658
38083,1034203,Sheridan County,Sheridan,ND,,,F,America/Chicago,,H1,1338,817,972.226,33.282,47.5754617,-100.3455551
38103,1034204,Wells County,Wells,ND,,,F,America/Chicago,,H1,3990,2324,1270.533,19.756,47.5875229,-99.6609105
38065,1034205,Oliver County,Oliver,ND,13900,,F,America/North_Dakota/Center,,H1,1832,908,722.404,8.678,47.1152751,-101.3403083
38043,1034206,Kidder County,Kidder,ND,,,F,America/Chicago,,H1,2391,1648,1351.062,81.752,46.9801018,-99.7800914
38059,1034207,Morton County,Morton,ND,13900,,T,America/North_Dakota/New_Salem,,H1,33192,15184,1925.888,19.279,46.7160582,-101.2811188
38085,1034208,Sioux County,Sioux,ND,,,F,America/Chicago,,H1,3896,1275,1094.052,34.151,46.1126539,-101.0403053
38041,1034209,Hettinger County,Hettinger,ND,,,F,America/Denver,,H1,2477,1423,1132.239,1.548,46.4325011,-102.4602804
38001,1034210,Adams County,Adams,ND,,,F,America/Denver,,H1,2190,1337,987.547,1.118,46.0968206,-102.5284987
38051,1034211,McIntosh County,McIntosh,ND,,,F,America/Chicago,,H1,2529,1701,974.563,19.998,46.1117848,-99.4411922
38067,1034212,Pembina County,Pembina,ND,,,F,America/Chicago,,H1,6853,3526,1118.535,2.706,48.7674846,-97.5518181
38095,1034213,Towner County,Towner,ND,,,F,America/Chicago,,H1,2152,1319,1025.113,16.523,48.6856026,-99.2457719
