OID_UA_20|GEOID_UA_20|NAMELSAD_UA_20|AREALAND_UA_20|AREAWATER_UA_20|MTFCC_UA_20|FUNCSTAT_UA_20|OID_COUNTY_20|GEOID_COUNTY_20|NAMELSAD_COUNTY_20|AREALAND_COUNTY_20|AREAWATER_COUNTY_20|MTFCC_COUNTY_20|CLASSFP_COUNTY_20|FUNCSTAT_COUNTY_20|AREALAND_PART|AREAWATER_PART
|||||||27590216332405|46009|Bon Homme County|1459586268|46799495|G4020|H1|A|1459586268|46799495
|||||||27590209925887|46011|Brookings County|2051833299|32942236|G4020|H1|A|2023088781|32942236
|||||||27590206487975|46013|Brown County|4436728205|46414569|G4020|H1|A|4400739132|46231419
|||||||27590129800865|46015|Brule County|2116594503|75770744|G4020|H1|A|2116594503|75770744
|||||||27590468237817|46017|Buffalo County|1220933806|42362357|G4020|H1|A|1220933806|42362357
|||||||27590216842424|46019|Butte County|5827498555|42750488|G4020|H1|A|5820092173|42750488
|||||||27590131875425|46021|Campbell County|1900214169|96243697|G4020|H1|A|1900214169|96243697
|||||||27590156445478|46023|Charles Mix County|2842481168|136616766|G4020|H1|A|2842481168|136616766
|||||||27590210668392|46025|Clark County|2479944305|25864874|G4020|H1|A|2479944305|25864874
|||||||27590217220411|46027|Clay County|1067154436|13955918|G4020|H1|A|1056826959|13955918
|||||||27590682223588|46029|Codington County|1780837048|76608858|G4020|H1|A|1748788119|76575954
|||||||27590140456454|46031|Corson County|6396478609|155287098|G4020|H1|A|6396478609|155287098
|||||||27590217922523|46033|Custer County|4032463966|5490769|G4020|H1|A|4032463966|5490769
|||||||27590463488561|46035|Davison County|1128284975|3404556|G4020|H1|A|1104681733|643905
|||||||275901917407106|46037|Day County|2663773676|162143251|G4020|H1|A|2663773676|162143251
|||||||27590214936585|46039|Deuel County|1612885711|35935421|G4020|H1|A|1612885711|35935421
|||||||27590157403168|46041|Dewey County|5963127468|370089902|G4020|H1|A|5963127468|370089902
|||||||27590132690761|46043|Douglas County|1118358780|4832944|G4020|H1|A|1118358780|4832944
|||||||2759092876088|46045|Edmunds County|2916275923|64969684|G4020|H1|A|2916275923|64969684
|||||||27590218471145|46047|Fall River County|4506292103|24021148|G4020|H1|A|4506292103|24021148
|||||||2759092876089|46049|Faulk County|2542625555|62622903|G4020|H1|A|2542625555|62622903
|||||||275901917450146|46051|Grant County|1764937243|15765681|G4020|H1|A|1764937243|15765681
|||||||27590118799541|46053|Gregory County|2628707453|99900775|G4020|H1|A|2628707453|99900775
|||||||27590157819075|46055|Haakon County|4689279882|42452623|G4020|H1|A|4689279882|42452623
|||||||27590218736370|46057|Hamlin County|1313172143|80426441|G4020|H1|A|1313172143|80426441
|||||||27590218976075|46059|Hand County|3720862490|9284294|G4020|H1|A|3720862490|9284294
|||||||27590219365690|46061|Hanson County|1125562873|2003166|G4020|H1|A|1125562873|2003166
|||||||27590134260443|46063|Harding County|6919333290|16954253|G4020|H1|A|6919333290|16954253
|||||||27590158621960|46065|Hughes County|1920546194|153323261|G4020|H1|A|1896916837|153282948
|||||||27590215656172|46067|Hutchinson County|2105694670|3644220|G4020|H1|A|2105694670|3644220
|||||||27590159794329|46069|Hyde County|2229019814|14541548|G4020|H1|A|2229019814|14541548
|||||||27590161501824|46071|Jackson County|4827433521|19106096|G4020|H1|A|4827433521|19106096
|||||||27590221019623|46073|Jerauld County|1362677265|16727973|G4020|H1|A|1362677265|16727973
|||||||27590134694648|46075|Jones County|2511438719|3147179|G4020|H1|A|2511438719|3147179
|||||||27590219670942|46077|Kingsbury County|2155483577|81655106|G4020|H1|A|2155483577|81655106
|||||||27590216043817|46079|Lake County|1457879899|31783045|G4020|H1|A|1446720465|31783045
|||||||27590219947781|46081|Lawrence County|2072127354|667509|G4020|H1|A|2041672030|667509
|||||||27590207762506|46083|Lincoln County|1495182125|1179561|G4020|H1|A|1450841600|1179561
|||||||27590677610650|46085|Lyman County|4253498542|167300393|G4020|H1|A|4253498542|167300393
|||||||27590220530765|46087|McCook County|1487184881|6895715|G4020|H1|A|1487184881|6895715
|||||||2759092876090|46089|McPherson County|2943956443|38506560|G4020|H1|A|2943956443|38506560
|||||||275901917489416|46091|Marshall County|2170620943|124689684|G4020|H1|A|2170620943|124689684
|||||||27590502329195|46093|Meade County|8989677128|30742173|G4020|H1|A|8960281881|30738425
|||||||27590468584772|46095|Mellette County|3385957220|9219640|G4020|H1|A|3385957220|9219640
|||||||27590220776859|46097|Miner County|1476734132|4537900|G4020|H1|A|1476734132|4537900
|||||||27590221669690|46099|Minnehaha County|2089701439|18188795|G4020|H1|A|1931274692|17098147
|||||||27590645536113|46101|Moody County|1345185721|3690537|G4020|H1|A|1345185721|3690537
|||||||27590470045195|46102|Oglala Lakota County|5422402204|7126155|G4020|H1|A|5422402204|7126155
|||||||27590212039721|46103|Pennington County|7191788472|19926710|G4020|H1|A|7055816342|19766773
|||||||27590129431503|46105|Perkins County|7434457143|50539948|G4020|H1|A|7434457143|50539948
|||||||27590135093753|46107|Potter County|2230336533|97172021|G4020|H1|A|2230336533|97172021
|||||||27590469535392|46109|Roberts County|2851720399|89929974|G4020|H1|A|2851720399|89929974
|||||||27590212303606|46111|Sanborn County|1474329184|3132216|G4020|H1|A|1474329184|3132216
|||||||27590213085090|46115|Spink County|3894043705|16165380|G4020|H1|A|3894043705|16165380
|||||||27590470424464|46117|Stanley County|3741060758|188383651|G4020|H1|A|3733571785|188263936
|||||||27590470654862|46119|Sully County|2607411018|164375674|G4020|H1|A|2607411018|164375674
|||||||27590470949564|46121|Todd County|3596445673|5854544|G4020|H1|A|3596445673|5854544
|||||||27590120716214|46123|Tripp County|4176247413|13272783|G4020|H1|A|4176247413|13272783
|||||||27590207762509|46125|Turner County|1598188442|1636386|G4020|H1|A|1598188442|1636386
|||||||27590214125283|46127|Union County|1193354523|16502827|G4020|H1|A|1178830129|16205460
|||||||2759092876091|46129|Walworth County|1835374267|93215243|G4020|H1|A|1835374267|93215243
|||||||27590214459670|46135|Yankton County|1349873576|28676615|G4020|H1|A|1327824244|28676615
|||||||27590471666350|46137|Ziebach County|5079608331|24212305|G4020|H1|A|5079608331|24212305
|||||||27590262574463|47001|Anderson County|873352611|19665031|G4020|H1|A|754151976|17955112
|||||||27590135975209|47003|Bedford County|1226719748|2980759|G4020|H1|A|1192622807|2980759
|||||||27590209839506|47005|Benton County|1021248372|108583505|G4020|H1|A|1021248372|108583505
|||||||27590136148322|47007|Bledsoe County|1052973468|858669|G4020|H1|A|1052973468|858669
|||||||27590210781073|47009|Blount County|1447336316|20159163|G4020|H1|A|1249166551|19837605
|||||||2759078713130|47011|Bradley County|851489196|6959141|G4020|H1|A|709107444|6845916
|||||||27590136791559|47013|Campbell County|1243685301|46425147|G4020|H1|A|1182012706|45532423
|||||||27590137126465|47015|Cannon County|687992379|156144|G4020|H1|A|687992379|156144
|||||||27590211600224|47017|Carroll County|1547925981|6308712|G4020|H1|A|1537994854|6308712
|||||||27590212222631|47019|Carter County|883854986|16670131|G4020|H1|A|796375647|16114194
|||||||27590212957237|47021|Cheatham County|783480108|11821692|G4020|H1|A|783480108|11821692
|||||||27590159522771|47023|Chester County|740053474|575590|G4020|H1|A|726045183|552676
|||||||27590463640707|47025|Claiborne County|1125619421|18052387|G4020|H1|A|1097111529|18052387
|||||||27590140737596|47027|Clay County|612626871|59070611|G4020|H1|A|612626871|59070611
|||||||27590214654112|47029|Cocke County|1129584563|17932684|G4020|H1|A|1103993570|17932684
|||||||27590132916524|47031|Coffee County|1111010401|14479480|G4020|H1|A|1048899021|14463687
|||||||27590264040119|47033|Crockett County|687714870|545783|G4020|H1|A|687714870|545783
|||||||27590534912032|47035|Cumberland County|1764574105|9099481|G4020|H1|A|1670205437|5051943
|||||||27590134377631|47037|Davidson County|1304564434|56621444|G4020|H6|C|540250084|50803978
|||||||27590216043981|47039|Decatur County|864739796|28502982|G4020|H1|A|864739796|28502982
|||||||275901166453092|47041|DeKalb County|788430955|63639368|G4020|H1|A|778079361|63639368
|||||||27590216378188|47043|Dickson County|1268830618|3682665|G4020|H1|A|1226223238|3519428
|||||||275901921901455|47045|Dyer County|1326982067|35839863|G4020|H1|A|1293374926|35612420
|||||||27590582534930|47047|Fayette County|1825359640|3774635|G4020|H1|A|1801606034|3538796
|||||||27590143948178|47049|Fentress County|1291385622|841022|G4020|H1|A|1291385622|841022
|||||||2759051103414|47051|Franklin County|1436141673|55046635|G4020|H1|A|1399630984|54354505
|||||||27590207478028|47053|Gibson County|1561102696|2345193|G4020|H1|A|1531861117|2345193
|||||||2759082160885|47055|Giles County|1582304899|642572|G4020|H1|A|1569228613|642572
|||||||27590216831270|47057|Grainger County|726715759|56600343|G4020|H1|A|709581610|56597218
|||||||27590217451315|47059|Greene County|1611409727|5099752|G4020|H1|A|1554507350|5086793
|||||||27590141518064|47061|Grundy County|933545812|1755421|G4020|H1|A|933545812|1755421
|||||||27590217842450|47063|Hamblen County|417475125|37853343|G4020|H1|A|297196051|37783026
|||||||27590152393501|47065|Hamilton County|1404197532|86784458|G4020|H1|A|834017135|81245294
|||||||27590218286956|47067|Hancock County|575816010|2988718|G4020|H1|A|575816010|2988718
|||||||27590153948158|47069|Hardeman County|1729509842|6768751|G4020|H1|A|1717231532|6768751
|||||||27590218607571|47071|Hardin County|1495676918|48713523|G4020|H1|A|1472655512|48713183
|||||||27590219124652|47073|Hawkins County|1261468092|32541837|G4020|H1|A|1196666182|32415374
|||||||27590155641908|47075|Haywood County|1380741528|2472509|G4020|H1|A|1361609410|2472509
|||||||27590219409370|47077|Henderson County|1346816753|15219341|G4020|H1|A|1329584079|15213159
|||||||27590211600225|47079|Henry County|1455320362|81582236|G4020|H1|A|1430286410|81530469
|||||||27590474234129|47081|Hickman County|1586324712|373710|G4020|H1|A|1586324712|373710
|||||||27590220786927|47083|Houston County|518758193|17303404|G4020|H1|A|518758193|17303404
|||||||27590221090133|47085|Humphreys County|1374668727|67184110|G4020|H1|A|1374668727|67184110
|||||||27590156471847|47087|Jackson County|799782676|27782759|G4020|H1|A|799782676|27782759
|||||||27590221486846|47089|Jefferson County|712435044|101640417|G4020|H1|A|684459978|101527760
|||||||27590502671839|47091|Johnson County|772956196|11007739|G4020|H1|A|772956196|11007739
|||||||27590226292070|47093|Knox County|1316574580|45556080|G4020|H1|A|595372321|36008241
|||||||27590157101103|47095|Lake County|429381241|72799687|G4020|H1|A|429381241|72799687
|||||||27590157659746|47097|Lauderdale County|1222203226|80251266|G4020|H1|A|1202881622|80229113
|||||||2759092926695|47099|Lawrence County|1598359119|2218403|G4020|H1|A|1573319474|2218403
|||||||27590228278912|47101|Lewis County|730614739|1024940|G4020|H1|A|730614739|1024940
|||||||2759073710395|47103|Lincoln County|1477179214|971039|G4020|H1|A|1444973556|971039
|||||||27590157857773|47105|Loudon County|593811372|46869994|G4020|H1|A|495246380|46469426
|||||||27590282827370|47107|McMinn County|1113997311|5340568|G4020|H1|A|1061298421|5340271
|||||||27590159522772|47109|McNairy County|1457753351|1994997|G4020|H1|A|1457753351|1994997
|||||||27590160535079|47111|Macon County|795498346|246690|G4020|H1|A|781722734|246690
|||||||27590229041907|47113|Madison County|1443073934|3757608|G4020|H1|A|1319418994|3734713
|||||||2759051276221|47115|Marion County|1290472798|36484703|G4020|H1|A|1284320216|36484703
|||||||27590131572175|47117|Marshall County|972442319|1801922|G4020|H1|A|948139178|1787587
|||||||27590161793368|47119|Maury County|1588022045|6318294|G4020|H1|A|1478122272|6248226
|||||||27590152393502|47121|Meigs County|505397668|55738399|G4020|H1|A|505397668|55738399
|||||||2759078790876|47123|Monroe County|1646647004|43545177|G4020|H1|A|1610688816|43545177
|||||||27590230410339|47125|Montgomery County|1396441787|12068782|G4020|H1|A|1138203485|11941960
|||||||2759073710396|47127|Moore County|334684850|3093435|G4020|H6|C|334655916|3093435
|||||||27590132155054|47129|Morgan County|1352439677|823018|G4020|H1|A|1352439677|823018
|||||||27590208777567|47131|Obion County|1411148373|27448903|G4020|H1|A|1386906584|27447993
|||||||27590162860882|47133|Overton County|1122721524|3492728|G4020|H1|A|1122721524|3492728
|||||||27590231419591|47135|Perry County|1074228439|20992254|G4020|H1|A|1074228439|20992254
|||||||27590163190058|47137|Pickett County|422113138|29822845|G4020|H1|A|422113138|29822845
|||||||27590163706101|47139|Polk County|1125622665|19906879|G4020|H1|A|1125622665|19906879
|||||||27590502329192|47141|Putnam County|1038860592|3777708|G4020|H1|A|921118381|3532855
|||||||27590152393503|47143|Rhea County|817071273|54409427|G4020|H1|A|793452095|53795937
|||||||27590175790689|47145|Roane County|934370822|88614648|G4020|H1|A|848170483|88217685
|||||||27590233024594|47147|Robertson County|1233703847|457701|G4020|H1|A|1172174979|427097
|||||||27590177169151|47149|Rutherford County|1603892832|12406556|G4020|H1|A|1222333928|11933935
|||||||27590177812613|47151|Scott County|1378652173|2418741|G4020|H1|A|1378652173|2418741
|||||||27590178076675|47153|Sequatchie County|688550848|498315|G4020|H1|A|688550848|498315
|||||||27590235368507|47155|Sevier County|1534538403|13489383|G4020|H1|A|1386900278|13465718
|||||||27590180019484|47157|Shelby County|1969826793|51308328|G4020|H1|A|966727457|43949706
|||||||27590180436666|47159|Smith County|814020543|28690306|G4020|H1|A|814020543|28690306
|||||||27590235702082|47161|Stewart County|1190814528|86082696|G4020|H1|A|1190814528|86082696
|||||||27590219124653|47163|Sullivan County|1070810025|42124187|G4020|H1|A|790119316|38237019
|||||||27590195717406|47165|Sumner County|1371292904|35631916|G4020|H1|A|1130348239|28995693
|||||||27590180720958|47167|Tipton County|1180026939|32703276|G4020|H1|A|1138982777|32630701
|||||||27590134377632|47169|Trousdale County|296143586|5960709|G4020|H6|C|296143586|5960709
|||||||27590237531407|47171|Unicoi County|481902934|825726|G4020|H1|A|466403900|813510
|||||||27590535193884|47173|Union County|579077905|61005196|G4020|H1|A|579077905|61005196
|||||||27590130834973|47175|Van Buren County|708142395|2893456|G4020|H1|A|708142395|2893456
|||||||27590132916525|47177|Warren County|1120619165|3524883|G4020|H1|A|1086376678|3524883
|||||||27590238254514|47179|Washington County|845605993|8635313|G4020|H1|A|650825262|7647182
|||||||27590238545509|47181|Wayne County|1901333937|4023436|G4020|H1|A|1901333937|4023436
|||||||27590238912686|47183|Weakley County|1503107797|3707114|G4020|H1|A|1481950672|3707114
|||||||27590133389363|47185|White County|975592109|7113368|G4020|H1|A|957081567|7113368
|||||||27590239873405|47187|Williamson County|1509607199|3017704|G4020|H1|A|1214414354|2010123
|||||||27590134377633|47189|Wilson County|1478548412|32071810|G4020|H1|A|1292405761|31899492
|||||||27590209500610|48001|Anderson County|2752164828|39845046|G4020|H1|A|2712821772|39659409
|||||||27590210542281|48003|Andrews County|3886850259|957039|G4020|H1|A|3862205359|926510
|||||||27590211833030|48005|Angelina County|2066460812|173300091|G4020|H1|A|1971304182|172733058
|||||||27590212363105|48007|Aransas County|652856780|714538201|G4020|H1|A|592091566|712794540
|||||||27590214113838|48009|Archer County|2339508165|57767715|G4020|H1|A|2337879758|57767715
|||||||27590387554077|48011|Armstrong County|2354617585|12183672|G4020|H1|A|2354617585|12183672
|||||||27590214710003|48013|Atascosa County|3158596616|4995711|G4020|H1|A|3135134365|4982585
|||||||27590215443969|48015|Austin County|1674415880|25596214|G4020|H1|A|1659697490|25435985
|||||||27590215786346|48017|Bailey County|2141847187|1775275|G4020|H1|A|2134891454|1775275
|||||||27590216383086|48019|Bandera County|2048663887|17291422|G4020|H1|A|2048663887|17291422
|||||||27590477366404|48021|Bastrop County|2300500049|19009784|G4020|H1|A|2243841607|18389196
|||||||27590218117530|48023|Baylor County|2246764583|86991035|G4020|H1|A|2246764583|86991035
|||||||27590218400235|48025|Bee County|2279809487|246409|G4020|H1|A|2263458942|246409
|||||||27590478137441|48027|Bell County|2729409784|94384056|G4020|H1|A|2382524953|93161891
|||||||27590475823262|48029|Bexar County|3212413223|40802184|G4020|H1|A|1713039417|32257040
|||||||27590694571265|48031|Blanco County|1836953736|10813161|G4020|H1|A|1836953736|10813161
|||||||27590700814068|48033|Borden County|2324366072|22297606|G4020|H1|A|2324366072|22297606
|||||||27590236307719|48035|Bosque County|2545908129|50666116|G4020|H1|A|2545908129|50666116
|||||||27590237169975|48037|Bowie County|2291969119|98398488|G4020|H1|A|2165748519|97752719
|||||||27590288359913|48039|Brazoria County|3530999266|635436647|G4020|H1|A|3153180196|628609342
|||||||27590739604884|48041|Brazos County|1518090937|13210254|G4020|H1|A|1306680698|13030756
|||||||27590238959926|48043|Brewster County|16015871248|22062518|G4020|H1|A|16004767788|22061830
|||||||27590289762214|48045|Briscoe County|2330991073|4068657|G4020|H1|A|2330991073|4068657
|||||||27590239677495|48047|Brooks County|2443277014|741627|G4020|H1|A|2437614697|741627
|||||||27590474974275|48049|Brown County|2446120246|32375524|G4020|H1|A|2411055280|32375524
|||||||27590740679381|48051|Burleson County|1707015709|46043236|G4020|H1|A|1707015709|46043236
|||||||27590247753218|48053|Burnet County|2576525865|69856136|G4020|H1|A|2545308880|69258262
|||||||27590249554879|48055|Caldwell County|1410354031|4946188|G4020|H1|A|1375270114|4906260
|||||||27590476941711|48057|Calhoun County|1312960774|1361631001|G4020|H1|A|1287228295|1361509548
|||||||27590712220528|48059|Callahan County|2329363242|4898783|G4020|H1|A|2329363242|4898783
|||||||27590711958439|48061|Cameron County|2309519001|996418659|G4020|H1|A|1991082045|987327231
|||||||27590727303828|48063|Camp County|507242364|19129375|G4020|H1|A|507242364|19129375
|||||||27590509940168|48065|Carson County|2383397227|10026604|G4020|H1|A|2383397227|10026604
|||||||27590140908056|48067|Cass County|2426683493|60494148|G4020|H1|A|2409047008|60395147
|||||||27590141686951|48069|Castro County|2316600393|12557414|G4020|H1|A|2316600393|12557414
|||||||27590142430479|48071|Chambers County|1546425540|709836144|G4020|H1|A|1460393486|709221139
|||||||27590144299191|48073|Cherokee County|2727141726|23873001|G4020|H1|A|2699832346|23873001
|||||||27590172242603|48075|Childress County|1803954626|44560655|G4020|H1|A|1795608695|44525050
|||||||275901022785579|48077|Clay County|2819871858|72506860|G4020|H1|A|2819871858|72506860
|||||||27590159576579|48079|Cochran County|2007453830|229068|G4020|H1|A|2007453830|229068
|||||||27590161093191|48081|Coke County|2361153198|42331832|G4020|H1|A|2361153198|42331832
|||||||27590367621866|48083|Coleman County|3270933224|47963343|G4020|H1|A|3263711810|47963343
|||||||27590171568310|48085|Collin County|2178839147|115550728|G4020|H1|A|1394344897|110824525
|||||||27590172242604|48087|Collingsworth County|2378749928|2279194|G4020|H1|A|2378749928|2279194
|||||||27590172334476|48089|Colorado County|2487142713|34691168|G4020|H1|A|2487142713|34691168
|||||||27590172459463|48091|Comal County|1449171061|39766953|G4020|H1|A|1312050419|38746182
|||||||27590172580367|48093|Comanche County|2428768926|25719485|G4020|H1|A|2428768926|25719485
|||||||27590172618516|48095|Concho County|2547914005|25740025|G4020|H1|A|2547914005|25740025
|||||||27590172674728|48097|Cooke County|2265789885|61319327|G4020|H1|A|2241041494|61292682
|||||||27590172751981|48099|Coryell County|2725308519|11833644|G4020|H1|A|2635674711|11767568
|||||||27590172810058|48101|Cottle County|2332448732|2723997|G4020|H1|A|2332448732|2723997
|||||||27590172859980|48103|Crane County|2033319687|1695980|G4020|H1|A|2033319687|1695980
|||||||27590172926768|48105|Crockett County|7270935061|53329|G4020|H1|A|7270935061|53329
|||||||27590172963379|48107|Crosby County|2331503429|3873557|G4020|H1|A|2331503429|3873557
|||||||27590173014102|48109|Culberson County|9873439554|556134|G4020|H1|A|9873439554|556134
|||||||27590271486432|48111|Dallam County|3893095084|5180577|G4020|H1|A|3887107645|5176643
|||||||27590555914097|48113|Dallas County|2261201323|91898226|G4020|H1|A|443583585|64925725
|||||||27590698076029|48115|Dawson County|2331781561|4720730|G4020|H1|A|2320530542|4697513
|||||||27590180912492|48117|Deaf Smith County|3876750568|3926557|G4020|H1|A|3859470308|3926557
|||||||27590181176335|48119|Delta County|665192108|54648180|G4020|H1|A|665192108|54648180
|||||||27590179404042|48121|Denton County|2275318245|189471919|G4020|H1|A|1567146572|181032576
|||||||27590184251261|48123|DeWitt County|2354237965|3919919|G4020|H1|A|2339091643|3874266
|||||||27590185718184|48125|Dickens County|2335454676|9057848|G4020|H1|A|2335454676|9057848
|||||||27590187054618|48127|Dimmit County|3441795903|14575999|G4020|H1|A|3430822054|14543052
|||||||27590202879942|48129|Donley County|2400676098|15901856|G4020|H1|A|2400676098|15901856
|||||||27590203324005|48131|Duval County|4645084668|5478267|G4020|H1|A|4645084668|5478267
|||||||27590172580368|48133|Eastland County|2399644791|14002299|G4020|H1|A|2399644791|14002299
|||||||27590475273322|48135|Ector County|2325440847|10256582|G4020|H1|A|2124036541|9129380
|||||||27590204960911|48137|Edwards County|5485263220|5196312|G4020|H1|A|5485263220|5196312
|||||||27590297002202|48139|Ellis County|2423575726|41976132|G4020|H1|A|2182388386|38992833
|||||||27590472869186|48141|El Paso County|2624264468|5322143|G4020|H1|A|1986027185|3300400
|||||||27590172580369|48143|Erath County|2805419702|17166728|G4020|H1|A|2781137568|17155333
|||||||27590205666598|48145|Falls County|1982623099|21693053|G4020|H1|A|1971997612|21578482
|||||||27590301147055|48147|Fannin County|2307251052|20847065|G4020|H1|A|2294227262|20847065
|||||||27590206995152|48149|Fayette County|2460316903|25574662|G4020|H1|A|2450424427|25565767
|||||||27590702223316|48151|Fisher County|2328272103|7258480|G4020|H1|A|2328272103|7258480
|||||||27590207391968|48153|Floyd County|2569637283|983737|G4020|H1|A|2569637283|983737
|||||||27590301907950|48155|Foard County|1824378631|8514741|G4020|H1|A|1824378631|8514741
|||||||27590262232959|48157|Fort Bend County|2231836834|60950681|G4020|H1|A|1586574609|46068439
|||||||27590721350587|48159|Franklin County|736569935|26875120|G4020|H1|A|736569935|26875120
|||||||27590264505679|48161|Freestone County|2273311866|36936963|G4020|H1|A|2273311866|36936963
|||||||27590303268171|48163|Frio County|2935753502|2193621|G4020|H1|A|2921738350|2193621
|||||||27590477132645|48165|Gaines County|3891102467|1262946|G4020|H1|A|3882355559|1262946
|||||||27590305997680|48167|Galveston County|982346326|1281011355|G4020|H1|A|560671705|1267487853
|||||||27590710701613|48169|Garza County|2313937124|7209242|G4020|H1|A|2313937124|7209242
|||||||275901031008426|48171|Gillespie County|2740731305|9000601|G4020|H1|A|2720454533|8986262
|||||||27590711510330|48173|Glasscock County|2331552974|2245302|G4020|H1|A|2331552974|2245302
|||||||27590307442935|48175|Goliad County|2206698612|19050015|G4020|H1|A|2206698612|19050015
|||||||27590269349009|48177|Gonzales County|2762704862|8204086|G4020|H1|A|2751421916|8204086
|||||||27590309321346|48179|Gray County|2398261679|8700790|G4020|H1|A|2376887020|8700790
|||||||27590536306413|48181|Grayson County|2416033533|120074902|G4020|H1|A|2310655656|119765165
|||||||27590719352054|48183|Gregg County|708052150|6206460|G4020|H1|A|468064409|5667059
|||||||27590747242961|48185|Grimes County|2039528342|36609847|G4020|H1|A|2021247169|36505355
|||||||27590475823263|48187|Guadalupe County|1842136053|9157037|G4020|H1|A|1683665037|5888639
|||||||27590310172226|48189|Hale County|2602109423|246678|G4020|H1|A|2571584416|246678
|||||||27590311047943|48191|Hall County|2288233615|53366403|G4020|H1|A|2288233615|53366403
|||||||27590312391034|48193|Hamilton County|2165008742|1238628|G4020|H1|A|2165008742|1238628
|||||||27590131886859|48195|Hansford County|2382296646|1548341|G4020|H1|A|2382296646|1548341
|||||||27590313326352|48197|Hardeman County|1800337387|4548860|G4020|H1|A|1800337387|4548860
|||||||27590316015630|48199|Hardin County|2306612364|18037857|G4020|H1|A|2242437744|17654624
|||||||27590325947046|48201|Harris County|4421015900|182431712|G4020|H1|A|1074564853|137293554
|||||||27590720179958|48203|Harrison County|2331141022|40649337|G4020|H1|A|2254910850|40179100
|||||||27590327221849|48205|Hartley County|3786435508|3023183|G4020|H1|A|3783361530|3022398
|||||||27590712543360|48207|Haskell County|2339103809|18465208|G4020|H1|A|2339103809|18465208
|||||||27590476173259|48209|Hays County|1753033395|5054128|G4020|H1|A|1591294432|3470637
|||||||27590394948731|48211|Hemphill County|2347270019|15205586|G4020|H1|A|2347270019|15205586
|||||||27590735221528|48213|Henderson County|2263082389|193353703|G4020|H1|A|2197563340|193228410
|||||||27590691996654|48215|Hidalgo County|4068758841|30739605|G4020|H1|A|3206009757|29057947
|||||||27590329287580|48217|Hill County|2483422646|69544723|G4020|H1|A|2468019306|69486313
|||||||27590406218098|48219|Hockley County|2352723961|446119|G4020|H1|A|2336134833|440817
|||||||27590331264533|48221|Hood County|1089582268|41775455|G4020|H1|A|1013014014|36983122
|||||||27590729384768|48223|Hopkins County|1987636011|65632971|G4020|H1|A|1959584355|65156587
|||||||27590747501434|48225|Houston County|3188278907|14435337|G4020|H1|A|3171288959|14435337
|||||||27590712474234|48227|Howard County|2333039143|8841781|G4020|H1|A|2279575053|8235169
|||||||27590334006759|48229|Hudspeth County|11837605339|2189943|G4020|H1|A|11837605339|2189943
|||||||27590733830811|48231|Hunt County|2176666775|107761746|G4020|H1|A|2120715076|107638357
|||||||27590132494968|48233|Hutchinson County|2298408153|19507502|G4020|H1|A|2274018497|19455769
|||||||27590476357551|48235|Irion County|2723485995|176317|G4020|H1|A|2723485995|176317
|||||||27590339986696|48237|Jack County|2359405674|23704615|G4020|H1|A|2359405674|23704615
|||||||27590387890970|48239|Jackson County|2148246693|71039573|G4020|H1|A|2137255011|71039573
|||||||27590224730554|48241|Jasper County|2431105358|80399907|G4020|H1|A|2405538521|80386500
|||||||27590388482019|48243|Jeff Davis County|5865172239|206206|G4020|H1|A|5865172239|206206
|||||||27590227923204|48245|Jefferson County|2270802077|610951822|G4020|H1|A|1926719742|599972291
|||||||27590270042421|48247|Jim Hogg County|2942674729|92565|G4020|H1|A|2942674729|92565
|||||||27590388889684|48249|Jim Wells County|2240795377|8723372|G4020|H1|A|2214814785|8723372
|||||||27590231555691|48251|Johnson County|1877175836|24227741|G4020|H1|A|1733010349|23817513
|||||||27590708504727|48253|Jones County|2405076785|22097342|G4020|H1|A|2405076785|22097342
|||||||27590229346853|48255|Karnes County|1936669678|15010315|G4020|H1|A|1936669678|15010315
|||||||27590715727086|48257|Kaufman County|2022222600|69502488|G4020|H1|A|1913309675|69152747
|||||||27590712396651|48259|Kendall County|1715747612|1496797|G4020|H1|A|1689064821|1496797
|||||||27590708723800|48261|Kenedy County|3777657843|1261927310|G4020|H1|A|3777657843|1261927310
|||||||27590710971839|48263|Kent County|2337482031|1065195|G4020|H1|A|2337482031|1065195
|||||||27590695572707|48265|Kerr County|2857617603|10231764|G4020|H1|A|2801098838|9796629
|||||||27590696519236|48267|Kimble County|3240024039|505509|G4020|H1|A|3240024039|505509
|||||||27590342948148|48269|King County|2359150569|6396290|G4020|H1|A|2359150569|6396290
|||||||27590345572122|48271|Kinney County|3523765247|11885327|G4020|H1|A|3523765247|11885327
|||||||27590346652946|48273|Kleberg County|2282572444|541041659|G4020|H1|A|2249716269|541035074
|||||||27590425434447|48275|Knox County|2203098614|12587673|G4020|H1|A|2203098614|12587673
|||||||27590348737759|48277|Lamar County|2349976646|66748710|G4020|H1|A|2304581590|66587341
|||||||27590421578390|48279|Lamb County|2631897589|3973764|G4020|H1|A|2624134528|3973764
|||||||27590476429928|48281|Lampasas County|1845440041|2749903|G4020|H1|A|1834154042|2725636
|||||||27590352098620|48283|La Salle County|3850545747|19503739|G4020|H1|A|3850545747|19503739
|||||||27590393234252|48285|Lavaca County|2511535248|1882216|G4020|H1|A|2507215062|1882216
|||||||27590745050733|48287|Lee County|1629204766|13122562|G4020|H1|A|1629204766|13122562
|||||||27590353673197|48289|Leon County|2779462026|19328383|G4020|H1|A|2779462026|19328383
