"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"0500000US17165","Saline County, Illinois","11593","null","70","null",
"0500000US17167","Sangamon County, Illinois","92702","null","193","null",
"0500000US17169","Schuyler County, Illinois","3342","null","170","null",
"0500000US17171","Scott County, Illinois","2403","null","43","null",
"0500000US17173","Shelby County, Illinois","10075","null","49","null",
"0500000US17175","Stark County, Illinois","2588","null","41","null",
"0500000US17177","Stephenson County, Illinois","21449","null","96","null",
"0500000US17179","Tazewell County, Illinois","58606","null","163","null",
"0500000US17181","Union County, Illinois","7860","null","95","null",
"0500000US17183","Vermilion County, Illinois","34626","null","147","null",
"0500000US17185","Wabash County, Illinois","5418","null","42","null",
"0500000US17187","Warren County, Illinois","7613","null","107","null",
"0500000US17189","Washington County, Illinois","6428","null","59","null",
"0500000US17191","Wayne County, Illinois","7707","null","46","null",
"0500000US17193","White County, Illinois","6805","null","38","null",
"0500000US17195","Whiteside County, Illinois","25872","null","97","null",
"0500000US17197","Will County, Illinois","249401","null","287","null",
"0500000US17199","Williamson County, Illinois","31674","null","138","null",
"0500000US17201","Winnebago County, Illinois","125111","null","245","null",
"0500000US17203","Woodford County, Illinois","15677","null","104","null",
"0500000US18001","Adams County, Indiana","13153","null","101","null",
"0500000US18003","Allen County, Indiana","161287","null","215","null",
"0500000US18005","Bartholomew County, Indiana","35155","null","123","null",
"0500000US18007","Benton County, Indiana","3804","null","43","null",
"0500000US18009","Blackford County, Indiana","5885","null","41","null",
"0500000US18011","Boone County, Indiana","27750","null","84","null",
"0500000US18013","Brown County, Indiana","8440","null","47","null",
"0500000US18015","Carroll County, Indiana","9494","null","46","null",
"0500000US18017","Cass County, Indiana","16387","null","134","null",
"0500000US18019","Clark County, Indiana","51790","null","140","null",
"0500000US18021","Clay County, Indiana","11657","null","72","null",
"0500000US18023","Clinton County, Indiana","13418","null","78","null",
"0500000US18025","Crawford County, Indiana","5829","null","93","null",
"0500000US18027","Daviess County, Indiana","12719","null","70","null",
"0500000US18029","Dearborn County, Indiana","20759","null","68","null",
"0500000US18031","Decatur County, Indiana","11489","null","53","null",
"0500000US18033","DeKalb County, Indiana","18033","null","72","null",
"0500000US18035","Delaware County, Indiana","51683","null","204","null",
"0500000US18037","Dubois County, Indiana","18481","null","80","null",
"0500000US18039","Elkhart County, Indiana","79411","null","162","null",
"0500000US18041","Fayette County, Indiana","10878","null","77","null",
"0500000US18043","Floyd County, Indiana","34111","null","108","null",
"0500000US18045","Fountain County, Indiana","7748","null","38","null",
"0500000US18047","Franklin County, Indiana","9641","null","67","null",
"0500000US18049","Fulton County, Indiana","9540","null","45","null",
"0500000US18051","Gibson County, Indiana","14576","null","85","null",
"0500000US18053","Grant County, Indiana","29877","null","257","null",
"0500000US18055","Greene County, Indiana","14446","null","71","null",
"0500000US18057","Hamilton County, Indiana","132952","null","123","null",
"0500000US18059","Hancock County, Indiana","31680","null","66","null",
"0500000US18061","Harrison County, Indiana","16703","null","75","null",
"0500000US18063","Hendricks County, Indiana","65852","null","196","null",
"0500000US18065","Henry County, Indiana","20962","null","144","null",
"0500000US18067","Howard County, Indiana","39485","null","116","null",
"0500000US18069","Huntington County, Indiana","16168","null","102","null",
"0500000US18071","Jackson County, Indiana","19027","null","73","null",
"0500000US18073","Jasper County, Indiana","13491","null","66","null",
"0500000US18075","Jay County, Indiana","8939","null","51","null",
"0500000US18077","Jefferson County, Indiana","14389","null","191","null",
"0500000US18079","Jennings County, Indiana","11650","null","74","null",
"0500000US18081","Johnson County, Indiana","62781","null","138","null",
"0500000US18083","Knox County, Indiana","16936","null","144","null",
"0500000US18085","Kosciusko County, Indiana","38079","null","125","null",
"0500000US18087","LaGrange County, Indiana","14775","null","39","null",
"0500000US18089","Lake County, Indiana","214176","null","266","null",
"0500000US18091","LaPorte County, Indiana","49656","null","264","null",
"0500000US18093","Lawrence County, Indiana","20560","null","81","null",
"0500000US18095","Madison County, Indiana","58791","null","232","null",
"0500000US18097","Marion County, Indiana","434596","null","354","null",
"0500000US18099","Marshall County, Indiana","19736","null","87","null",
"0500000US18101","Martin County, Indiana","4598","null","21","null",
"0500000US18103","Miami County, Indiana","14921","null","99","null",
"0500000US18105","Monroe County, Indiana","63155","null","384","null",
"0500000US18107","Montgomery County, Indiana","16471","null","97","null",
"0500000US18109","Morgan County, Indiana","29175","null","92","null",
"0500000US18111","Newton County, Indiana","6022","null","46","null",
"0500000US18113","Noble County, Indiana","20068","null","82","null",
"0500000US18115","Ohio County, Indiana","2723","null","34","null",
"0500000US18117","Orange County, Indiana","9060","null","62","null",
"0500000US18119","Owen County, Indiana","9816","null","33","null",
"0500000US18121","Parke County, Indiana","7610","null","222","null",
"0500000US18123","Perry County, Indiana","8512","null","89","null",
"0500000US18125","Pike County, Indiana","5596","null","59","null",
"0500000US18127","Porter County, Indiana","70944","null","178","null",
"0500000US18129","Posey County, Indiana","11071","null","61","null",
"0500000US18131","Pulaski County, Indiana","5853","null","41","null",
"0500000US18133","Putnam County, Indiana","14890","null","155","null",
"0500000US18135","Randolph County, Indiana","11415","null","76","null",
"0500000US18137","Ripley County, Indiana","12243","null","56","null",
"0500000US18139","Rush County, Indiana","7364","null","38","null",
"0500000US18141","St. Joseph County, Indiana","117767","null","268","null",
"0500000US18143","Scott County, Indiana","10688","null","61","null",
"0500000US18145","Shelby County, Indiana","19375","null","75","null",
"0500000US18147","Spencer County, Indiana","8625","null","45","null",
"0500000US18149","Starke County, Indiana","11114","null","29","null",
"0500000US18151","Steuben County, Indiana","18924","null","101","null",
"0500000US18153","Sullivan County, Indiana","8786","null","99","null",
"0500000US18155","Switzerland County, Indiana","4396","null","30","null",
"0500000US18157","Tippecanoe County, Indiana","76982","null","463","null",
"0500000US18159","Tipton County, Indiana","6820","null","45","null",
"0500000US18161","Union County, Indiana","3233","null","26","null",
"0500000US18163","Vanderburgh County, Indiana","84111","null","251","null",
"0500000US18165","Vermillion County, Indiana","7307","null","81","null",
"0500000US18167","Vigo County, Indiana","46940","null","319","null",
"0500000US18169","Wabash County, Indiana","14046","null","150","null",
"0500000US18171","Warren County, Indiana","3673","null","47","null",
"0500000US18173","Warrick County, Indiana","25974","null","77","null",
"0500000US18175","Washington County, Indiana","12111","null","64","null",
"0500000US18177","Wayne County, Indiana","30798","null","268","null",
"0500000US18179","Wells County, Indiana","11913","null","69","null",
"0500000US18181","White County, Indiana","12879","null","50","null",
"0500000US18183","Whitley County, Indiana","14768","null","62","null",
"0500000US19001","Adair County, Iowa","3591","null","46","null",
"0500000US19003","Adams County, Iowa","1894","null","46","null",
"0500000US19005","Allamakee County, Iowa","7662","null","50","null",
"0500000US19007","Appanoose County, Iowa","6337","null","48","null",
"0500000US19009","Audubon County, Iowa","2820","null","38","null",
"0500000US19011","Benton County, Iowa","11071","null","51","null",
"0500000US19013","Black Hawk County, Iowa","58378","null","153","null",
"0500000US19015","Boone County, Iowa","11911","null","95","null",
"0500000US19017","Bremer County, Iowa","10432","null","103","null",
"0500000US19019","Buchanan County, Iowa","8890","null","61","null",
"0500000US19021","Buena Vista County, Iowa","8173","null","91","null",
"0500000US19023","Butler County, Iowa","6546","null","76","null",
"0500000US19025","Calhoun County, Iowa","4817","null","67","null",
"0500000US19027","Carroll County, Iowa","9494","null","65","null",
"0500000US19029","Cass County, Iowa","6408","null","52","null",
"0500000US19031","Cedar County, Iowa","8171","null","58","null",
"0500000US19033","Cerro Gordo County, Iowa","22589","null","136","null",
"0500000US19035","Cherokee County, Iowa","5583","null","74","null",
"0500000US19037","Chickasaw County, Iowa","5568","null","67","null",
"0500000US19039","Clarke County, Iowa","4234","null","30","null",
"0500000US19041","Clay County, Iowa","8101","null","67","null",
"0500000US19043","Clayton County, Iowa","8793","null","85","null",
"0500000US19045","Clinton County, Iowa","21519","null","107","null",
"0500000US19047","Crawford County, Iowa","6880","null","80","null",
"0500000US19049","Dallas County, Iowa","40306","null","80","null",
"0500000US19051","Davis County, Iowa","3583","null","21","null",
"0500000US19053","Decatur County, Iowa","3692","null","67","null",
"0500000US19055","Delaware County, Iowa","8079","null","76","null",
"0500000US19057","Des Moines County, Iowa","18772","null","99","null",
"0500000US19059","Dickinson County, Iowa","13651","null","52","null",
"0500000US19061","Dubuque County, Iowa","42406","null","210","null",
"0500000US19063","Emmet County, Iowa","4521","null","80","null",
"0500000US19065","Fayette County, Iowa","9348","null","80","null",
"0500000US19067","Floyd County, Iowa","7346","null","61","null",
"0500000US19069","Franklin County, Iowa","4680","null","44","null",
"0500000US19071","Fremont County, Iowa","3160","null","35","null",
"0500000US19073","Greene County, Iowa","4333","null","32","null",
"0500000US19075","Grundy County, Iowa","5472","null","40","null",
"0500000US19077","Guthrie County, Iowa","5778","null","45","null",
"0500000US19079","Hamilton County, Iowa","7034","null","49","null",
"0500000US19081","Hancock County, Iowa","5138","null","40","null",
"0500000US19083","Hardin County, Iowa","8076","null","109","null",
"0500000US19085","Harrison County, Iowa","6677","null","55","null",
"0500000US19087","Henry County, Iowa","8395","null","101","null",
"0500000US19089","Howard County, Iowa","4326","null","46","null",
"0500000US19091","Humboldt County, Iowa","4594","null","31","null",
"0500000US19093","Ida County, Iowa","3362","null","39","null",
"0500000US19095","Iowa County, Iowa","7346","null","65","null",
"0500000US19097","Jackson County, Iowa","9266","null","38","null",
"0500000US19099","Jasper County, Iowa","16106","null","134","null",
"0500000US19101","Jefferson County, Iowa","7649","null","130","null",
"0500000US19103","Johnson County, Iowa","65124","null","290","null",
"0500000US19105","Jones County, Iowa","8886","null","87","null",
"0500000US19107","Keokuk County, Iowa","4680","null","35","null",
"0500000US19109","Kossuth County, Iowa","7262","null","65","null",
"0500000US19111","Lee County, Iowa","15913","null","116","null",
"0500000US19113","Linn County, Iowa","100404","null","173","null",
"0500000US19115","Louisa County, Iowa","4748","null","33","null",
"0500000US19117","Lucas County, Iowa","4079","null","34","null",
"0500000US19119","Lyon County, Iowa","4846","null","57","null",
"0500000US19121","Madison County, Iowa","6885","null","48","null",
"0500000US19123","Mahaska County, Iowa","9701","null","67","null",
"0500000US19125","Marion County, Iowa","14068","null","112","null",
"0500000US19127","Marshall County, Iowa","16740","null","191","null",
"0500000US19129","Mills County, Iowa","6125","null","69","null",
"0500000US19131","Mitchell County, Iowa","4847","null","36","null",
"0500000US19133","Monona County, Iowa","4424","null","48","null",
"0500000US19135","Monroe County, Iowa","3674","null","45","null",
"0500000US19137","Montgomery County, Iowa","5036","null","27","null",
"0500000US19139","Muscatine County, Iowa","18321","null","74","null",
"0500000US19141","O'Brien County, Iowa","6536","null","93","null",
"0500000US19143","Osceola County, Iowa","2899","null","44","null",
"0500000US19145","Page County, Iowa","7015","null","169","null",
"0500000US19147","Palo Alto County, Iowa","4512","null","71","null",
"0500000US19149","Plymouth County, Iowa","10777","null","49","null",
"0500000US19151","Pocahontas County, Iowa","3678","null","24","null",
"0500000US19153","Polk County, Iowa","207688","null","362","null",
"0500000US19155","Pottawattamie County, Iowa","39846","null","151","null",
"0500000US19157","Poweshiek County, Iowa","8918","null","77","null",
"0500000US19159","Ringgold County, Iowa","2669","null","41","null",
"0500000US19161","Sac County, Iowa","5162","null","51","null",
"0500000US19163","Scott County, Iowa","77086","null","174","null",
"0500000US19165","Shelby County, Iowa","5424","null","335","null",
"0500000US19167","Sioux County, Iowa","12956","null","131","null",
"0500000US19169","Story County, Iowa","40869","null","290","null",
"0500000US19171","Tama County, Iowa","7609","null","59","null",
"0500000US19173","Taylor County, Iowa","2916","null","31","null",
"0500000US19175","Union County, Iowa","5811","null","74","null",
"0500000US19177","Van Buren County, Iowa","3510","null","49","null",
"0500000US19179","Wapello County, Iowa","15785","null","99","null",
"0500000US19181","Warren County, Iowa","20672","null","88","null",
"0500000US19183","Washington County, Iowa","9603","null","115","null",
"0500000US19185","Wayne County, Iowa","3044","null","29","null",
"0500000US19187","Webster County, Iowa","16950","null","166","null",
"0500000US19189","Winnebago County, Iowa","5096","null","85","null",
"0500000US19191","Winneshiek County, Iowa","8918","null","109","null",
"0500000US19193","Woodbury County, Iowa","42651","null","125","null",
"0500000US19195","Worth County, Iowa","3482","null","33","null",
"0500000US19197","Wright County, Iowa","6297","null","38","null",
"0500000US20001","Allen County, Kansas","6089","null","49","null",
"0500000US20003","Anderson County, Kansas","3578","null","26","null",
"0500000US20005","Atchison County, Kansas","6837","null","111","null",
"0500000US20007","Barber County, Kansas","2509","null","68","null",
"0500000US20009","Barton County, Kansas","12408","null","57","null",
"0500000US20011","Bourbon County, Kansas","6804","null","58","null",
"0500000US20013","Brown County, Kansas","4523","null","49","null",
"0500000US20015","Butler County, Kansas","26861","null","130","null",
"0500000US20017","Chase County, Kansas","1410","null","23","null",
"0500000US20019","Chautauqua County, Kansas","1995","null","23","null",
"0500000US20021","Cherokee County, Kansas","9186","null","39","null",
"0500000US20023","Cheyenne County, Kansas","1470","null","26","null",
"0500000US20025","Clark County, Kansas","1066","null","69","null",
"0500000US20027","Clay County, Kansas","3939","null","46","null",
"0500000US20029","Cloud County, Kansas","4519","null","63","null",
"0500000US20031","Coffey County, Kansas","3953","null","55","null",
"0500000US20033","Comanche County, Kansas","1036","null","69","null",
"0500000US20035","Cowley County, Kansas","15604","null","105","null",
"0500000US20037","Crawford County, Kansas","17994","null","116","null",
"0500000US20039","Decatur County, Kansas","1664","null","23","null",
"0500000US20041","Dickinson County, Kansas","8848","null","100","null",
"0500000US20043","Doniphan County, Kansas","3380","null","47","null",
"0500000US20045","Douglas County, Kansas","52321","null","235","null",
"0500000US20047","Edwards County, Kansas","1554","null","30","null",
"0500000US20049","Elk County, Kansas","1528","null","31","null",
"0500000US20051","Ellis County, Kansas","13176","null","65","null",
"0500000US20053","Ellsworth County, Kansas","3112","null","128","null",
"0500000US20055","Finney County, Kansas","14079","null","63","null",
"0500000US20057","Ford County, Kansas","12510","null","66","null",
"0500000US20059","Franklin County, Kansas","11138","null","79","null",
"0500000US20061","Geary County, Kansas","15863","null","86","null",
"0500000US20063","Gove County, Kansas","1350","null","79","null",
"0500000US20065","Graham County, Kansas","1434","null","18","null",
"0500000US20067","Grant County, Kansas","2929","null","24","null",
"0500000US20069","Gray County, Kansas","2344","null","37","null",
"0500000US20071","Greeley County, Kansas","630","null","67","null",
"0500000US20073","Greenwood County, Kansas","3696","null","61","null",
"0500000US20075","Hamilton County, Kansas","1044","null","85","null",
"0500000US20077","Harper County, Kansas","3053","null","42","null",
"0500000US20079","Harvey County, Kansas","14576","null","100","null",
"0500000US20081","Haskell County, Kansas","1554","null","32","null",
"0500000US20083","Hodgeman County, Kansas","866","null","73","null",
"0500000US20085","Jackson County, Kansas","5606","null","55","null",
"0500000US20087","Jefferson County, Kansas","7963","null","57","null",
"0500000US20089","Jewell County, Kansas","1797","null","23","null",
"0500000US20091","Johnson County, Kansas","248854","null","223","null",
"0500000US20093","Kearny County, Kansas","1578","null","17","null",
"0500000US20095","Kingman County, Kansas","3665","null","29","null",
"0500000US20097","Kiowa County, Kansas","1167","null","35","null",
"0500000US20099","Labette County, Kansas","9580","null","81","null",
"0500000US20101","Lane County, Kansas","878","null","73","null",
"0500000US20103","Leavenworth County, Kansas","30951","null","265","null",
"0500000US20105","Lincoln County, Kansas","1696","null","18","null",
"0500000US20107","Linn County, Kansas","5112","null","22","null",
"0500000US20109","Logan County, Kansas","1378","null","17","null",
"0500000US20111","Lyon County, Kansas","14985","null","124","null",
"0500000US20113","McPherson County, Kansas","13045","null","138","null",
"0500000US20115","Marion County, Kansas","5713","null","59","null",
"0500000US20117","Marshall County, Kansas","4793","null","53","null",
"0500000US20119","Meade County, Kansas","1895","null","72","null",
"0500000US20121","Miami County, Kansas","13794","null","93","null",
"0500000US20123","Mitchell County, Kansas","3148","null","47","null",
"0500000US20125","Montgomery County, Kansas","15683","null","89","null",
"0500000US20127","Morris County, Kansas","3022","null","44","null",
"0500000US20129","Morton County, Kansas","1334","null","26","null",
"0500000US20131","Nemaha County, Kansas","4495","null","52","null",
"0500000US20133","Neosho County, Kansas","7291","null","66","null",
"0500000US20135","Ness County, Kansas","1511","null","65","null",
"0500000US20137","Norton County, Kansas","2467","null","71","null",
"0500000US20139","Osage County, Kansas","7266","null","52","null",
"0500000US20141","Osborne County, Kansas","2062","null","29","null",
"0500000US20143","Ottawa County, Kansas","2677","null","50","null",
"0500000US20145","Pawnee County, Kansas","3067","null","77","null",
"0500000US20147","Phillips County, Kansas","2831","null","40","null",
"0500000US20149","Pottawatomie County, Kansas","9770","null","40","null",
"0500000US20151","Pratt County, Kansas","4397","null","45","null",
"0500000US20153","Rawlins County, Kansas","1371","null","30","null",
"0500000US20155","Reno County, Kansas","28306","null","140","null",
"0500000US20157","Republic County, Kansas","2697","null","28","null",
"0500000US20159","Rice County, Kansas","4397","null","54","null",
"0500000US20161","Riley County, Kansas","30545","null","302","null",
"0500000US20163","Rooks County, Kansas","2653","null","36","null",
"0500000US20165","Rush County, Kansas","1674","null","74","null",
"0500000US20167","Russell County, Kansas","3701","null","27","null",
"0500000US20169","Saline County, Kansas","24092","null","130","null",
"0500000US20171","Scott County, Kansas","2241","null","90","null",
"0500000US20173","Sedgwick County, Kansas","222437","null","213","null",
"0500000US20175","Seward County, Kansas","8255","null","50","null",
"0500000US20177","Shawnee County, Kansas","80491","null","185","null",
"0500000US20179","Sheridan County, Kansas","1163","null","23","null",
"0500000US20181","Sherman County, Kansas","2964","null","42","null",
"0500000US20183","Smith County, Kansas","2056","null","33","null",
"0500000US20185","Stafford County, Kansas","2108","null","33","null",
"0500000US20187","Stanton County, Kansas","1008","null","88","null",
"0500000US20189","Stevens County, Kansas","2249","null","33","null",
"0500000US20191","Sumner County, Kansas","10388","null","74","null",
"0500000US20193","Thomas County, Kansas","3568","null","53","null",
"0500000US20195","Trego County, Kansas","1674","null","67","null",
"0500000US20197","Wabaunsee County, Kansas","3131","null","40","null",
"0500000US20199","Wallace County, Kansas","761","null","67","null",
"0500000US20201","Washington County, Kansas","2742","null","44","null",
"0500000US20203","Wichita County, Kansas","1016","null","81","null",
"0500000US20205","Wilson County, Kansas","4502","null","31","null",
"0500000US20207","Woodson County, Kansas","1854","null","16","null",
"0500000US20209","Wyandotte County, Kansas","68345","null","161","null",
"0500000US21001","Adair County, Kentucky","8598","null","97","null",
"0500000US21003","Allen County, Kentucky","9224","null","69","null",
"0500000US21005","Anderson County, Kentucky","9945","null","43","null",
"0500000US21007","Ballard County, Kentucky","3709","null","23","null",
"0500000US21009","Barren County, Kentucky","19733","null","78","null",
"0500000US21011","Bath County, Kentucky","5441","null","31","null",
"0500000US21013","Bell County, Kentucky","11705","null","73","null",
"0500000US21015","Boone County, Kentucky","51044","null","88","null",
"0500000US21017","Bourbon County, Kentucky","9106","null","71","null",
"0500000US21019","Boyd County, Kentucky","21746","null","82","null",
"0500000US21021","Boyle County, Kentucky","12879","null","127","null",
"0500000US21023","Bracken County, Kentucky","3834","null","31","null",
"0500000US21025","Breathitt County, Kentucky","6528","null","52","null",
"0500000US21027","Breckinridge County, Kentucky","10712","null","54","null",
"0500000US21029","Bullitt County, Kentucky","32418","null","65","null",
"0500000US21031","Butler County, Kentucky","5481","null","41","null",
"0500000US21033","Caldwell County, Kentucky","6107","null","34","null",
"0500000US21035","Calloway County, Kentucky","17980","null","171","null",
"0500000US21037","Campbell County, Kentucky","41165","null","195","null",
"0500000US21039","Carlisle County, Kentucky","2316","null","34","null",
"0500000US21041","Carroll County, Kentucky","4673","null","49","null",
"0500000US21043","Carter County, Kentucky","12235","null","78","null",
"0500000US21045","Casey County, Kentucky","7390","null","59","null",
"0500000US21047","Christian County, Kentucky","29270","null","129","null",
"0500000US21049","Clark County, Kentucky","16063","null","73","null",
"0500000US21051","Clay County, Kentucky","8629","null","72","null",
"0500000US21053","Clinton County, Kentucky","4900","null","40","null",
"0500000US21055","Crittenden County, Kentucky","4366","null","47","null",
"0500000US21057","Cumberland County, Kentucky","3412","null","37","null",
"0500000US21059","Daviess County, Kentucky","43712","null","214","null",
"0500000US21061","Edmonson County, Kentucky","6381","null","60","null",
"0500000US21063","Elliott County, Kentucky","3067","null","165","null",
"0500000US21065","Estill County, Kentucky","6832","null","33","null",
"0500000US21067","Fayette County, Kentucky","145092","null","406","null",
"0500000US21069","Fleming County, Kentucky","6727","null","33","null",
"0500000US21071","Floyd County, Kentucky","17466","null","92","null",
"0500000US21073","Franklin County, Kentucky","23899","null","127","null",
"0500000US21075","Fulton County, Kentucky","3198","null","57","null",
"0500000US21077","Gallatin County, Kentucky","3703","null","63","null",
"0500000US21079","Garrard County, Kentucky","7280","null","27","null",
"0500000US21081","Grant County, Kentucky","10050","null","55","null",
"0500000US21083","Graves County, Kentucky","16520","null","58","null",
"0500000US21085","Grayson County, Kentucky","13324","null","67","null",
"0500000US21087","Green County, Kentucky","5272","null","38","null",
"0500000US21089","Greenup County, Kentucky","16268","null","59","null",
"0500000US21091","Hancock County, Kentucky","3880","null","39","null",
"0500000US21093","Hardin County, Kentucky","46589","null","144","null",
"0500000US21095","Harlan County, Kentucky","13031","null","85","null",
"0500000US21097","Harrison County, Kentucky","8073","null","77","null",
"0500000US21099","Hart County, Kentucky","8813","null","42","null",
"0500000US21101","Henderson County, Kentucky","20105","null","120","null",
"0500000US21103","Henry County, Kentucky","6626","null","44","null",
"0500000US21105","Hickman County, Kentucky","2173","null","31","null",
"0500000US21107","Hopkins County, Kentucky","20942","null","88","null",
"0500000US21109","Jackson County, Kentucky","6022","null","22","null",
"0500000US21111","Jefferson County, Kentucky","354062","null","494","null",
"0500000US21113","Jessamine County, Kentucky","20542","null","119","null",
"0500000US21115","Johnson County, Kentucky","10499","null","91","null",
"0500000US21117","Kenton County, Kentucky","72210","null","132","null",
"0500000US21119","Knott County, Kentucky","6746","null","65","null",
"0500000US21121","Knox County, Kentucky","13832","null","71","null",
"0500000US21123","Larue County, Kentucky","6449","null","63","null",
"0500000US21125","Laurel County, Kentucky","26450","null","123","null",
"0500000US21127","Lawrence County, Kentucky","7508","null","35","null",
"0500000US21129","Lee County, Kentucky","3240","null","82","null",
"0500000US21131","Leslie County, Kentucky","4926","null","47","null",
"0500000US21133","Letcher County, Kentucky","10665","null","55","null",
"0500000US21135","Lewis County, Kentucky","6087","null","40","null",
"0500000US21137","Lincoln County, Kentucky","10782","null","57","null",
"0500000US21139","Livingston County, Kentucky","4623","null","35","null",
"0500000US21141","Logan County, Kentucky","12458","null","42","null",
"0500000US21143","Lyon County, Kentucky","4786","null","178","null",
"0500000US21145","McCracken County, Kentucky","32044","null","90","null",
"0500000US21147","McCreary County, Kentucky","6966","null","91","null",
"0500000US21149","McLean County, Kentucky","4174","null","39","null",
"0500000US21151","Madison County, Kentucky","38882","null","287","null",
"0500000US21153","Magoffin County, Kentucky","5474","null","38","null",
"0500000US21155","Marion County, Kentucky","8332","null","108","null",
"0500000US21157","Marshall County, Kentucky","16317","null","89","null",
"0500000US21159","Martin County, Kentucky","4840","null","171","null",
"0500000US21161","Mason County, Kentucky","8174","null","62","null",
"0500000US21163","Meade County, Kentucky","11967","null","63","null",
"0500000US21165","Menifee County, Kentucky","3375","null","147","null",
"0500000US21167","Mercer County, Kentucky","10317","null","52","null",
"0500000US21169","Metcalfe County, Kentucky","4694","null","35","null",
"0500000US21171","Monroe County, Kentucky","5231","null","50","null",
"0500000US21173","Montgomery County, Kentucky","12067","null","54","null",
"0500000US21175","Morgan County, Kentucky","5637","null","58","null",
"0500000US21177","Muhlenberg County, Kentucky","13524","null","103","null",
"0500000US21179","Nelson County, Kentucky","19544","null","77","null",
"0500000US21181","Nicholas County, Kentucky","3314","null","33","null",
"0500000US21183","Ohio County, Kentucky","10182","null","60","null",
"0500000US21185","Oldham County, Kentucky","22894","null","187","null",
"0500000US21187","Owen County, Kentucky","5364","null","41","null",
"0500000US21189","Owsley County, Kentucky","1965","null","153","null",
"0500000US21191","Pendleton County, Kentucky","6268","null","50","null",
"0500000US21193","Perry County, Kentucky","13183","null","103","null",
"0500000US21195","Pike County, Kentucky","28934","null","120","null",
"0500000US21197","Powell County, Kentucky","5597","null","76","null",
"0500000US21199","Pulaski County, Kentucky","31542","null","92","null",
"0500000US21201","Robertson County, Kentucky","1118","null","102","null",
"0500000US21203","Rockcastle County, Kentucky","7376","null","49","null",
"0500000US21205","Rowan County, Kentucky","10486","null","554","null",
"0500000US21207","Russell County, Kentucky","10068","null","45","null",
"0500000US21209","Scott County, Kentucky","22541","null","102","null",
"0500000US21211","Shelby County, Kentucky","18587","null","110","null",
"0500000US21213","Simpson County, Kentucky","8136","null","75","null",
"0500000US21215","Spencer County, Kentucky","7358","null","38","null",
"0500000US21217","Taylor County, Kentucky","11183","null","92","null",
"0500000US21219","Todd County, Kentucky","5140","null","29","null",
"0500000US21221","Trigg County, Kentucky","7584","null","25","null",
"0500000US21223","Trimble County, Kentucky","3856","null","28","null",
"0500000US21225","Union County, Kentucky","5901","null","128","null",
"0500000US21227","Warren County, Kentucky","55694","null","229","null",
"0500000US21229","Washington County, Kentucky","5190","null","85","null",
"0500000US21231","Wayne County, Kentucky","10209","null","33","null",
"0500000US21233","Webster County, Kentucky","5736","null","69","null",
"0500000US21235","Whitley County, Kentucky","15448","null","151","null",
"0500000US21237","Wolfe County, Kentucky","3095","null","41","null",
"0500000US21239","Woodford County, Kentucky","11393","null","98","null",
"0500000US22001","Acadia Parish, Louisiana","25034","null","136","null",
"0500000US22003","Allen Parish, Louisiana","9532","null","814","null",
"0500000US22005","Ascension Parish, Louisiana","49023","null","91","null",
"0500000US22007","Assumption Parish, Louisiana","10030","null","44","null",
"0500000US22009","Avoyelles Parish, Louisiana","18199","null","218","null",
"0500000US22011","Beauregard Parish, Louisiana","15676","null","57","null",
"0500000US22013","Bienville Parish, Louisiana","6932","null","58","null",
"0500000US22015","Bossier Parish, Louisiana","55196","null","238","null",
"0500000US22017","Caddo Parish, Louisiana","112435","null","316","null",
"0500000US22019","Calcasieu Parish, Louisiana","92202","null","172","null",
"0500000US22021","Caldwell Parish, Louisiana","4640","null","185","null",
"0500000US22023","Cameron Parish, Louisiana","3725","null","201","null",
"0500000US22025","Catahoula Parish, Louisiana","4482","null","130","null",
"0500000US22027","Claiborne Parish, Louisiana","6904","null","229","null",
"0500000US22029","Concordia Parish, Louisiana","9013","null","188","null",
"0500000US22031","De Soto Parish, Louisiana","12403","null","48","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","202782","null","489","null",
"0500000US22035","East Carroll Parish, Louisiana","3149","null","372","null",
"0500000US22037","East Feliciana Parish, Louisiana","8085","null","212","null",
"0500000US22039","Evangeline Parish, Louisiana","14483","null","143","null",
"0500000US22041","Franklin Parish, Louisiana","8924","null","135","null",
"0500000US22043","Grant Parish, Louisiana","8996","null","100","null",
"0500000US22045","Iberia Parish, Louisiana","30832","null","97","null",
"0500000US22047","Iberville Parish, Louisiana","13183","null","212","null",
"0500000US22049","Jackson Parish, Louisiana","7254","null","97","null",
"0500000US22051","Jefferson Parish, Louisiana","193255","null","211","null",
"0500000US22053","Jefferson Davis Parish, Louisiana","13887","null","57","null",
"0500000US22055","Lafayette Parish, Louisiana","106978","null","223","null",
"0500000US22057","Lafourche Parish, Louisiana","40832","null","149","null",
"0500000US22059","LaSalle Parish, Louisiana","6215","null","102","null",
"0500000US22061","Lincoln Parish, Louisiana","20297","null","244","null",
"0500000US22063","Livingston Parish, Louisiana","57032","null","101","null",
"0500000US22065","Madison Parish, Louisiana","4407","null","127","null",
"0500000US22067","Morehouse Parish, Louisiana","11961","null","77","null",
"0500000US22069","Natchitoches Parish, Louisiana","18559","null","365","null",
"0500000US22071","Orleans Parish, Louisiana","193376","null","425","null",
