"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"1600000US1879370","Wabash city, Indiana","10420","null","24","null",
"1600000US1879478","Wakarusa town, Indiana","2298","null","278","null",
"1600000US1879568","Waldron CDP, Indiana","816","null","223","null",
"1600000US1879694","Walkerton town, Indiana","2391","null","272","null",
"1600000US1879730","Wallace town, Indiana","153","null","80","null",
"1600000US1879964","Walton town, Indiana","721","null","180","null",
"1600000US1880018","Wanatah town, Indiana","1169","null","190","null",
"1600000US1880108","Warren town, Indiana","1163","null","201","null",
"1600000US1880234","Warren Park town, Indiana","1414","null","322","null",
"1600000US1880306","Warsaw city, Indiana","15905","null","336","null",
"1600000US1880504","Washington city, Indiana","12015","null","25","null",
"1600000US1881278","Waterloo town, Indiana","2029","null","368","null",
"1600000US1881458","Waveland town, Indiana","412","null","122","null",
"1600000US1882052","Waynetown town, Indiana","846","null","194","null",
"1600000US1882376","West Baden Springs town, Indiana","485","null","102","null",
"1600000US1882556","West College Corner town, Indiana","493","null","160","null",
"1600000US1882700","Westfield city, Indiana","45695","null","34","null",
"1600000US1882790","West Harrison town, Indiana","287","null","136","null",
"1600000US1882862","West Lafayette city, Indiana","44515","null","365","null",
"1600000US1882934","West Lebanon town, Indiana","735","null","159","null",
"1600000US1883204","Westphalia CDP, Indiana","38","null","43","null",
"1600000US1883222","West Point CDP, Indiana","188","null","124","null",
"1600000US1883276","Westport town, Indiana","1468","null","285","null",
"1600000US1883384","West Terre Haute town, Indiana","2215","null","412","null",
"1600000US1883420","Westville town, Indiana","6062","null","419","null",
"1600000US1883528","Wheatfield town, Indiana","735","null","166","null",
"1600000US1883564","Wheatland town, Indiana","369","null","103","null",
"1600000US1883600","Wheeler CDP, Indiana","217","null","115","null",
"1600000US1883816","Whiteland town, Indiana","4016","null","623","null",
"1600000US1884014","Whitestown town, Indiana","9529","null","157","null",
"1600000US1884086","Whitewater town, Indiana","61","null","36","null",
"1600000US1884122","Whiting city, Indiana","4571","null","27","null",
"1600000US1884302","Wilkinson town, Indiana","458","null","137","null",
"1600000US1884338","Williams CDP, Indiana","129","null","110","null",
"1600000US1884374","Williams Creek town, Indiana","509","null","82","null",
"1600000US1884410","Williamsport town, Indiana","1871","null","188","null",
"1600000US1884734","Winamac town, Indiana","2632","null","217","null",
"1600000US1884752","Winchester city, Indiana","5016","null","401","null",
"1600000US1884806","Windfall City town, Indiana","771","null","222","null",
"1600000US1884878","Winfield town, Indiana","6924","null","25","null",
"1600000US1884914","Wingate town, Indiana","296","null","103","null",
"1600000US1884950","Winona Lake town, Indiana","5059","null","17","null",
"1600000US1884968","Winslow town, Indiana","829","null","174","null",
"1600000US1885058","Wolcott town, Indiana","1300","null","218","null",
"1600000US1885076","Wolcottville town, Indiana","1114","null","280","null",
"1600000US1885184","Woodburn city, Indiana","1345","null","513","null",
"1600000US1885400","Woodlawn Heights town, Indiana","102","null","51","null",
"1600000US1885598","Worthington town, Indiana","1614","null","232","null",
"1600000US1885742","Wynnedale town, Indiana","196","null","46","null",
"1600000US1885886","Yeoman town, Indiana","155","null","108","null",
"1600000US1886084","Yorktown town, Indiana","11486","null","39","null",
"1600000US1886318","Zanesville town, Indiana","562","null","135","null",
"1600000US1886372","Zionsville town, Indiana","30258","null","25","null",
"1600000US1900190","Ackley city, Iowa","1706","null","158","null",
"1600000US1900235","Ackworth city, Iowa","148","null","64","null",
"1600000US1900370","Adair city, Iowa","856","null","191","null",
"1600000US1900505","Adel city, Iowa","5867","null","25","null",
"1600000US1900595","Afton city, Iowa","914","null","151","null",
"1600000US1900640","Agency city, Iowa","473","null","95","null",
"1600000US1900730","Ainsworth city, Iowa","771","null","175","null",
"1600000US1900775","Akron city, Iowa","1527","null","231","null",
"1600000US1900865","Albert City city, Iowa","624","null","105","null",
"1600000US1900910","Albia city, Iowa","3692","null","16","null",
"1600000US1900955","Albion city, Iowa","612","null","230","null",
"1600000US1901000","Alburnett city, Iowa","796","null","196","null",
"1600000US1901045","Alden city, Iowa","882","null","131","null",
"1600000US1901090","Alexander city, Iowa","181","null","78","null",
"1600000US1901135","Algona city, Iowa","5407","null","37","null",
"1600000US1901180","Alleman city, Iowa","423","null","88","null",
"1600000US1901270","Allerton city, Iowa","425","null","94","null",
"1600000US1901315","Allison city, Iowa","1120","null","157","null",
"1600000US1901495","Alta city, Iowa","2144","null","287","null",
"1600000US1901540","Alta Vista city, Iowa","188","null","58","null",
"1600000US1901585","Alton city, Iowa","1380","null","223","null",
"1600000US1901630","Altoona city, Iowa","19345","null","46","null",
"1600000US1901675","Alvord city, Iowa","216","null","84","null",
"1600000US1901720","Amana CDP, Iowa","471","null","209","null",
"1600000US1901855","Ames city, Iowa","65522","null","29","null",
"1600000US1901990","Anamosa city, Iowa","5332","null","19","null",
"1600000US1902035","Anderson CDP, Iowa","56","null","59","null",
"1600000US1902080","Andover city, Iowa","122","null","66","null",
"1600000US1902125","Andrew city, Iowa","398","null","111","null",
"1600000US1902260","Anita city, Iowa","976","null","194","null",
"1600000US1902305","Ankeny city, Iowa","66346","null","32","null",
"1600000US1902350","Anthon city, Iowa","596","null","103","null",
"1600000US1902395","Aplington city, Iowa","879","null","143","null",
"1600000US1902485","Arcadia city, Iowa","947","null","229","null",
"1600000US1902530","Archer city, Iowa","121","null","40","null",
"1600000US1902620","Aredale city, Iowa","43","null","17","null",
"1600000US1902665","Argo CDP, Iowa","0","null","10","null",
"1600000US1902710","Argyle CDP, Iowa","45","null","49","null",
"1600000US1902755","Arion city, Iowa","117","null","72","null",
"1600000US1902800","Arispe city, Iowa","85","null","33","null",
"1600000US1902845","Arlington city, Iowa","455","null","102","null",
"1600000US1902935","Armstrong city, Iowa","819","null","109","null",
"1600000US1903025","Arnolds Park city, Iowa","979","null","136","null",
"1600000US1903115","Arthur city, Iowa","305","null","71","null",
"1600000US1903160","Asbury city, Iowa","5795","null","27","null",
"1600000US1903295","Ashton city, Iowa","543","null","107","null",
"1600000US1903340","Aspinwall city, Iowa","19","null","14","null",
"1600000US1903385","Atalissa city, Iowa","349","null","125","null",
"1600000US1903430","Athelstan CDP, Iowa","5","null","7","null",
"1600000US1903475","Atkins city, Iowa","2241","null","220","null",
"1600000US1903520","Atlantic city, Iowa","6795","null","32","null",
"1600000US1903610","Auburn city, Iowa","170","null","45","null",
"1600000US1903655","Audubon city, Iowa","2065","null","185","null",
"1600000US1903700","Augusta CDP, Iowa","52","null","45","null",
"1600000US1903745","Aurelia city, Iowa","914","null","144","null",
"1600000US1903835","Aurora city, Iowa","181","null","59","null",
"1600000US1903970","Avoca city, Iowa","1263","null","140","null",
"1600000US1904105","Ayrshire city, Iowa","136","null","40","null",
"1600000US1904195","Badger city, Iowa","512","null","105","null",
"1600000US1904240","Bagley city, Iowa","263","null","68","null",
"1600000US1904330","Baldwin city, Iowa","111","null","53","null",
"1600000US1904375","Balltown city, Iowa","49","null","34","null",
"1600000US1904420","Bancroft city, Iowa","673","null","105","null",
"1600000US1904510","Bankston city, Iowa","2","null","4","null",
"1600000US1904555","Barnes City city, Iowa","143","null","58","null",
"1600000US1904645","Barnum city, Iowa","289","null","146","null",
"1600000US1904735","Bartlett CDP, Iowa","10","null","13","null",
"1600000US1904780","Bassett city, Iowa","48","null","30","null",
"1600000US1904825","Batavia city, Iowa","597","null","172","null",
"1600000US1904870","Battle Creek city, Iowa","836","null","175","null",
"1600000US1904915","Baxter city, Iowa","881","null","165","null",
"1600000US1904960","Bayard city, Iowa","376","null","86","null",
"1600000US1905050","Beacon city, Iowa","557","null","189","null",
"1600000US1905095","Beaconsfield city, Iowa","5","null","6","null",
"1600000US1905140","Beaman city, Iowa","136","null","37","null",
"1600000US1905185","Beaver city, Iowa","60","null","65","null",
"1600000US1905200","Beaverdale CDP, Iowa","906","null","258","null",
"1600000US1905365","Bedford city, Iowa","1360","null","153","null",
"1600000US1905590","Belle Plaine city, Iowa","2419","null","238","null",
"1600000US1905635","Bellevue city, Iowa","2345","null","258","null",
"1600000US1905680","Belmond city, Iowa","2463","null","234","null",
"1600000US1905770","Bennett city, Iowa","412","null","92","null",
"1600000US1905870","Bentley CDP, Iowa","152","null","164","null",
"1600000US1905905","Benton city, Iowa","30","null","15","null",
"1600000US1906040","Berkley city, Iowa","3","null","4","null",
"1600000US1906085","Bernard city, Iowa","138","null","46","null",
"1600000US1906175","Bertram city, Iowa","270","null","68","null",
"1600000US1906355","Bettendorf city, Iowa","38631","null","39","null",
"1600000US1906490","Bevington city, Iowa","16","null","12","null",
"1600000US1906535","Big Rock CDP, Iowa","20","null","12","null",
"1600000US1906625","Birmingham city, Iowa","466","null","104","null",
"1600000US1906760","Blairsburg city, Iowa","129","null","35","null",
"1600000US1906805","Blairstown city, Iowa","726","null","128","null",
"1600000US1906850","Blakesburg city, Iowa","220","null","70","null",
"1600000US1906895","Blanchard city, Iowa","31","null","26","null",
"1600000US1906940","Blencoe city, Iowa","257","null","54","null",
"1600000US1906985","Blockton city, Iowa","138","null","45","null",
"1600000US1907030","Bloomfield city, Iowa","2665","null","25","null",
"1600000US1907075","Blue Grass city, Iowa","1864","null","255","null",
"1600000US1907210","Bode city, Iowa","364","null","107","null",
"1600000US1907255","Bolan CDP, Iowa","8","null","10","null",
"1600000US1907345","Bonaparte city, Iowa","443","null","102","null",
"1600000US1907390","Bondurant city, Iowa","7163","null","16","null",
"1600000US1907480","Boone city, Iowa","12509","null","19","null",
"1600000US1907660","Bouton city, Iowa","179","null","59","null",
"1600000US1907750","Boxholm city, Iowa","123","null","35","null",
"1600000US1907840","Boyden city, Iowa","809","null","165","null",
"1600000US1907930","Braddyville city, Iowa","142","null","99","null",
"1600000US1908020","Bradford CDP, Iowa","194","null","147","null",
"1600000US1908065","Bradgate city, Iowa","111","null","63","null",
"1600000US1908155","Brandon city, Iowa","335","null","87","null",
"1600000US1908200","Brayton city, Iowa","97","null","37","null",
"1600000US1908290","Breda city, Iowa","432","null","94","null",
"1600000US1908425","Bridgewater city, Iowa","161","null","52","null",
"1600000US1908470","Brighton city, Iowa","649","null","171","null",
"1600000US1908560","Bristow city, Iowa","181","null","84","null",
"1600000US1908605","Britt city, Iowa","1922","null","230","null",
"1600000US1908650","Bronson city, Iowa","306","null","75","null",
"1600000US1908695","Brooklyn city, Iowa","1662","null","330","null",
"1600000US1908875","Brunsville city, Iowa","179","null","77","null",
"1600000US1909100","Buckeye city, Iowa","112","null","54","null",
"1600000US1909145","Buck Grove city, Iowa","36","null","28","null",
"1600000US1909235","Buffalo city, Iowa","968","null","204","null",
"1600000US1909280","Buffalo Center city, Iowa","1080","null","210","null",
"1600000US1909415","Burchinal CDP, Iowa","21","null","24","null",
"1600000US1909550","Burlington city, Iowa","24160","null","28","null",
"1600000US1909640","Burr Oak CDP, Iowa","213","null","121","null",
"1600000US1909685","Burt city, Iowa","578","null","112","null",
"1600000US1909730","Bussey city, Iowa","426","null","110","null",
"1600000US1909820","Calamus city, Iowa","403","null","103","null",
"1600000US1909910","California Junction CDP, Iowa","49","null","48","null",
"1600000US1909955","Callender city, Iowa","429","null","127","null",
"1600000US1910045","Calmar city, Iowa","952","null","169","null",
"1600000US1910090","Calumet city, Iowa","175","null","72","null",
"1600000US1910135","Camanche city, Iowa","4545","null","16","null",
"1600000US1910225","Cambridge city, Iowa","975","null","200","null",
"1600000US1910450","Cantril city, Iowa","300","null","84","null",
"1600000US1910585","Carbon city, Iowa","51","null","30","null",
"1600000US1910765","Carlisle city, Iowa","4063","null","20","null",
"1600000US1911035","Carpenter city, Iowa","96","null","36","null",
"1600000US1911080","Carroll city, Iowa","10261","null","30","null",
"1600000US1911170","Carson city, Iowa","791","null","158","null",
"1600000US1911215","Carter Lake city, Iowa","3796","null","15","null",
"1600000US1911305","Cascade city, Iowa","2110","null","351","null",
"1600000US1911395","Casey city, Iowa","427","null","75","null",
"1600000US1911485","Castalia city, Iowa","158","null","49","null",
"1600000US1911530","Castana city, Iowa","209","null","68","null",
"1600000US1911755","Cedar Falls city, Iowa","40500","null","52","null",
"1600000US1912000","Cedar Rapids city, Iowa","136512","null","135","null",
"1600000US1912225","Center Junction CDP, Iowa","126","null","56","null",
"1600000US1912270","Center Point city, Iowa","2582","null","33","null",
"1600000US1912315","Centerville city, Iowa","5353","null","24","null",
"1600000US1912495","Central City city, Iowa","1197","null","157","null",
"1600000US1912630","Centralia city, Iowa","137","null","63","null",
"1600000US1912675","Chapin CDP, Iowa","160","null","101","null",
"1600000US1912720","Chariton city, Iowa","4193","null","19","null",
"1600000US1912765","Charles City city, Iowa","7399","null","16","null",
"1600000US1912855","Charlotte city, Iowa","346","null","94","null",
"1600000US1912900","Charter Oak city, Iowa","576","null","146","null",
"1600000US1912945","Chatsworth city, Iowa","54","null","30","null",
"1600000US1912990","Chelsea city, Iowa","235","null","84","null",
"1600000US1913080","Cherokee city, Iowa","5141","null","22","null",
"1600000US1913125","Chester city, Iowa","142","null","67","null",
"1600000US1913215","Chillicothe city, Iowa","103","null","56","null",
"1600000US1913350","Churdan city, Iowa","481","null","106","null",
"1600000US1913395","Cincinnati city, Iowa","260","null","80","null",
"1600000US1913485","Clare city, Iowa","139","null","53","null",
"1600000US1913530","Clarence city, Iowa","1071","null","244","null",
"1600000US1913575","Clarinda city, Iowa","5498","null","29","null",
"1600000US1913620","Clarion city, Iowa","2826","null","18","null",
"1600000US1913755","Clarksville city, Iowa","1366","null","185","null",
"1600000US1913845","Clayton city, Iowa","71","null","38","null",
"1600000US1913980","Clearfield city, Iowa","404","null","105","null",
"1600000US1914025","Clear Lake city, Iowa","7673","null","26","null",
"1600000US1914115","Cleghorn city, Iowa","251","null","68","null",
"1600000US1914160","Clemons city, Iowa","182","null","85","null",
"1600000US1914250","Clermont city, Iowa","500","null","85","null",
"1600000US1914385","Climbing Hill CDP, Iowa","69","null","43","null",
"1600000US1914430","Clinton city, Iowa","24651","null","62","null",
"1600000US1914475","Clio city, Iowa","53","null","27","null",
"1600000US1914520","Clive city, Iowa","18323","null","35","null",
"1600000US1914655","Clutier city, Iowa","232","null","63","null",
"1600000US1914835","Coalville CDP, Iowa","564","null","128","null",
"1600000US1914880","Coburg city, Iowa","31","null","22","null",
"1600000US1914925","Coggon city, Iowa","738","null","162","null",
"1600000US1914970","Coin city, Iowa","237","null","72","null",
"1600000US1915015","Colesburg city, Iowa","521","null","154","null",
"1600000US1915060","Colfax city, Iowa","1957","null","324","null",
"1600000US1915105","College Springs city, Iowa","251","null","90","null",
"1600000US1915195","Collins city, Iowa","431","null","111","null",
"1600000US1915240","Colo city, Iowa","809","null","118","null",
"1600000US1915375","Columbus City city, Iowa","251","null","71","null",
"1600000US1915420","Columbus Junction city, Iowa","2132","null","291","null",
"1600000US1915465","Colwell city, Iowa","59","null","27","null",
"1600000US1915645","Conesville city, Iowa","474","null","154","null",
"1600000US1915825","Conrad city, Iowa","1110","null","164","null",
"1600000US1915870","Conroy CDP, Iowa","158","null","82","null",
"1600000US1915960","Conway city, Iowa","39","null","37","null",
"1600000US1916050","Coon Rapids city, Iowa","1263","null","189","null",
"1600000US1916140","Coppock city, Iowa","29","null","22","null",
"1600000US1916230","Coralville city, Iowa","22226","null","27","null",
"1600000US1916320","Corley CDP, Iowa","6","null","8","null",
"1600000US1916500","Corning city, Iowa","1607","null","146","null",
"1600000US1916545","Correctionville city, Iowa","902","null","226","null",
"1600000US1916590","Corwith city, Iowa","215","null","55","null",
"1600000US1916635","Corydon city, Iowa","1749","null","189","null",
"1600000US1916725","Cotter city, Iowa","24","null","14","null",
"1600000US1916815","Coulter city, Iowa","202","null","98","null",
"1600000US1916860","Council Bluffs city, Iowa","62617","null","46","null",
"1600000US1916950","Craig city, Iowa","49","null","26","null",
"1600000US1917130","Crawfordsville city, Iowa","309","null","91","null",
"1600000US1917175","Crescent city, Iowa","742","null","168","null",
"1600000US1917220","Cresco city, Iowa","3872","null","42","null",
"1600000US1917265","Creston city, Iowa","7594","null","26","null",
"1600000US1917490","Cromwell city, Iowa","66","null","22","null",
"1600000US1917670","Crystal Lake city, Iowa","265","null","137","null",
"1600000US1917760","Cumberland city, Iowa","274","null","102","null",
"1600000US1917850","Cumming city, Iowa","643","null","150","null",
"1600000US1917895","Curlew city, Iowa","51","null","29","null",
"1600000US1917940","Cushing city, Iowa","242","null","98","null",
"1600000US1917985","Cylinder city, Iowa","87","null","38","null",
"1600000US1918075","Dakota City city, Iowa","929","null","153","null",
"1600000US1918255","Dallas Center city, Iowa","1741","null","222","null",
"1600000US1918345","Dana city, Iowa","31","null","24","null",
"1600000US1918390","Danbury city, Iowa","305","null","68","null",
"1600000US1918435","Danville city, Iowa","1027","null","155","null",
"1600000US1919000","Davenport city, Iowa","101725","null","59","null",
"1600000US1919090","Davis City city, Iowa","216","null","79","null",
"1600000US1919135","Dawson city, Iowa","145","null","66","null",
"1600000US1919180","Dayton city, Iowa","912","null","211","null",
"1600000US1919360","Decatur City city, Iowa","200","null","92","null",
"1600000US1919405","Decorah city, Iowa","7767","null","26","null",
"1600000US1919450","Dedham city, Iowa","226","null","59","null",
"1600000US1919495","Deep River city, Iowa","317","null","120","null",
"1600000US1919585","Defiance city, Iowa","212","null","48","null",
"1600000US1919630","Delaware city, Iowa","128","null","49","null",
"1600000US1919675","Delhi city, Iowa","549","null","132","null",
"1600000US1919720","Delmar city, Iowa","445","null","106","null",
"1600000US1919765","Deloit city, Iowa","278","null","123","null",
"1600000US1919810","Delphos CDP, Iowa","33","null","31","null",
"1600000US1919855","Delta city, Iowa","337","null","156","null",
"1600000US1919945","Denison city, Iowa","8323","null","19","null",
"1600000US1919990","Denmark CDP, Iowa","651","null","188","null",
"1600000US1920035","Denver city, Iowa","1873","null","249","null",
"1600000US1920125","Derby city, Iowa","86","null","45","null",
"1600000US1921000","Des Moines city, Iowa","213545","null","217","null",
"1600000US1921045","De Soto city, Iowa","1037","null","163","null",
"1600000US1921180","DeWitt city, Iowa","5466","null","29","null",
"1600000US1921225","Dexter city, Iowa","547","null","99","null",
"1600000US1921270","Diagonal city, Iowa","506","null","127","null",
"1600000US1921320","Diamondhead Lake CDP, Iowa","243","null","111","null",
"1600000US1921360","Dickens city, Iowa","186","null","72","null",
"1600000US1921405","Dike city, Iowa","1195","null","165","null",
"1600000US1921540","Dixon city, Iowa","209","null","63","null",
"1600000US1921675","Dolliver city, Iowa","86","null","40","null",
"1600000US1921720","Donahue city, Iowa","391","null","106","null",
"1600000US1921810","Donnellson city, Iowa","960","null","207","null",
"1600000US1921900","Doon city, Iowa","594","null","137","null",
"1600000US1922035","Douds CDP, Iowa","63","null","31","null",
"1600000US1922080","Dougherty city, Iowa","82","null","42","null",
"1600000US1922215","Dow City city, Iowa","452","null","113","null",
"1600000US1922260","Downey CDP, Iowa","66","null","48","null",
"1600000US1922305","Dows city, Iowa","579","null","130","null",
"1600000US1922350","Drakesville city, Iowa","223","null","86","null",
"1600000US1922395","Dubuque city, Iowa","59379","null","48","null",
"1600000US1922620","Dumont city, Iowa","637","null","146","null",
"1600000US1922710","Duncan CDP, Iowa","100","null","45","null",
"1600000US1922755","Duncombe city, Iowa","338","null","85","null",
"1600000US1922800","Dundee city, Iowa","265","null","95","null",
"1600000US1922845","Dunkerton city, Iowa","900","null","206","null",
"1600000US1922890","Dunlap city, Iowa","1179","null","193","null",
"1600000US1922935","Durango city, Iowa","13","null","13","null",
"1600000US1922980","Durant city, Iowa","1829","null","204","null",
"1600000US1923115","Dyersville city, Iowa","4276","null","52","null",
"1600000US1923160","Dysart city, Iowa","1578","null","236","null",
"1600000US1923250","Eagle Grove city, Iowa","3597","null","24","null",
"1600000US1923340","Earlham city, Iowa","1343","null","210","null",
"1600000US1923385","Earling city, Iowa","390","null","92","null",
"1600000US1923430","Earlville city, Iowa","891","null","173","null",
"1600000US1923475","Early city, Iowa","849","null","150","null",
"1600000US1923520","East Amana CDP, Iowa","43","null","53","null",
"1600000US1923790","East Peru city, Iowa","151","null","59","null",
"1600000US1923970","Eddyville city, Iowa","1101","null","306","null",
"1600000US1924060","Edgewood city, Iowa","661","null","136","null",
"1600000US1924375","Elberon city, Iowa","132","null","46","null",
"1600000US1924420","Eldon city, Iowa","785","null","162","null",
"1600000US1924465","Eldora city, Iowa","2673","null","29","null",
"1600000US1924600","Eldridge city, Iowa","6634","null","20","null",
"1600000US1924645","Elgin city, Iowa","779","null","150","null",
"1600000US1924690","Elkader city, Iowa","1270","null","240","null",
"1600000US1924735","Elkhart city, Iowa","631","null","124","null",
"1600000US1924780","Elk Horn city, Iowa","520","null","99","null",
"1600000US1924825","Elkport city, Iowa","17","null","21","null",
"1600000US1924870","Elk Run Heights city, Iowa","877","null","147","null",
"1600000US1924915","Elliott city, Iowa","479","null","112","null",
"1600000US1925005","Ellston city, Iowa","39","null","20","null",
"1600000US1925050","Ellsworth city, Iowa","520","null","90","null",
"1600000US1925095","Elma city, Iowa","554","null","109","null",
"1600000US1925365","Ely city, Iowa","2163","null","237","null",
"1600000US1925500","Emerson city, Iowa","483","null","87","null",
"1600000US1925590","Emmetsburg city, Iowa","3670","null","18","null",
"1600000US1925725","Epworth city, Iowa","1804","null","214","null",
"1600000US1925815","Essex city, Iowa","852","null","148","null",
"1600000US1925860","Estherville city, Iowa","5904","null","62","null",
"1600000US1925995","Evansdale city, Iowa","4599","null","17","null",
"1600000US1926175","Everly city, Iowa","591","null","91","null",
"1600000US1926265","Exira city, Iowa","797","null","130","null",
"1600000US1926310","Exline city, Iowa","127","null","53","null",
"1600000US1926355","Fairbank city, Iowa","1534","null","316","null",
"1600000US1926400","Fairfax city, Iowa","2794","null","40","null",
"1600000US1926445","Fairfield city, Iowa","9653","null","19","null",
"1600000US1926580","Fairport CDP, Iowa","220","null","117","null",
"1600000US1926760","Farley city, Iowa","1690","null","256","null",
"1600000US1926850","Farmersburg city, Iowa","389","null","96","null",
"1600000US1926895","Farmington city, Iowa","534","null","110","null",
"1600000US1926940","Farnhamville city, Iowa","457","null","110","null",
"1600000US1926985","Farragut city, Iowa","428","null","100","null",
"1600000US1927165","Fayette city, Iowa","1139","null","173","null",
"1600000US1927210","Fenton city, Iowa","235","null","52","null",
"1600000US1927255","Ferguson city, Iowa","100","null","43","null",
"1600000US1927390","Fertile city, Iowa","291","null","53","null",
"1600000US1927975","Floris city, Iowa","102","null","52","null",
"1600000US1928020","Floyd city, Iowa","357","null","105","null",
"1600000US1928245","Fonda city, Iowa","544","null","124","null",
"1600000US1928290","Fontanelle city, Iowa","615","null","140","null",
"1600000US1928380","Forest City city, Iowa","4284","null","234","null",
"1600000US1928425","Fort Atkinson city, Iowa","304","null","63","null",
"1600000US1928515","Fort Dodge city, Iowa","24826","null","38","null",
"1600000US1928605","Fort Madison city, Iowa","10340","null","22","null",
"1600000US1928650","Fostoria city, Iowa","165","null","42","null",
"1600000US1928740","Franklin city, Iowa","137","null","43","null",
"1600000US1928920","Fraser city, Iowa","100","null","37","null",
"1600000US1928965","Fredericksburg city, Iowa","1064","null","167","null",
"1600000US1929010","Frederika city, Iowa","275","null","72","null",
"1600000US1929055","Fredonia city, Iowa","217","null","74","null",
"1600000US1929190","Fremont city, Iowa","824","null","187","null",
"1600000US1929280","Fruitland city, Iowa","1232","null","288","null",
"1600000US1929325","Frytown CDP, Iowa","49","null","79","null",
"1600000US1929550","Galt city, Iowa","30","null","21","null",
"1600000US1929595","Galva city, Iowa","385","null","95","null",
"1600000US1929685","Garber city, Iowa","109","null","50","null",
"1600000US1929730","Garden City CDP, Iowa","151","null","120","null",
"1600000US1929775","Garden Grove city, Iowa","202","null","79","null",
"1600000US1929910","Garnavillo city, Iowa","743","null","158","null",
"1600000US1929955","Garner city, Iowa","3068","null","19","null",
"1600000US1930000","Garrison city, Iowa","324","null","74","null",
"1600000US1930045","Garwin city, Iowa","677","null","141","null",
"1600000US1930135","Geneva city, Iowa","168","null","65","null",
"1600000US1930225","George city, Iowa","1105","null","141","null",
"1600000US1930540","Gibson city, Iowa","35","null","17","null",
"1600000US1930630","Gilbert city, Iowa","1082","null","176","null",
"1600000US1930675","Gilbertville city, Iowa","790","null","117","null",
"1600000US1930810","Gillett Grove city, Iowa","39","null","30","null",
"1600000US1930900","Gilman city, Iowa","552","null","118","null",
"1600000US1930945","Gilmore City city, Iowa","618","null","152","null",
"1600000US1931035","Gladbrook city, Iowa","935","null","133","null",
"1600000US1931350","Glenwood city, Iowa","5224","null","16","null",
"1600000US1931395","Glidden city, Iowa","966","null","122","null",
"1600000US1931530","Goldfield city, Iowa","645","null","138","null",
"1600000US1931575","Goodell city, Iowa","120","null","48","null",
"1600000US1931665","Goose Lake city, Iowa","298","null","200","null",
"1600000US1931710","Gowrie city, Iowa","845","null","163","null",
"1600000US1931800","Graettinger city, Iowa","998","null","196","null",
"1600000US1931845","Graf city, Iowa","45","null","23","null",
"1600000US1931890","Grafton city, Iowa","203","null","59","null",
"1600000US1931980","Grand Junction city, Iowa","792","null","171","null",
"1600000US1932025","Grand Mound city, Iowa","563","null","107","null",
"1600000US1932070","Grand River city, Iowa","198","null","59","null",
"1600000US1932115","Grandview city, Iowa","460","null","123","null",
"1600000US1932160","Granger city, Iowa","1973","null","328","null",
"1600000US1932295","Grant city, Iowa","58","null","24","null",
"1600000US1932475","Granville city, Iowa","324","null","96","null",
"1600000US1932520","Gravity city, Iowa","101","null","40","null",
"1600000US1932565","Gray city, Iowa","82","null","52","null",
"1600000US1932610","Greeley city, Iowa","296","null","92","null",
"1600000US1932745","Greene city, Iowa","1154","null","161","null",
"1600000US1932790","Greenfield city, Iowa","1671","null","236","null",
"1600000US1932925","Green Mountain CDP, Iowa","182","null","72","null",
"1600000US1932970","Greenville city, Iowa","74","null","40","null",
"1600000US1933060","Grimes city, Iowa","14842","null","22","null",
"1600000US1933105","Grinnell city, Iowa","9481","null","26","null",
"1600000US1933150","Griswold city, Iowa","1081","null","151","null",
"1600000US1933195","Grundy Center city, Iowa","2783","null","17","null",
"1600000US1933240","Gruver city, Iowa","50","null","21","null",
"1600000US1933285","Guernsey city, Iowa","47","null","21","null",
"1600000US1933420","Guthrie Center city, Iowa","1556","null","191","null",
"1600000US1933465","Guttenberg city, Iowa","1578","null","237","null",
"1600000US1933645","Halbur city, Iowa","269","null","64","null",
"1600000US1933780","Hamburg city, Iowa","1217","null","213","null",
"1600000US1933870","Hamilton city, Iowa","90","null","51","null",
"1600000US1933960","Hampton city, Iowa","4327","null","27","null",
"1600000US1934005","Hancock city, Iowa","246","null","111","null",
"1600000US1934185","Hanlontown city, Iowa","203","null","68","null",
"1600000US1934365","Hansell city, Iowa","109","null","41","null",
"1600000US1934410","Harcourt city, Iowa","212","null","68","null",
"1600000US1934455","Hardy city, Iowa","16","null","11","null",
"1600000US1934500","Harlan city, Iowa","4912","null","147","null",
"1600000US1934545","Harper city, Iowa","129","null","62","null",
"1600000US1934590","Harpers Ferry city, Iowa","248","null","59","null",
"1600000US1934635","Harris city, Iowa","194","null","57","null",
"1600000US1934680","Hartford city, Iowa","735","null","160","null",
"1600000US1934725","Hartley city, Iowa","1553","null","221","null",
"1600000US1934770","Hartwick city, Iowa","126","null","57","null",
"1600000US1934860","Harvey city, Iowa","174","null","53","null",
"1600000US1934995","Hastings city, Iowa","145","null","56","null",
"1600000US1935130","Havelock city, Iowa","130","null","43","null",
"1600000US1935220","Haverhill city, Iowa","176","null","54","null",
"1600000US1935265","Hawarden city, Iowa","2675","null","30","null",
"1600000US1935310","Hawkeye city, Iowa","516","null","95","null",
"1600000US1935445","Hayesville city, Iowa","62","null","26","null",
"1600000US1935490","Hayfield CDP, Iowa","60","null","67","null",
"1600000US1935580","Hazleton city, Iowa","644","null","123","null",
