USPS|GEOID|GEOIDFQ|ANSICODE|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
GA|13191|0500000US13191|00356886|McIntosh County|1117184399|369178551|431.347|142.541|31.485629|-81.372141
GA|13193|0500000US13193|00346957|Macon County|1037709939|13841916|400.662|5.344|32.362686|-84.051231
GA|13195|0500000US13195|01688004|Madison County|731214549|8448220|282.324|3.262|34.12748|-83.208653
GA|13197|0500000US13197|00344107|Marion County|947213848|3785944|365.721|1.462|32.359312|-84.528735
GA|13199|0500000US13199|00346892|Meriwether County|1297342084|10832501|500.907|4.182|33.029267|-84.667058
GA|13201|0500000US13201|00344088|Miller County|731471757|3211332|282.423|1.24|31.162931|-84.730398
GA|13205|0500000US13205|00343645|Mitchell County|1326483081|4314212|512.158|1.666|31.228997|-84.192038
GA|13207|0500000US13207|00343073|Monroe County|1025872450|5643846|396.092|2.179|33.018784|-83.921837
GA|13209|0500000US13209|00352276|Montgomery County|624563059|9191488|241.145|3.549|32.172108|-82.533349
GA|13211|0500000US13211|00346008|Morgan County|899791090|18672325|347.411|7.209|33.598649|-83.499416
GA|13213|0500000US13213|01688005|Murray County|892235592|5719192|344.494|2.208|34.797097|-84.73799
GA|13215|0500000US13215|00357428|Muscogee County|560731682|11683932|216.5|4.511|32.510191|-84.874946
GA|13217|0500000US13217|01673547|Newton County|709175838|13946237|273.814|5.385|33.552751|-83.85136
GA|13219|0500000US13219|00356774|Oconee County|477493473|5214512|184.361|2.013|33.834125|-83.437728
GA|13221|0500000US13221|00351262|Oglethorpe County|1137165335|7708032|439.062|2.976|33.866815|-83.074106
GA|13223|0500000US13223|00349912|Paulding County|809073019|5212127|312.385|2.012|33.92103|-84.867169
GA|13225|0500000US13225|00343153|Peach County|389233782|2678497|150.284|1.034|32.57156|-83.83155
GA|13227|0500000US13227|01673011|Pickens County|601019213|1690669|232.055|0.653|34.456756|-84.490366
GA|13229|0500000US13229|00349086|Pierce County|881797534|7163620|340.464|2.766|31.353998|-82.21037
GA|13231|0500000US13231|00346482|Pike County|559660484|8595984|216.086|3.319|33.081149|-84.389462
GA|13233|0500000US13233|00343585|Polk County|803776464|4663881|310.34|1.801|33.996015|-85.188338
GA|13235|0500000US13235|00347593|Pulaski County|645583957|5046606|249.261|1.949|32.238803|-83.481845
GA|13237|0500000US13237|00347246|Putnam County|892721735|41451861|344.682|16.005|33.32106|-83.37179
GA|13239|0500000US13239|00350547|Quitman County|391714544|24146826|151.242|9.323|31.862938|-85.004798
GA|13241|0500000US13241|00351489|Rabun County|958651632|17846195|370.137|6.89|34.883934|-83.40487
GA|13243|0500000US13243|00352242|Randolph County|1109126227|6830041|428.236|2.637|31.762651|-84.752311
GA|13245|0500000US13245|00358024|Richmond County|840088197|10943648|324.36|4.225|33.361486|-82.074998
GA|13247|0500000US13247|00357592|Rockdale County|336228524|5899671|129.819|2.278|33.652081|-84.02637
GA|13249|0500000US13249|00344129|Schley County|432291203|2369649|166.909|0.915|32.263444|-84.322708
GA|13251|0500000US13251|00350204|Screven County|1672668621|26023811|645.821|10.048|32.744751|-81.617585
GA|13253|0500000US13253|00351263|Seminole County|615253334|49223633|237.551|19.005|30.93396|-84.867685
GA|13255|0500000US13255|00353055|Spalding County|507565084|9372107|195.972|3.619|33.262348|-84.284905
GA|13257|0500000US13257|00350028|Stephens County|463250375|13039192|178.862|5.034|34.553582|-83.290588
GA|13259|0500000US13259|00347360|Stewart County|1188198306|12553229|458.766|4.847|32.073225|-84.834912
GA|13261|0500000US13261|00343504|Sumter County|1250646294|25211441|482.877|9.734|32.042266|-84.204294
GA|13263|0500000US13263|00326757|Talbot County|1013662781|8766848|391.377|3.385|32.704603|-84.530029
GA|13265|0500000US13265|00347654|Taliaferro County|504029144|1917633|194.607|0.74|33.559319|-82.875272
GA|13267|0500000US13267|00347445|Tattnall County|1245369508|19447411|480.84|7.509|32.043768|-82.059208
GA|13269|0500000US13269|00344156|Taylor County|975613073|7801539|376.686|3.012|32.554667|-84.251426
GA|13271|0500000US13271|00356958|Telfair County|1132621092|17356399|437.307|6.701|31.913641|-82.931063
GA|13273|0500000US13273|00352238|Terrell County|869695790|4951325|335.791|1.912|31.777191|-84.439446
GA|13275|0500000US13275|00343835|Thomas County|1410603547|19634755|544.637|7.581|30.864619|-83.919815
GA|13277|0500000US13277|00344090|Tift County|675702323|20458292|260.89|7.899|31.457003|-83.525931
GA|13279|0500000US13279|00345220|Toombs County|942794616|18070371|364.015|6.977|32.117753|-82.330597
GA|13281|0500000US13281|00351252|Towns County|431481650|13450639|166.596|5.193|34.902529|-83.732264
GA|13283|0500000US13283|00347505|Treutlen County|516524094|7810905|199.431|3.016|32.409586|-82.570882
GA|13285|0500000US13285|01673298|Troup County|1072316354|82719611|414.024|31.938|33.034482|-85.02836
GA|13287|0500000US13287|00343238|Turner County|739289382|11756469|285.441|4.539|31.7248|-83.620319
GA|13289|0500000US13289|00345456|Twiggs County|930478090|8740237|359.26|3.375|32.665847|-83.425879
GA|13291|0500000US13291|00353193|Union County|838100500|18088336|323.592|6.984|34.833333|-83.989257
GA|13293|0500000US13293|00346759|Upson County|837774874|10585407|323.467|4.087|32.881837|-84.292283
GA|13295|0500000US13295|00354216|Walker County|1155874767|1672676|446.286|0.646|34.735802|-85.305456
GA|13297|0500000US13297|00351264|Walton County|846461070|8234175|326.82|3.179|33.783887|-83.731829
GA|13299|0500000US13299|00357722|Ware County|2329333046|22342877|899.361|8.627|31.050881|-82.421507
GA|13301|0500000US13301|00347777|Warren County|736510930|6007154|284.368|2.319|33.408381|-82.675685
GA|13303|0500000US13303|00348428|Washington County|1757373998|15098975|678.526|5.83|32.971843|-82.798112
GA|13305|0500000US13305|00350608|Wayne County|1662287074|17768149|641.813|6.86|31.547845|-81.912376
GA|13307|0500000US13307|00352287|Webster County|543010090|2338844|209.657|0.903|32.046691|-84.553828
GA|13309|0500000US13309|00351278|Wheeler County|765322119|12369298|295.493|4.776|32.105258|-82.733849
GA|13311|0500000US13311|00326781|White County|623600283|3841609|240.773|1.483|34.644182|-83.743
GA|13313|0500000US13313|00353513|Whitfield County|752249528|1578157|290.445|0.609|34.801726|-84.968541
GA|13315|0500000US13315|00345499|Wilcox County|978525379|11147628|377.811|4.304|31.96272|-83.438259
GA|13317|0500000US13317|00351265|Wilkes County|1216008875|11889477|469.504|4.591|33.779031|-82.747921
GA|13319|0500000US13319|00346824|Wilkinson County|1163481422|7063256|449.223|2.727|32.804266|-83.175512
GA|13321|0500000US13321|00343365|Worth County|1478106951|10502443|570.7|4.055|31.551773|-83.84996
HI|15001|0500000US15001|00365280|Hawaii County|10433586949|2739520970|4028.431|1057.735|19.597764|-155.502443
HI|15003|0500000US15003|00365281|Honolulu County|1556040330|4054449312|600.791|1565.432|21.461365|-158.201974
HI|15005|0500000US15005|01702380|Kalawao County|31057603|105764468|11.991|40.836|21.218764|-156.97401
HI|15007|0500000US15007|00365282|Kauai County|1605377397|1674359172|619.84|646.474|22.012038|-159.705965
HI|15009|0500000US15009|00365283|Maui County|3008374289|3203268772|1161.54|1236.789|20.855931|-156.60155
ID|16001|0500000US16001|00395066|Ada County|2725319005|22034672|1052.252|8.508|43.451476|-116.244376
ID|16003|0500000US16003|00395067|Adams County|3529645203|17359845|1362.804|6.703|44.876955|-116.461614
ID|16005|0500000US16005|00395091|Bannock County|2881336692|92075809|1112.49|35.551|42.692921|-112.228982
ID|16007|0500000US16007|00395090|Bear Lake County|2527132030|191364281|975.731|73.886|42.285892|-111.327517
ID|16009|0500000US16009|00395190|Benewah County|2012244688|18801416|776.932|7.259|47.218451|-116.633541
ID|16011|0500000US16011|00400593|Bingham County|5422741966|68632371|2093.732|26.499|43.216357|-112.399206
ID|16013|0500000US16013|00395696|Blaine County|6831709431|44656834|2637.738|17.242|43.394192|-113.955371
ID|16015|0500000US16015|00395157|Boise County|4919339892|19101504|1899.368|7.375|43.987275|-115.71511
ID|16017|0500000US16017|00395158|Bonner County|4489041236|478899611|1733.229|184.904|48.324634|-116.62745
ID|16019|0500000US16019|00395407|Bonneville County|4832814964|88912973|1865.96|34.329|43.395171|-111.621878
ID|16021|0500000US16021|00395159|Boundary County|3285862966|24278846|1268.679|9.374|48.773131|-116.524668
ID|16023|0500000US16023|00401703|Butte County|5792474010|5259978|2236.487|2.031|43.685101|-113.177631
ID|16025|0500000US16025|00399408|Camas County|2782253889|11548054|1074.234|4.459|43.502551|-114.772135
ID|16027|0500000US16027|00399406|Canyon County|1520448738|43120577|587.049|16.649|43.625795|-116.709058
ID|16029|0500000US16029|00395406|Caribou County|4569241503|89209011|1764.194|34.444|42.786072|-111.544273
ID|16031|0500000US16031|00395698|Cassia County|6644897862|39158549|2565.61|15.119|42.282313|-113.626328
ID|16033|0500000US16033|00399755|Clark County|4566524478|2476453|1763.145|0.956|44.290218|-112.354613
ID|16035|0500000US16035|00395697|Clearwater County|6364412855|79592497|2457.314|30.731|46.67257|-115.6535
ID|16037|0500000US16037|00399758|Custer County|12748378762|42527190|4922.177|16.42|44.273351|-114.252267
ID|16039|0500000US16039|00400252|Elmore County|7964417385|68330393|3075.079|26.383|43.394698|-115.471205
ID|16041|0500000US16041|00395585|Franklin County|1717211137|12151740|663.019|4.692|42.173609|-111.822965
ID|16043|0500000US16043|00395408|Fremont County|4827633112|83440654|1863.96|32.217|44.218091|-111.484429
ID|16045|0500000US16045|00395442|Gem County|1449806862|12481361|559.774|4.819|44.061473|-116.398784
ID|16047|0500000US16047|00395441|Gooding County|1888938104|12467164|729.323|4.814|42.973185|-114.82142
ID|16049|0500000US16049|00395699|Idaho County|21956620661|67532942|8477.499|26.075|45.849644|-115.467337
ID|16051|0500000US16051|00399751|Jefferson County|2832619464|31166193|1093.681|12.033|43.796965|-112.318588
ID|16053|0500000US16053|00395662|Jerome County|1547635283|12902354|597.545|4.982|42.691395|-114.262086
ID|16055|0500000US16055|00395661|Kootenai County|3205870033|184411362|1237.793|71.202|47.67596|-116.695861
ID|16057|0500000US16057|00395613|Latah County|2786483030|2369979|1075.867|0.915|46.81892|-116.730974
ID|16059|0500000US16059|00399754|Lemhi County|11819938748|14081449|4563.704|5.437|44.928506|-113.887042
ID|16061|0500000US16061|00395622|Lewis County|1240141963|2340247|478.822|0.904|46.236328|-116.42376
ID|16063|0500000US16063|00395624|Lincoln County|3111517510|11588561|1201.364|4.474|42.990782|-114.153089
ID|16065|0500000US16065|00394803|Madison County|1215396272|10500950|469.267|4.054|43.788614|-111.656993
ID|16067|0500000US16067|00394807|Minidoka County|1961208115|13330815|757.227|5.147|42.857211|-113.63984
ID|16069|0500000US16069|00399394|Nez Perce County|2197139833|21252879|848.32|8.206|46.333791|-116.760909
ID|16071|0500000US16071|00399759|Oneida County|3105269249|3995240|1198.951|1.543|42.183895|-112.520449
ID|16073|0500000US16073|00399760|Owyhee County|19860555064|74132052|7668.204|28.623|42.572851|-116.18969
ID|16075|0500000US16075|00394896|Payette County|1053814731|8906669|406.88|3.439|44.00243|-116.750238
ID|16077|0500000US16077|00394951|Power County|3635892408|99205466|1403.826|38.303|42.694126|-112.844407
ID|16079|0500000US16079|01702379|Shoshone County|6830898582|13962457|2637.425|5.391|47.347694|-115.885092
ID|16081|0500000US16081|00399297|Teton County|1163139989|2868472|449.091|1.108|43.760994|-111.211765
ID|16083|0500000US16083|00399334|Twin Falls County|4977221528|18056256|1921.716|6.972|42.352309|-114.665639
ID|16085|0500000US16085|00399756|Valley County|9492617021|177110435|3665.12|68.383|44.85596|-115.618061
ID|16087|0500000US16087|00399757|Washington County|3762876947|53221420|1452.855|20.549|44.448223|-116.797792
IL|17001|0500000US17001|00424202|Adams County|2214827090|41753385|855.15|16.121|39.986052|-91.194961
IL|17003|0500000US17003|00424203|Alexander County|609667770|44639202|235.394|17.235|37.183658|-89.349516
IL|17005|0500000US17005|00424204|Bond County|985066653|6462629|380.336|2.495|38.885924|-89.436592
IL|17007|0500000US17007|00424205|Boone County|727137091|3338156|280.749|1.289|42.318983|-88.824295
IL|17009|0500000US17009|00424206|Brown County|791828624|4144346|305.727|1.6|39.962069|-90.750309
IL|17011|0500000US17011|00424207|Bureau County|2250884555|11523912|869.071|4.449|41.401304|-89.528377
IL|17013|0500000US17013|00424208|Calhoun County|657415185|77051402|253.829|29.75|39.164262|-90.666295
IL|17015|0500000US17015|00424209|Carroll County|1153597409|55881823|445.406|21.576|42.0709|-89.92419
IL|17017|0500000US17017|00424210|Cass County|973198198|20569928|375.754|7.942|39.969202|-90.245704
IL|17019|0500000US17019|00424211|Champaign County|2579898008|6110542|996.104|2.359|40.138985|-88.196975
IL|17021|0500000US17021|00424212|Christian County|1837552893|16227346|709.483|6.265|39.545524|-89.279593
IL|17023|0500000US17023|00424213|Clark County|1298594814|8731439|501.39|3.371|39.332334|-87.791683
IL|17025|0500000US17025|00424214|Clay County|1213023045|3064499|468.351|1.183|38.746819|-88.482325
IL|17027|0500000US17027|00424215|Clinton County|1227502153|75634262|473.941|29.203|38.606295|-89.426228
IL|17029|0500000US17029|00424216|Coles County|1316418025|4650073|508.272|1.795|39.51368|-88.220782
IL|17031|0500000US17031|01784766|Cook County|2447358069|1786339736|944.93|689.71|41.894294|-87.645455
IL|17033|0500000US17033|00424218|Crawford County|1149031270|5744817|443.643|2.218|39.002787|-87.760619
IL|17035|0500000US17035|00424219|Cumberland County|895995630|2532358|345.946|0.978|39.273121|-88.240619
IL|17037|0500000US17037|00422190|DeKalb County|1635155498|8560431|631.337|3.305|41.894615|-88.768922
IL|17039|0500000US17039|00426598|De Witt County|1029678313|19492326|397.561|7.526|40.181499|-88.901853
IL|17041|0500000US17041|00424222|Douglas County|1079117766|1441160|416.65|0.556|39.766078|-88.222867
IL|17043|0500000US17043|00422191|DuPage County|849236415|22006224|327.892|8.497|41.852058|-88.086039
IL|17045|0500000US17045|00424224|Edgar County|1614400671|1565052|623.324|0.604|39.679037|-87.74711
IL|17047|0500000US17047|00424225|Edwards County|576012469|781202|222.4|0.302|38.417095|-88.047941
IL|17049|0500000US17049|00424226|Effingham County|1240001925|3178181|478.767|1.227|39.047945|-88.592849
IL|17051|0500000US17051|00424227|Fayette County|1855600276|22898580|716.451|8.841|39.001125|-89.017923
IL|17053|0500000US17053|00424228|Ford County|1257690139|1640595|485.597|0.633|40.596539|-88.224588
IL|17055|0500000US17055|00424229|Franklin County|1059137475|58368794|408.935|22.536|37.991852|-88.926321
IL|17057|0500000US17057|00424230|Fulton County|2242138203|43898933|865.694|16.949|40.46524|-90.202269
IL|17059|0500000US17059|00424231|Gallatin County|836415230|13355417|322.942|5.157|37.768677|-88.227964
IL|17061|0500000US17061|00424232|Greene County|1406736598|8423898|543.144|3.252|39.355439|-90.387682
IL|17063|0500000US17063|00424233|Grundy County|1082959771|32112492|418.133|12.399|41.29241|-88.401054
IL|17065|0500000US17065|00424234|Hamilton County|1125745190|3158473|434.653|1.219|38.085227|-88.539009
IL|17067|0500000US17067|00424235|Hancock County|2055798710|53563365|793.748|20.681|40.401318|-91.168801
IL|17069|0500000US17069|00424236|Hardin County|459438162|10482693|177.39|4.047|37.517852|-88.266148
IL|17071|0500000US17071|00424237|Henderson County|981068776|42565933|378.793|16.435|40.814471|-90.941246
IL|17073|0500000US17073|00424238|Henry County|2132042739|6481370|823.186|2.502|41.350021|-90.130838
IL|17075|0500000US17075|00424239|Iroquois County|2894072162|4208707|1117.408|1.625|40.748867|-87.833601
IL|17077|0500000US17077|00424240|Jackson County|1511448965|48302865|583.574|18.65|37.786096|-89.381212
IL|17079|0500000US17079|00424241|Jasper County|1281043466|9334674|494.614|3.604|39.004886|-88.150725
IL|17081|0500000US17081|00424242|Jefferson County|1479496305|32544477|571.237|12.565|38.30078|-88.92421
IL|17083|0500000US17083|00424243|Jersey County|957144905|20332592|369.556|7.85|39.080195|-90.361385
IL|17085|0500000US17085|00424244|Jo Daviess County|1556385363|45789931|600.924|17.68|42.362391|-90.21147
IL|17087|0500000US17087|00424245|Johnson County|890274791|12813242|343.737|4.947|37.460709|-88.882131
IL|17089|0500000US17089|00424246|Kane County|1345139287|12480820|519.361|4.819|41.939594|-88.42804
IL|17091|0500000US17091|00424247|Kankakee County|1752101320|12459008|676.49|4.81|41.13951|-87.861117
IL|17093|0500000US17093|00424248|Kendall County|829425891|5122499|320.243|1.978|41.58814|-88.430626
IL|17095|0500000US17095|00424249|Knox County|1855351760|8914499|716.355|3.442|40.930945|-90.213792
IL|17097|0500000US17097|01784796|Lake County|1149124986|2394833743|443.68|924.651|42.185968|-87.805939
IL|17099|0500000US17099|00422247|LaSalle County|2939940625|33828203|1135.117|13.061|41.343341|-88.885931
IL|17101|0500000US17101|00424252|Lawrence County|963938120|5076511|372.179|1.96|38.718954|-87.730221
IL|17103|0500000US17103|00424253|Lee County|1877142078|9779872|724.769|3.776|41.747447|-89.299362
IL|17105|0500000US17105|00424254|Livingston County|2702983876|5975815|1043.628|2.307|40.894376|-88.552852
IL|17107|0500000US17107|00424255|Logan County|1600748259|2262329|618.052|0.873|40.129277|-89.365309
IL|17109|0500000US17109|01784729|McDonough County|1526291866|2060301|589.305|0.795|40.455808|-90.678954
IL|17111|0500000US17111|01784815|McHenry County|1562806157|19855932|603.403|7.666|42.324298|-88.452245
IL|17113|0500000US17113|01784833|McLean County|3064597294|7804856|1183.248|3.013|40.494559|-88.844539
IL|17115|0500000US17115|00424256|Macon County|1503613053|13477733|580.548|5.204|39.860237|-88.961529
IL|17117|0500000US17117|00424257|Macoupin County|2235146415|12194715|862.995|4.708|39.265914|-89.92633
IL|17119|0500000US17119|00424258|Madison County|1853192372|63157281|715.522|24.385|38.82712|-89.900227
IL|17121|0500000US17121|00424259|Marion County|1482866786|9232943|572.538|3.565|38.648236|-88.920362
IL|17123|0500000US17123|00424260|Marshall County|1001865238|30343574|386.822|11.716|41.031119|-89.342371
IL|17125|0500000US17125|00424261|Mason County|1396914845|62748509|539.352|24.227|40.236993|-89.913575
IL|17127|0500000US17127|01784730|Massac County|614222111|12780838|237.152|4.935|37.216119|-88.705658
IL|17129|0500000US17129|00424266|Menard County|814269348|2640418|314.391|1.019|40.022569|-89.794133
IL|17131|0500000US17131|01784750|Mercer County|1453604386|19411909|561.24|7.495|41.205605|-90.74177
IL|17133|0500000US17133|01784865|Monroe County|997924032|33756312|385.301|13.033|38.277983|-90.179078
IL|17135|0500000US17135|01784866|Montgomery County|1822745305|15472187|703.766|5.974|39.228068|-89.478141
IL|17137|0500000US17137|00424270|Morgan County|1473595806|9053547|568.959|3.496|39.717657|-90.204993
IL|17139|0500000US17139|01784885|Moultrie County|870127368|22111272|335.958|8.537|39.636896|-88.625726
IL|17141|0500000US17141|01784894|Ogle County|1964903749|12378958|758.654|4.78|42.041884|-89.320176
IL|17143|0500000US17143|01784920|Peoria County|1602412938|29919375|618.695|11.552|40.785972|-89.766993
IL|17145|0500000US17145|01784940|Perry County|1144587288|13199036|441.928|5.096|38.084381|-89.368525
IL|17147|0500000US17147|00424275|Piatt County|1137492093|754122|439.188|0.291|40.009033|-88.592355
IL|17149|0500000US17149|01784941|Pike County|2153190712|45251538|831.352|17.472|39.625106|-90.889034
IL|17151|0500000US17151|00424277|Pope County|955362038|14662240|368.867|5.661|37.417169|-88.542374
IL|17153|0500000US17153|01784966|Pulaski County|516105488|9763459|199.269|3.77|37.215615|-89.127755
IL|17155|0500000US17155|00424279|Putnam County|414649975|31194387|160.097|12.044|41.198961|-89.298347
IL|17157|0500000US17157|01784967|Randolph County|1490194102|56150220|575.367|21.68|38.056515|-89.82121
IL|17159|0500000US17159|00424281|Richland County|932518180|4840675|360.047|1.869|38.712187|-88.085452
IL|17161|0500000US17161|00424282|Rock Island County|1107212317|61631338|427.497|23.796|41.468421|-90.572125
IL|17163|0500000US17163|01784987|St. Clair County|1703560308|41809674|657.748|16.143|38.470198|-89.928546
IL|17165|0500000US17165|00424283|Saline County|984186255|17963038|379.996|6.936|37.751508|-88.545024
IL|17167|0500000US17167|01785010|Sangamon County|2248704917|22747684|868.23|8.783|39.756886|-89.662435
IL|17169|0500000US17169|01785037|Schuyler County|1132602766|10510632|437.3|4.058|40.156905|-90.613464
IL|17171|0500000US17171|00424286|Scott County|649542040|4814547|250.79|1.859|39.637002|-90.477771
IL|17173|0500000US17173|01785051|Shelby County|1964526143|24749348|758.508|9.556|39.384916|-88.798865
IL|17175|0500000US17175|00424288|Stark County|746189904|684784|288.106|0.264|41.096908|-89.797411
IL|17177|0500000US17177|01785076|Stephenson County|1461392058|1350223|564.247|0.521|42.349726|-89.665994
IL|17179|0500000US17179|01785094|Tazewell County|1674390616|29668273|646.486|11.455|40.508074|-89.51626
IL|17181|0500000US17181|01785113|Union County|1070733038|22538656|413.412|8.702|37.485652|-89.244639
IL|17183|0500000US17183|01785114|Vermilion County|2326639022|7527081|898.32|2.906|40.186755|-87.726778
IL|17185|0500000US17185|00424293|Wabash County|578403989|10973571|223.323|4.237|38.445821|-87.839167
IL|17187|0500000US17187|01785134|Warren County|1404705831|1735113|542.36|0.67|40.850441|-90.620223
IL|17189|0500000US17189|01785150|Washington County|1457120178|3386079|562.597|1.307|38.35314|-89.417187
IL|17191|0500000US17191|00424296|Wayne County|1848817749|4217594|713.833|1.628|38.431857|-88.43243
IL|17193|0500000US17193|00424297|White County|1281999215|17833681|494.983|6.886|38.087307|-88.17862
IL|17195|0500000US17195|01785167|Whiteside County|1771808926|31883751|684.099|12.31|41.750675|-89.911005
IL|17197|0500000US17197|01785190|Will County|2164990677|34485763|835.908|13.315|41.448474|-87.978456
IL|17199|0500000US17199|01785215|Williamson County|1088353644|62455779|420.216|24.114|37.730353|-88.930018
IL|17201|0500000US17201|01785216|Winnebago County|1328789495|15877063|513.049|6.13|42.337396|-89.161205
IL|17203|0500000US17203|01785231|Woodford County|1366366883|39858698|527.557|15.39|40.789789|-89.210588
IN|18001|0500000US18001|00450401|Adams County|877812921|2693850|338.925|1.04|40.74573|-84.936134
IN|18003|0500000US18003|00450402|Allen County|1702000559|7347953|657.146|2.837|41.091909|-85.071791
IN|18005|0500000US18005|00451683|Bartholomew County|1053968862|6715104|406.94|2.593|39.205843|-85.897999
IN|18007|0500000US18007|00450403|Benton County|1052608712|236033|406.415|0.091|40.600939|-87.314786
IN|18009|0500000US18009|00450404|Blackford County|427559408|1298757|165.082|0.501|40.472672|-85.32373
IN|18011|0500000US18011|00450405|Boone County|1095260011|876741|422.882|0.339|40.050892|-86.469014
IN|18013|0500000US18013|00451684|Brown County|808075009|11994828|312.|4.631|39.195113|-86.230121
IN|18015|0500000US18015|00450406|Carroll County|964057409|7236323|372.225|2.794|40.58498|-86.565141
IN|18017|0500000US18017|00450339|Cass County|1067448392|7002034|412.144|2.704|40.753799|-86.355168
IN|18019|0500000US18019|00450340|Clark County|964744991|10695690|372.49|4.13|38.476217|-85.711122
IN|18021|0500000US18021|00450341|Clay County|926180647|7047383|357.6|2.721|39.393928|-87.115858
IN|18023|0500000US18023|00450342|Clinton County|1049119186|461117|405.067|0.178|40.305944|-86.477567
IN|18025|0500000US18025|00451674|Crawford County|791534793|8201106|305.613|3.166|38.289433|-86.440871
IN|18027|0500000US18027|00450343|Daviess County|1112436825|19061974|429.514|7.36|38.69609|-87.076943
IN|18029|0500000US18029|00450344|Dearborn County|790171256|6019020|305.087|2.324|39.140897|-84.975868
IN|18031|0500000US18031|00450345|Decatur County|964946131|1955432|372.568|0.755|39.30598|-85.499831
IN|18033|0500000US18033|00450346|DeKalb County|939735805|2657419|362.834|1.026|41.39676|-85.002697
IN|18035|0500000US18035|00450347|Delaware County|1015558816|9841207|392.109|3.8|40.227543|-85.399262
IN|18037|0500000US18037|00451675|Dubois County|1106616364|20892924|427.267|8.067|38.373344|-86.873385
IN|18039|0500000US18039|00450348|Elkhart County|1199572614|12465421|463.158|4.813|41.600693|-85.863986
IN|18041|0500000US18041|00450349|Fayette County|556901575|366408|215.021|0.141|39.639654|-85.185034
IN|18043|0500000US18043|00450350|Floyd County|384577980|2669695|148.486|1.031|38.318081|-85.911847
IN|18045|0500000US18045|00450351|Fountain County|1024757106|5728587|395.661|2.212|40.121237|-87.234872
IN|18047|0500000US18047|00450352|Franklin County|995659492|17154637|384.426|6.623|39.409762|-85.066964
IN|18049|0500000US18049|00450353|Fulton County|954130544|7442130|368.392|2.873|41.050384|-86.265006
IN|18051|0500000US18051|00450354|Gibson County|1262302951|30891645|487.378|11.927|38.317398|-87.580523
IN|18053|0500000US18053|00450355|Grant County|1072484434|2101803|414.089|0.812|40.515758|-85.654946
IN|18055|0500000US18055|00451676|Greene County|1404988520|8915031|542.469|3.442|39.047147|-87.004771
IN|18057|0500000US18057|00450356|Hamilton County|1021464665|20919490|394.39|8.077|40.053513|-86.021709
IN|18059|0500000US18059|00450357|Hancock County|792425236|2769690|305.957|1.069|39.822529|-85.77315
IN|18061|0500000US18061|00451677|Harrison County|1253763064|5276999|484.081|2.037|38.186454|-86.103766
IN|18063|0500000US18063|00450358|Hendricks County|1053849484|4880745|406.894|1.884|39.768963|-86.509908
IN|18065|0500000US18065|00450359|Henry County|1014957932|7652085|391.877|2.954|39.929591|-85.397363
IN|18067|0500000US18067|00450360|Howard County|759058623|2194576|293.074|0.847|40.483537|-86.114118
IN|18069|0500000US18069|00450361|Huntington County|991031149|13127296|382.639|5.068|40.826394|-85.478597
IN|18071|0500000US18071|00451678|Jackson County|1320837989|10172528|509.978|3.928|38.911957|-86.042516
IN|18073|0500000US18073|00450494|Jasper County|1449563751|4428654|559.68|1.71|41.017688|-87.118814
IN|18075|0500000US18075|00450362|Jay County|994310124|458556|383.905|0.177|40.434956|-85.002331
IN|18077|0500000US18077|00450363|Jefferson County|934205472|5991420|360.699|2.313|38.783604|-85.44009
IN|18079|0500000US18079|00450364|Jennings County|975392021|4518578|376.601|1.745|38.996229|-85.628103
IN|18081|0500000US18081|00450365|Johnson County|829871088|3563561|320.415|1.376|39.496092|-86.094264
IN|18083|0500000US18083|00450366|Knox County|1335995227|20908211|515.831|8.073|38.688381|-87.420358
IN|18085|0500000US18085|00450367|Kosciusko County|1376443874|59427459|531.448|22.945|41.244293|-85.861575
IN|18087|0500000US18087|00450368|LaGrange County|983242845|18311996|379.632|7.07|41.642462|-85.427845
IN|18089|0500000US18089|00450495|Lake County|1292104575|330842544|498.884|127.739|41.472247|-87.374337
IN|18091|0500000US18091|00450507|LaPorte County|1549559361|38775326|598.288|14.971|41.549013|-86.744739
IN|18093|0500000US18093|00451703|Lawrence County|1163282510|7207557|449.146|2.783|38.839815|-86.48782
IN|18095|0500000US18095|00450370|Madison County|1170470120|2546828|451.921|0.983|40.166203|-85.722454
IN|18097|0500000US18097|00450371|Marion County|1025624692|18162960|395.996|7.013|39.782976|-86.135794
IN|18099|0500000US18099|00450372|Marshall County|1148964732|15863826|443.618|6.125|41.325003|-86.269036
IN|18101|0500000US18101|00451679|Martin County|869615719|12033245|335.761|4.646|38.705322|-86.801847
IN|18103|0500000US18103|00450373|Miami County|968246957|9184623|373.842|3.546|40.772805|-86.044244
IN|18105|0500000US18105|00451680|Monroe County|1021809764|43507762|394.523|16.798|39.160729|-86.52331
IN|18107|0500000US18107|00450374|Montgomery County|1306977643|2055936|504.627|0.794|40.040296|-86.892715
IN|18109|0500000US18109|00450375|Morgan County|1045939783|14475032|403.84|5.589|39.482646|-86.447457
IN|18111|0500000US18111|00450376|Newton County|1040539822|4349506|401.755|1.679|40.962399|-87.402172
IN|18113|0500000US18113|00450377|Noble County|1064077377|17068591|410.843|6.59|41.404679|-85.417271
IN|18115|0500000US18115|00450378|Ohio County|223126827|3369528|86.15|1.301|38.940527|-84.964299
