GEOID|GEOIDFQ|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
77743|400C200US77743|St. Joseph, MO--KS Urban Area|114838288|1124402|44.339|0.434|39.76131|-94.834733
77770|400C200US77770|St. Louis, MO--IL Urban Area|2358471093|32072463|910.611|12.383|38.636376|-90.341418
77824|400C200US77824|St. Martinville, LA Urban Area|10655847|148352|4.114|0.057|30.134799|-91.828239
77851|400C200US77851|St. Marys, OH Urban Area|12457154|59290|4.81|0.023|40.547548|-84.394824
77878|400C200US77878|St. Marys, PA Urban Area|18656570|874|7.203|0.|41.421277|-78.534956
78013|400C200US78013|St. Peter, MN Urban Area|13040031|0|5.035|0.|44.327181|-93.967471
78067|400C200US78067|Salamanca, NY Urban Area|12846611|477359|4.96|0.184|42.158131|-78.724752
78094|400C200US78094|Salem, IL Urban Area|12685794|167909|4.898|0.065|38.625759|-88.954802
78121|400C200US78121|Salem, IN Urban Area|10382775|7271|4.009|0.003|38.603189|-86.096665
78148|400C200US78148|Salem, MO Urban Area|8161223|0|3.151|0.|37.639331|-91.536022
78175|400C200US78175|Salem, NJ Urban Area|7962412|177232|3.074|0.068|39.567698|-75.479549
78202|400C200US78202|Salem, OH Urban Area|27496345|15590|10.616|0.006|40.903654|-80.857469
78229|400C200US78229|Salem, OR Urban Area|188245692|173163|72.682|0.067|44.933155|-123.003454
78256|400C200US78256|Salida, CO Urban Area|7383992|0|2.851|0.|38.532889|-106.001493
78283|400C200US78283|Salina, KS Urban Area|58349792|58589|22.529|0.023|38.814888|-97.614946
78310|400C200US78310|Salinas, CA Urban Area|77392700|101332|29.881|0.039|36.674424|-121.662088
78337|400C200US78337|Salinas--Coco, PR Urban Area|13362232|30944|5.159|0.012|17.982882|-66.284515
78364|400C200US78364|Salisbury, MD--DE Urban Area|125314990|4268261|48.384|1.648|38.368534|-75.591485
78418|400C200US78418|Sallisaw, OK Urban Area|14078623|63696|5.436|0.025|35.45908|-94.789047
78499|400C200US78499|Salt Lake City, UT Urban Area|777978883|596485|300.379|0.23|40.645768|-111.931835
78553|400C200US78553|San Angelo, TX Urban Area|127604614|2639628|49.268|1.019|31.43715|-100.457615
78580|400C200US78580|San Antonio, TX Urban Area|1588928285|8563576|613.489|3.306|29.508417|-98.51856
78634|400C200US78634|Sandersville, GA Urban Area|21496076|115345|8.3|0.045|32.969926|-82.807029
78661|400C200US78661|San Diego, CA Urban Area|1748188619|37485229|674.979|14.473|32.911871|-117.130452
78699|400C200US78699|San Diego Country Estates, CA Urban Area|8522759|0|3.291|0.|33.010573|-116.804228
78715|400C200US78715|Sandpoint, ID Urban Area|23962522|372879|9.252|0.144|48.282721|-116.554577
78774|400C200US78774|Sandusky--Port Clinton, OH Urban Area|139336527|13775534|53.798|5.319|41.550922|-82.836851
78823|400C200US78823|Sandy, OR Urban Area|10899897|2984|4.208|0.001|45.399272|-122.272319
78850|400C200US78850|Sanford, ME Urban Area|15481402|350678|5.977|0.135|43.435951|-70.764266
78877|400C200US78877|Sanford, NC Urban Area|88898552|2203484|34.324|0.851|35.462985|-79.166127
78904|400C200US78904|San Francisco--Oakland, CA Urban Area|1330119114|31792941|513.562|12.275|37.784954|-122.270088
78931|400C200US78931|Sanger, CA Urban Area|12459206|0|4.811|0.|36.702845|-119.561594
78958|400C200US78958|Sanger, TX Urban Area|11371906|57008|4.391|0.022|33.360075|-97.174112
78985|400C200US78985|San Germán--Cabo Rojo--Sabana Grande, PR Urban Area|182824164|1499790|70.589|0.579|18.078439|-67.056143
79039|400C200US79039|San Jose, CA Urban Area|739219037|1272590|285.414|0.491|37.337217|-121.957483
79093|400C200US79093|San Juan, PR Urban Area|1977916723|23605507|763.678|9.114|18.284273|-66.103198
79120|400C200US79120|San Luis, AZ Urban Area|9564187|54603|3.693|0.021|32.495152|-114.771548
79147|400C200US79147|San Luis Obispo, CA Urban Area|36499738|55665|14.093|0.021|35.263501|-120.662387
79201|400C200US79201|San Marcos, TX Urban Area|63665678|115445|24.581|0.045|29.868361|-97.937406
79282|400C200US79282|Santa Barbara, CA Urban Area|141935840|2691810|54.802|1.039|34.429742|-119.727769
79309|400C200US79309|Santa Clarita, CA Urban Area|201719289|1386106|77.884|0.535|34.429766|-118.523096
79336|400C200US79336|Santa Cruz, CA Urban Area|156564178|507058|60.45|0.196|37.063401|-122.000434
79363|400C200US79363|Santa Fe, NM Urban Area|121214397|205406|46.801|0.079|35.650032|-105.998441
79390|400C200US79390|Santa Isabel, PR Urban Area|7760921|11547|2.997|0.004|17.970725|-66.40167
79417|400C200US79417|Santa Maria, CA Urban Area|70087992|197276|27.061|0.076|34.913974|-120.440575
79444|400C200US79444|Santa Paula, CA Urban Area|12851318|10736|4.962|0.004|34.351315|-119.071574
79498|400C200US79498|Santa Rosa, CA Urban Area|205625203|470824|79.392|0.182|38.452021|-122.728683
79579|400C200US79579|Saranac Lake, NY Urban Area|8023762|668094|3.098|0.258|44.320612|-74.12739
79633|400C200US79633|Saratoga Springs, NY Urban Area|143950663|548657|55.58|0.212|43.08963|-73.76617
79687|400C200US79687|Sauk Centre, MN Urban Area|12200880|669942|4.711|0.259|45.742379|-94.941285
79714|400C200US79714|Sault Ste. Marie, MI Urban Area|21188718|200900|8.181|0.078|46.47953|-84.349991
79768|400C200US79768|Savannah, GA Urban Area|533368869|8749271|205.935|3.378|32.050799|-81.16825
79795|400C200US79795|Savannah, MO Urban Area|8482041|14719|3.275|0.006|39.938773|-94.826592
79822|400C200US79822|Savannah, TN Urban Area|23059595|340|8.903|0.|35.215351|-88.229778
79903|400C200US79903|Sayre--Waverly, PA--NY Urban Area|20679289|103233|7.984|0.04|41.987522|-76.527113
79917|400C200US79917|Scappoose, OR Urban Area|14996856|3907|5.79|0.002|45.744097|-122.87805
79957|400C200US79957|Schuyler, NE Urban Area|6642535|153118|2.565|0.059|41.448762|-97.060337
79973|400C200US79973|Schuylkill Haven--Orwigsburg, PA Urban Area|26583395|22563|10.264|0.009|40.633226|-76.164604
80038|400C200US80038|Scott City, MO Urban Area|12272127|2613|4.738|0.001|37.221017|-89.534719
80065|400C200US80065|Scottsbluff, NE Urban Area|38010409|409822|14.676|0.158|41.851462|-103.659371
80092|400C200US80092|Scottsboro, AL Urban Area|31983849|0|12.349|0.|34.652044|-86.03394
80119|400C200US80119|Scottsburg, IN Urban Area|12545460|62602|4.844|0.024|38.69248|-85.785542
80173|400C200US80173|Scottsville, KY Urban Area|12361409|16054|4.773|0.006|36.749261|-86.207621
80227|400C200US80227|Scranton, PA Urban Area|420090148|8629256|162.198|3.332|41.305942|-75.803513
80241|400C200US80241|Seabrook Island, SC Urban Area|21681034|756327|8.371|0.292|32.599566|-80.106126
80259|400C200US80259|Seaford--Laurel--Bridgeville, DE Urban Area|61095789|1490906|23.589|0.576|38.641416|-75.588027
80281|400C200US80281|Sealy, TX Urban Area|14718387|160229|5.683|0.062|29.772453|-96.161813
80308|400C200US80308|Searcy, AR Urban Area|55274427|109609|21.342|0.042|35.240301|-91.723257
80335|400C200US80335|Seaside, OR Urban Area|12960846|162340|5.004|0.063|46.007049|-123.918654
80362|400C200US80362|Seaside--Monterey--Pacific Grove, CA Urban Area|106661279|551582|41.182|0.213|36.601889|-121.863629
80389|400C200US80389|Seattle--Tacoma, WA Urban Area|2545796184|149741831|982.937|57.816|47.462654|-122.274517
80405|400C200US80405|Sebastopol, CA Urban Area|39352738|0|15.194|0.|38.38511|-122.819428
80416|400C200US80416|Sebring--Avon Park, FL Urban Area|115303444|10334258|44.519|3.99|27.535435|-81.48274
80443|400C200US80443|Sedalia, MO Urban Area|44147431|170777|17.045|0.066|38.699231|-93.243355
80470|400C200US80470|Sedona, AZ Urban Area|32297893|60707|12.47|0.023|34.874035|-111.815663
80497|400C200US80497|Seguin, TX Urban Area|51794888|1963042|19.998|0.758|29.572847|-97.984824
80524|400C200US80524|Selma, AL Urban Area|47374896|330980|18.292|0.128|32.42409|-87.056854
80551|400C200US80551|Selma, CA Urban Area|23623447|0|9.121|0.|36.591225|-119.632933
80605|400C200US80605|Seminole, OK Urban Area|13916133|0|5.373|0.|35.237938|-96.670737
80632|400C200US80632|Seminole, TX Urban Area|8749480|0|3.378|0.|32.717711|-102.652768
80659|400C200US80659|Senatobia, MS Urban Area|10157776|120368|3.922|0.046|34.613606|-89.970735
80671|400C200US80671|Seneca, SC Urban Area|80436276|269465|31.057|0.104|34.700758|-82.944692
80686|400C200US80686|Sequim, WA Urban Area|82624268|1509|31.901|0.001|48.097209|-123.144944
80704|400C200US80704|Severance, CO Urban Area|4950624|166186|1.911|0.064|40.517755|-104.860387
80713|400C200US80713|Sevierville, TN Urban Area|120196469|0|46.408|0.|35.855101|-83.549456
80767|400C200US80767|Seward, NE Urban Area|8982194|27130|3.468|0.01|40.914262|-97.093022
80794|400C200US80794|Seymour, IN Urban Area|37221379|75722|14.371|0.029|38.949268|-85.88626
80805|400C200US80805|Seymour, TN Urban Area|35922050|23665|13.87|0.009|35.882655|-83.761629
80929|400C200US80929|Shafter, CA Urban Area|12426250|0|4.798|0.|35.491567|-119.272514
80985|400C200US80985|Shamokin--Mount Carmel, PA Urban Area|20341291|111840|7.854|0.043|40.784331|-76.567227
81020|400C200US81020|Sharon--Hermitage, PA--OH Urban Area|72960292|49661|28.17|0.019|41.227191|-80.484726
81064|400C200US81064|Shawano, WI Urban Area|27745478|1051828|10.713|0.406|44.777894|-88.586019
81091|400C200US81091|Shawnee, OK Urban Area|48980680|56876|18.912|0.022|35.339962|-96.922947
81118|400C200US81118|Sheboygan, WI Urban Area|91431222|1115975|35.302|0.431|43.752369|-87.759136
81199|400C200US81199|Shelby, NC Urban Area|65999602|56266|25.483|0.022|35.292575|-81.523
81226|400C200US81226|Shelby, OH Urban Area|12973815|159653|5.009|0.062|40.88244|-82.661328
81253|400C200US81253|Shelbyville, IL Urban Area|8030386|0|3.101|0.|39.408116|-88.808804
81280|400C200US81280|Shelbyville, IN Urban Area|25028548|265011|9.664|0.102|39.5248|-85.773243
81307|400C200US81307|Shelbyville, KY Urban Area|29748685|375885|11.486|0.145|38.20464|-85.229285
81334|400C200US81334|Shelbyville, TN Urban Area|34096882|0|13.165|0.|35.488483|-86.451673
81361|400C200US81361|Sheldon, IA Urban Area|7331329|0|2.831|0.|43.181712|-95.846534
81388|400C200US81388|Shelley, ID Urban Area|5624541|0|2.172|0.|43.380348|-112.125963
81415|400C200US81415|Shelton, WA Urban Area|30268636|402341|11.687|0.155|47.225379|-123.105524
81442|400C200US81442|Shenandoah, IA Urban Area|7739738|0|2.988|0.|40.759411|-95.373447
81472|400C200US81472|Shenandoah--Frackville, PA Urban Area|7587731|168615|2.93|0.065|40.79867|-76.214439
81523|400C200US81523|Sheridan, AR Urban Area|11501896|0|4.441|0.|34.307216|-92.407471
81577|400C200US81577|Sheridan, OR Urban Area|4494404|0|1.735|0.|45.096267|-123.397973
81604|400C200US81604|Sheridan, WY Urban Area|33655647|51445|12.995|0.02|44.786575|-106.961977
81631|400C200US81631|Sherman--Denison, TX Urban Area|99737205|309737|38.509|0.12|33.628596|-96.626722
81642|400C200US81642|Shinnston, WV Urban Area|10365049|155972|4.002|0.06|39.399767|-80.305057
81658|400C200US81658|Shippensburg, PA Urban Area|25522683|84987|9.854|0.033|40.050241|-77.508919
81685|400C200US81685|Shiprock, NM Urban Area|13525697|136249|5.222|0.053|36.782257|-108.69002
81712|400C200US81712|Show Low, AZ Urban Area|32635187|0|12.601|0.|34.236374|-110.047905
81739|400C200US81739|Shreveport, LA Urban Area|468522685|6611193|180.898|2.553|32.483918|-93.761805
81793|400C200US81793|Sidney, MT Urban Area|18220257|0|7.035|0.|47.710661|-104.188309
81820|400C200US81820|Sidney, NE Urban Area|11494019|680|4.438|0.|41.137554|-102.975455
81847|400C200US81847|Sidney, NY Urban Area|7290603|7950|2.815|0.003|42.308338|-75.397789
81874|400C200US81874|Sidney, OH Urban Area|27083507|282056|10.457|0.109|40.289527|-84.166729
81901|400C200US81901|Sierra Vista, AZ Urban Area|73251634|35908|28.283|0.014|31.523336|-110.270123
81928|400C200US81928|Sikeston, MO Urban Area|34053505|35951|13.148|0.014|36.885383|-89.570714
81955|400C200US81955|Siler City, NC Urban Area|13376176|37820|5.165|0.015|35.725604|-79.458172
81982|400C200US81982|Siloam Springs, AR--OK Urban Area|24638719|188285|9.513|0.073|36.187614|-94.53388
82009|400C200US82009|Silsbee, TX Urban Area|31280302|180071|12.077|0.07|30.346304|-94.166302
82036|400C200US82036|Silver City, NM Urban Area|27849226|57914|10.753|0.022|32.792431|-108.263906
82063|400C200US82063|Silver Creek, NY Urban Area|6375508|6643|2.462|0.003|42.541155|-79.168995
82076|400C200US82076|Silver Lakes, CA Urban Area|5478138|1038615|2.115|0.401|34.747134|-117.345505
82090|400C200US82090|Silverthorne--Keystone, CO Urban Area|28802389|258421|11.121|0.1|39.630531|-106.051863
82117|400C200US82117|Silverton, OR Urban Area|9500496|42776|3.668|0.017|45.003668|-122.775459
82144|400C200US82144|Simi Valley, CA Urban Area|81922061|1806658|31.63|0.698|34.270131|-118.745885
82171|400C200US82171|Sinton, TX Urban Area|6005405|0|2.319|0.|28.033968|-97.507157
82198|400C200US82198|Sioux Center, IA Urban Area|14444027|0|5.577|0.|43.0746|-96.170271
82225|400C200US82225|Sioux City, IA--NE--SD Urban Area|142601097|2226362|55.059|0.86|42.47819|-96.400334
82252|400C200US82252|Sioux Falls, SD Urban Area|175880593|1064318|67.908|0.411|43.534407|-96.735626
82306|400C200US82306|Sitka, AK Urban Area|17036819|3652775|6.578|1.41|57.060314|-135.335075
82360|400C200US82360|Skiatook, OK Urban Area|10750001|89036|4.151|0.034|36.363587|-96.016739
82387|400C200US82387|Skowhegan, ME Urban Area|7583179|15925|2.928|0.006|44.773824|-69.718056
82401|400C200US82401|Slatington, PA Urban Area|10038191|45683|3.876|0.018|40.752459|-75.585499
82414|400C200US82414|Slaton, TX Urban Area|7123713|30586|2.75|0.012|33.434584|-101.646688
82468|400C200US82468|Slidell, LA Urban Area|136013477|8308289|52.515|3.208|30.288613|-89.772787
82495|400C200US82495|Slippery Rock, PA Urban Area|11725510|13191|4.527|0.005|41.0519|-80.040156
82522|400C200US82522|Smithfield, NC Urban Area|44059505|103547|17.011|0.04|35.505851|-78.340288
82549|400C200US82549|Smithfield, VA Urban Area|18440175|219477|7.12|0.085|36.986604|-76.599391
82603|400C200US82603|Smithville, TN Urban Area|10342714|0|3.993|0.|35.956918|-85.823369
82641|400C200US82641|Smithville, MO Urban Area|17728332|195667|6.845|0.076|39.396871|-94.570978
82675|400C200US82675|Snoqualmie, WA Urban Area|17595056|196314|6.793|0.076|47.536202|-121.868755
82684|400C200US82684|Snowflake, AZ Urban Area|9831498|0|3.796|0.|34.495184|-110.09443
82701|400C200US82701|Snowmass Village, CO Urban Area|5796669|0|2.238|0.|39.212659|-106.942958
82711|400C200US82711|Snyder, TX Urban Area|18642737|58466|7.198|0.023|32.71359|-100.914812
82738|400C200US82738|Socorro, NM Urban Area|14035798|0|5.419|0.|34.066403|-106.898695
82819|400C200US82819|Soldotna, AK Urban Area|13188215|7707|5.092|0.003|60.490012|-151.08875
82846|400C200US82846|Soledad, CA Urban Area|6264828|5945|2.419|0.002|36.429796|-121.321458
82873|400C200US82873|Solvang--Santa Ynez, CA Urban Area|14194592|19164|5.481|0.007|34.610025|-120.108259
82900|400C200US82900|Somerset, KY Urban Area|100743097|1283102|38.897|0.495|37.05499|-84.611083
82927|400C200US82927|Somerset, PA Urban Area|17897695|0|6.91|0.|40.012284|-79.076271
82981|400C200US82981|Somerton, AZ Urban Area|5246042|8514|2.026|0.003|32.594862|-114.71207
83008|400C200US83008|Sonoma, CA Urban Area|36481226|0|14.085|0.|38.298471|-122.472885
83073|400C200US83073|Sonora--Twain Harte, CA Urban Area|75378268|541990|29.104|0.209|38.004951|-120.313628
83080|400C200US83080|Sonterra, TX Urban Area|8050930|18561|3.108|0.007|30.817309|-97.602978
83116|400C200US83116|South Bend, IN--MI Urban Area|383146500|7964499|147.934|3.075|41.708036|-86.214552
83129|400C200US83129|South Berwick, ME--NH Urban Area|10876069|442577|4.199|0.171|43.228138|-70.806762
83143|400C200US83143|South Boston, VA Urban Area|15998385|84919|6.177|0.033|36.714165|-78.910207
83160|400C200US83160|Southbridge Town, MA Urban Area|29862529|947682|11.53|0.366|42.097422|-72.066978
83251|400C200US83251|South Haven, MI Urban Area|24302581|283534|9.383|0.109|42.408042|-86.267429
83278|400C200US83278|South Hill, VA Urban Area|16117348|69260|6.223|0.027|36.724374|-78.123825
83305|400C200US83305|South Lake Tahoe, CA--NV Urban Area|50019636|1014175|19.313|0.392|38.920452|-119.977514
83332|400C200US83332|South Lyon--Hamburg--Genoa, MI Urban Area|309521932|25903818|119.507|10.002|42.519859|-83.803736
83368|400C200US83368|South Paris, ME Urban Area|10521543|220651|4.062|0.085|44.21105|-70.521112
83377|400C200US83377|South Pittsburg--Bridgeport, TN--AL Urban Area|14311838|0|5.526|0.|34.955211|-85.727879
83480|400C200US83480|Sparta, MI Urban Area|11119501|25132|4.293|0.01|43.145129|-85.703469
83494|400C200US83494|Sparta, TN Urban Area|18510541|0|7.147|0.|35.931535|-85.47399
83521|400C200US83521|Sparta, WI Urban Area|13477268|1191|5.204|0.|43.939721|-90.811475
83548|400C200US83548|Spartanburg, SC Urban Area|468700923|3834440|180.966|1.48|34.953756|-81.999181
83575|400C200US83575|Spearfish, SD Urban Area|20394571|0|7.874|0.|44.496369|-103.860498
83629|400C200US83629|Spencer, IA Urban Area|15862137|135132|6.124|0.052|43.143416|-95.151989
83641|400C200US83641|Spencer, MA Urban Area|13364291|1444233|5.16|0.558|42.254461|-71.996412
83683|400C200US83683|Spicer--New London, MN Urban Area|11173924|4765878|4.314|1.84|45.26863|-94.960955
83710|400C200US83710|Spirit Lake, IA Urban Area|38466459|4300231|14.852|1.66|43.39699|-95.123604
83764|400C200US83764|Spokane, WA Urban Area|444630989|5699580|171.673|2.201|47.678312|-117.351985
83818|400C200US83818|Spout Springs, NC Urban Area|32691036|1271149|12.622|0.491|35.273617|-79.045622
83899|400C200US83899|Springfield, IL Urban Area|211645814|630806|81.717|0.244|39.787688|-89.648966
83926|400C200US83926|Springfield, MA--CT Urban Area|522585178|17001330|201.771|6.564|42.131394|-72.582929
83953|400C200US83953|Springfield, MO Urban Area|347939623|274063|134.34|0.106|37.15865|-93.280012
83980|400C200US83980|Springfield, OH Urban Area|116764430|171686|45.083|0.066|39.939349|-83.803638
83993|400C200US83993|Springfield, TN Urban Area|23208796|0|8.961|0.|36.494244|-86.874958
84007|400C200US84007|Springfield, VT Urban Area|11278306|278180|4.355|0.107|43.309921|-72.500521
84024|400C200US84024|Spring Hill, FL Urban Area|329616004|12105911|127.265|4.674|28.471137|-82.543133
84034|400C200US84034|Spring Hill, KS Urban Area|7949121|22316|3.069|0.009|38.748795|-94.821055
84061|400C200US84061|Springhill, LA Urban Area|19120650|101724|7.383|0.039|32.973287|-93.452778
84088|400C200US84088|Spring Hill, TN Urban Area|60472824|44609|23.349|0.017|35.746621|-86.916833
84169|400C200US84169|Stafford Springs, CT Urban Area|13399532|723752|5.174|0.279|41.967751|-72.295411
84304|400C200US84304|Stansbury Park, UT Urban Area|8134711|488338|3.141|0.189|40.640722|-112.299399
84385|400C200US84385|Stanwood, WA Urban Area|7122391|205|2.75|0.|48.245144|-122.342232
84429|400C200US84429|Star, ID Urban Area|10041531|63832|3.877|0.025|43.698416|-116.491877
84439|400C200US84439|Starke, FL Urban Area|15212254|0|5.873|0.|29.947759|-82.105967
84466|400C200US84466|Starkville, MS Urban Area|50159430|293591|19.367|0.113|33.453162|-88.816422
84493|400C200US84493|State College, PA Urban Area|67106897|4169|25.91|0.002|40.799211|-77.863592
84547|400C200US84547|Statesboro, GA Urban Area|73291777|1800298|28.298|0.695|32.426638|-81.792528
84574|400C200US84574|Statesville, NC Urban Area|97292625|273391|37.565|0.106|35.791298|-80.887209
84601|400C200US84601|Staunton, IL Urban Area|7942768|86504|3.067|0.033|39.014595|-89.783955
84630|400C200US84630|Staunton--Waynesboro, VA Urban Area|101386451|456468|39.146|0.176|38.078418|-78.911356
84655|400C200US84655|Stayton, OR Urban Area|9928164|0|3.833|0.|44.811366|-122.797242
84682|400C200US84682|Steamboat Springs, CO Urban Area|26177712|33083|10.107|0.013|40.460896|-106.815665
84763|400C200US84763|Stephenville, TX Urban Area|24198375|34110|9.343|0.013|32.219019|-98.218929
84790|400C200US84790|Sterling, CO Urban Area|14028187|0|5.416|0.|40.62586|-103.214849
84817|400C200US84817|Sterling, IL Urban Area|37845655|1611579|14.612|0.622|41.788642|-89.695176
84859|400C200US84859|Steubenville--Weirton, OH--WV--PA Urban Area|120028975|3205592|46.343|1.238|40.37346|-80.614859
84871|400C200US84871|Stevens Point, WI Urban Area|65073971|2747818|25.125|1.061|44.504779|-89.545774
84905|400C200US84905|Stevensville--Chester--Romancoke, MD Urban Area|45423253|4127966|17.538|1.594|38.953752|-76.300584
84952|400C200US84952|Stewartville, MN Urban Area|7030372|0|2.714|0.|43.860094|-92.48789
85006|400C200US85006|Stillwater, MN--WI Urban Area|41903183|1619931|16.179|0.625|45.036856|-92.826337
85033|400C200US85033|Stillwater, OK Urban Area|64912512|1220194|25.063|0.471|36.131496|-97.074464
85087|400C200US85087|Stockton, CA Urban Area|239475805|5324117|92.462|2.056|37.953268|-121.28869
85114|400C200US85114|Storm Lake, IA Urban Area|10056587|0|3.883|0.|42.641468|-95.197198
85141|400C200US85141|Storrs, CT Urban Area|20383065|68659|7.87|0.027|41.8137|-72.260207
85181|400C200US85181|Stoughton, WI Urban Area|17466640|202809|6.744|0.078|42.928955|-89.236249
85195|400C200US85195|Strasburg, VA Urban Area|10586140|101609|4.087|0.039|39.003391|-78.349543
85222|400C200US85222|Streator, IL Urban Area|21040095|11681|8.124|0.005|41.124914|-88.832925
85276|400C200US85276|Sturgeon Bay, WI Urban Area|17932114|4828995|6.924|1.864|44.848278|-87.373987
85303|400C200US85303|Sturgis, MI Urban Area|16167117|0|6.242|0.|41.799886|-85.420694
85330|400C200US85330|Sturgis, SD Urban Area|10448316|0|4.034|0.|44.408973|-103.516385
85357|400C200US85357|Stuttgart, AR Urban Area|15203971|0|5.87|0.|34.494431|-91.549697
85384|400C200US85384|Suffolk, VA Urban Area|61719657|1715649|23.83|0.662|36.749407|-76.576912
85390|400C200US85390|Sugarmill Woods, FL Urban Area|40706989|34025|15.717|0.013|28.735714|-82.533234
85411|400C200US85411|Sullivan, IL Urban Area|7177746|19468|2.771|0.008|39.595656|-88.608809
85438|400C200US85438|Sullivan, IN Urban Area|7024745|0|2.712|0.|39.100658|-87.407427
85465|400C200US85465|Sullivan, MO Urban Area|15898695|0|6.139|0.|38.212513|-91.169622
85519|400C200US85519|Sulphur, OK Urban Area|8436692|123948|3.257|0.048|34.511413|-96.97755
85546|400C200US85546|Sulphur Springs, TX Urban Area|28051657|476384|10.831|0.184|33.129471|-95.604118
85573|400C200US85573|Sultan, WA Urban Area|7977729|14430|3.08|0.006|47.867203|-121.804686
85615|400C200US85615|Summerset, SD Urban Area|8813811|3748|3.403|0.001|44.197363|-103.349954
85654|400C200US85654|Summerville, GA Urban Area|21778993|18581|8.409|0.007|34.476586|-85.352511
85681|400C200US85681|Summit Park, UT Urban Area|9370224|0|3.618|0.|40.759068|-111.570254
85708|400C200US85708|Sumter, SC Urban Area|149290767|1220681|57.641|0.471|33.92753|-80.394411
85735|400C200US85735|Sunbury, OH Urban Area|8649658|2983|3.34|0.001|40.239393|-82.869548
85762|400C200US85762|Sunbury, PA Urban Area|35522224|197464|13.715|0.076|40.849647|-76.825497
85779|400C200US85779|Sunderland--South Deerfield, MA Urban Area|17841929|10620|6.889|0.004|42.481396|-72.589793
85789|400C200US85789|Sunnyside, WA Urban Area|14395164|0|5.558|0.|46.320644|-120.008405
85870|400C200US85870|Susanville, CA Urban Area|8232620|21602|3.179|0.008|40.418435|-120.651103
85978|400C200US85978|Sutherlin, OR Urban Area|13424957|131818|5.183|0.051|43.394693|-123.318129
86005|400C200US86005|Swainsboro, GA Urban Area|20747666|623037|8.011|0.241|32.596995|-82.332899
86024|400C200US86024|Swansboro--Cedar Point, NC Urban Area|65961154|1303029|25.468|0.503|34.693482|-77.169592
86071|400C200US86071|Swatara, PA Urban Area|12881268|6918|4.973|0.003|40.414804|-76.492948
86113|400C200US86113|Sweet Home, OR Urban Area|13554973|388809|5.234|0.15|44.399904|-122.710678
86140|400C200US86140|Sweetwater, TN Urban Area|18345823|0|7.083|0.|35.600713|-84.470916
86167|400C200US86167|Sweetwater, TX Urban Area|19466379|2421|7.516|0.001|32.46867|-100.406045
86194|400C200US86194|Sylacauga, AL Urban Area|49900053|288427|19.267|0.111|33.169801|-86.28206
86202|400C200US86202|Sylva, NC Urban Area|18685451|0|7.214|0.|35.374766|-83.216934
86210|400C200US86210|Sullivan--Sylvan Beach, NY Urban Area|9981330|104053|3.854|0.04|43.161169|-75.767829
86248|400C200US86248|Sylvester, GA Urban Area|15156913|69250|5.852|0.027|31.529277|-83.826543
86275|400C200US86275|Syracuse, IN Urban Area|17376108|15339348|6.709|5.923|41.402751|-85.688652
86302|400C200US86302|Syracuse, NY Urban Area|467581560|14852304|180.534|5.735|43.094708|-76.15442
86329|400C200US86329|Taft, CA Urban Area|9271538|0|3.58|0.|35.143204|-119.463637
86369|400C200US86369|Tafuna--Pago Pago, AS Urban Area|38957305|1628266|15.042|0.629|-14.319633|-170.728559
86383|400C200US86383|Tahlequah, OK Urban Area|30608092|247328|11.818|0.095|35.904639|-94.973054
86437|400C200US86437|Talladega, AL Urban Area|26112035|9219|10.082|0.004|33.435086|-86.096253
86464|400C200US86464|Tallahassee, FL Urban Area|324974034|10619991|125.473|4.1|30.476367|-84.27224
86518|400C200US86518|Tallulah, LA Urban Area|9703649|0|3.747|0.|32.40668|-91.187614
86545|400C200US86545|Tama, IA Urban Area|7432422|0|2.87|0.|41.991618|-92.585689
86572|400C200US86572|Tamaqua, PA Urban Area|6535228|0|2.523|0.|40.833461|-75.870365
86599|400C200US86599|Tampa--St. Petersburg, FL Urban Area|2510432161|207915057|969.283|80.276|28.010427|-82.518359
86626|400C200US86626|Taneytown, MD Urban Area|5872085|22017|2.267|0.009|39.657185|-77.164962
86653|400C200US86653|Taos, NM Urban Area|48837333|0|18.856|0.|36.389417|-105.597834
86707|400C200US86707|Tarboro, NC Urban Area|21518563|44404|8.308|0.017|35.903683|-77.547456
86734|400C200US86734|Taylor, TX Urban Area|18191471|167477|7.024|0.065|30.576676|-97.417846
86788|400C200US86788|Taylorville, IL Urban Area|14140524|241377|5.46|0.093|39.545996|-89.28727
86815|400C200US86815|Tazewell, VA Urban Area|13417930|62306|5.181|0.024|37.128938|-81.506555
86830|400C200US86830|Tea, SD Urban Area|8445543|0|3.261|0.|43.453686|-96.824121
86851|400C200US86851|Tecumseh, MI Urban Area|26229882|375598|10.127|0.145|41.988693|-83.956676
86869|400C200US86869|Tehachapi--Golden Hills, CA Urban Area|20881988|51184|8.063|0.02|35.147688|-118.491034
86950|400C200US86950|Tell City, IN--KY Urban Area|13120762|2897|5.066|0.001|37.934253|-86.754482
86977|400C200US86977|Tellico Village, TN Urban Area|17839754|290322|6.888|0.112|35.698403|-84.264196
86984|400C200US86984|Telluride--Mountain Village, CO Urban Area|17840640|0|6.888|0.|37.940428|-107.872557
87004|400C200US87004|Temecula--Murrieta--Menifee, CA Urban Area|389563765|2351512|150.411|0.908|33.540841|-117.138802
87058|400C200US87058|Temple, TX Urban Area|151141203|535411|58.356|0.207|31.127645|-97.424502
