GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
70237	Pleasanton, TX Urban Cluster	C	18416555	0	7.111	0.	28.964621	-98.48801                                                                                                                            
70270	Pleasant View, TN Urban Cluster	C	13633955	0	5.264	0.	36.392782	-87.036383                                                                                                                        
70280	Plumas Lake, CA Urban Cluster	C	4502025	0	1.738	0.	39.005094	-121.550949                                                                                                                          
70291	Plymouth, IN Urban Cluster	C	23082643	495572	8.912	0.191	41.335887	-86.317152                                                                                                                     
70318	Plymouth, NH Urban Cluster	C	5958839	185167	2.301	0.071	43.765326	-71.691389                                                                                                                      
70345	Plymouth, NC Urban Cluster	C	9393338	0	3.627	0.	35.853461	-76.749562                                                                                                                              
70372	Plymouth, WI Urban Cluster	C	12086121	219801	4.666	0.085	43.755206	-87.978972                                                                                                                     
70399	Pocahontas, AR Urban Cluster	C	7943606	0	3.067	0.	36.268161	-90.981241                                                                                                                            
70426	Pocatello, ID Urbanized Area	U	80246107	218300	30.983	0.084	42.883282	-112.446821                                                                                                                 
70453	Pocomoke City, MD Urban Cluster	C	6643537	121660	2.565	0.047	38.068222	-75.554971                                                                                                                 
70465	Pocono Woodland Lakes, PA Urban Cluster	C	22650158	1331719	8.745	0.514	41.318358	-74.936227                                                                                                       
70480	Poinciana, FL Urban Cluster	C	44119815	464518	17.035	0.179	28.188751	-81.495105                                                                                                                   
70490	Poinciana Southwest, FL Urban Cluster	C	6955704	9997	2.686	0.004	28.071704	-81.504402                                                                                                             
70507	Point Pleasant--Gallipolis, OH--WV Urban Cluster	C	20343299	752075	7.855	0.29	38.842605	-82.136021                                                                                                
70534	Pojoaque, NM Urban Cluster	C	16541856	0	6.387	0.	35.890277	-106.01838                                                                                                                             
70548	Polk City, IA Urban Cluster	C	4764436	0	1.84	0.	41.773257	-93.719785                                                                                                                              
70588	Polson, MT Urban Cluster	C	7364597	391985	2.843	0.151	47.691397	-114.157979                                                                                                                       
70615	Ponca City, OK Urban Cluster	C	48729825	374915	18.815	0.145	36.712489	-97.072442                                                                                                                  
70642	Ponce, PR Urbanized Area	U	114595831	1306876	44.246	0.505	18.018315	-66.634192                                                                                                                    
70669	Pontiac, IL Urban Cluster	C	12211376	4459	4.715	0.002	40.879026	-88.633806                                                                                                                        
70696	Pontotoc, MS Urban Cluster	C	14923240	37192	5.762	0.014	34.247566	-89.010673                                                                                                                      
70750	Poolesville, MD Urban Cluster	C	7091082	42621	2.738	0.016	39.137918	-77.404871                                                                                                                    
70777	Poplar, MT Urban Cluster	C	3471107	0	1.34	0.	48.113907	-105.188202                                                                                                                                
70804	Poplar Bluff, MO Urban Cluster	C	40671757	97382	15.703	0.038	36.763366	-90.416698                                                                                                                 
70815	Poplar-Cotton Center, CA Urban Cluster	C	4867623	0	1.879	0.	36.08344	-119.161116                                                                                                                  
70831	Portage, PA Urban Cluster	C	12365352	0	4.774	0.	40.37774	-78.669438                                                                                                                               
70858	Portage, WI Urban Cluster	C	14239884	444014	5.498	0.171	43.549946	-89.467654                                                                                                                      
70885	Portageville, MO Urban Cluster	C	3985455	0	1.539	0.	36.430699	-89.701042                                                                                                                          
70912	Portales, NM Urban Cluster	C	14194914	957	5.481	0.	34.179531	-103.33886                                                                                                                           
70939	Port Angeles, WA Urban Cluster	C	40359048	6893	15.583	0.003	48.109938	-123.426267                                                                                                                 
70993	Port Arthur, TX Urbanized Area	U	273875084	12474867	105.744	4.817	29.962028	-93.954763                                                                                                            
71020	Port Barre, LA Urban Cluster	C	4331795	81367	1.673	0.031	30.553776	-91.960535                                                                                                                     
71047	Port Clinton, OH Urban Cluster	C	40277243	4299050	15.551	1.66	41.540691	-82.854432                                                                                                                
71074	Porterville, CA Urbanized Area	U	53316510	291108	20.586	0.112	36.074032	-119.031662                                                                                                               
71128	Port Hadlock-Irondale, WA Urban Cluster	C	9970591	37214	3.85	0.014	48.043463	-122.777922                                                                                                          
71155	Port Huron, MI Urbanized Area	U	156614400	1812617	60.469	0.7	42.958199	-82.485704                                                                                                                 
71182	Port Isabel--Laguna Heights, TX Urban Cluster	C	18009533	1762566	6.954	0.681	26.076715	-97.21332                                                                                                  
71209	Port Jervis, NY--PA Urban Cluster	C	27488048	510364	10.613	0.197	41.330079	-74.799536                                                                                                             
71236	Portland, IN Urban Cluster	C	7666933	0	2.96	0.	40.43402	-84.980489                                                                                                                                
71263	Portland, ME Urbanized Area	U	353238376	13345527	136.386	5.153	43.663695	-70.321874                                                                                                               
71290	Portland, MI Urban Cluster	C	9035182	193756	3.489	0.075	42.870295	-84.914326                                                                                                                      
71317	Portland, OR--WA Urbanized Area	U	1358322707	34723929	524.451	13.407	45.520404	-122.651087                                                                                                        
71344	Portland, TN--KY Urban Cluster	C	23553181	38238	9.094	0.015	36.586727	-86.517945                                                                                                                  
71371	Port Lavaca, TX Urban Cluster	C	14285918	27913	5.516	0.011	28.618005	-96.631836                                                                                                                   
71398	Portola, CA Urban Cluster	C	3747199	4955	1.447	0.002	39.811704	-120.474979                                                                                                                        
71452	Port St. Joe, FL Urban Cluster	C	7446508	2705	2.875	0.001	29.816067	-85.300757                                                                                                                    
71479	Port St. Lucie, FL Urbanized Area	U	538847696	53121224	208.05	20.51	27.264481	-80.302952                                                                                                          
71506	Portsmouth, NH--ME Urbanized Area	U	240231437	12562774	92.754	4.851	43.036368	-70.815359                                                                                                          
71533	Portsmouth, OH--KY Urban Cluster	C	51541870	3075443	19.9	1.187	38.753376	-82.949466                                                                                                               
71560	Port Townsend, WA Urban Cluster	C	12375453	214180	4.778	0.083	48.118123	-122.786075                                                                                                               
71614	Post, TX Urban Cluster	C	4776743	7170	1.844	0.003	33.194194	-101.382837                                                                                                                           
71641	Poteau, OK Urban Cluster	C	14022529	10646	5.414	0.004	35.076819	-94.632371                                                                                                                        
71668	Poteet, TX Urban Cluster	C	3379660	0	1.305	0.	29.038802	-98.575271                                                                                                                                
71695	Potosi, MO Urban Cluster	C	7190821	0	2.776	0.	37.943724	-90.77636                                                                                                                                 
71722	Potsdam, NY Urban Cluster	C	8645056	317576	3.338	0.123	44.669356	-74.988047                                                                                                                       
71749	Pottstown, PA Urbanized Area	U	204065162	1776608	78.79	0.686	40.271949	-75.64714                                                                                                                  
71776	Pottsville, PA Urban Cluster	C	59896035	789054	23.126	0.305	40.689161	-76.180545                                                                                                                  
71803	Poughkeepsie--Newburgh, NY--NJ Urbanized Area	U	849059087	55961706	327.824	21.607	41.555315	-73.987814                                                                                            
71830	Powell, WY Urban Cluster	C	6363350	0	2.457	0.	44.75545	-108.759103                                                                                                                                
71857	Prairie du Chien, WI--IA Urban Cluster	C	11638535	555418	4.494	0.214	43.047141	-91.144286                                                                                                         
71884	Prairie du Sac--Sauk City, WI Urban Cluster	C	8855287	33104	3.419	0.013	43.277675	-89.72806                                                                                                       
71911	Prairie Grove, AR Urban Cluster	C	3880842	2219	1.498	0.001	35.979665	-94.314306                                                                                                                   
71938	Prairie View, TX Urban Cluster	C	12933046	0	4.993	0.	30.08593	-95.995222                                                                                                                          
71965	Pratt, KS Urban Cluster	C	7154768	0	2.762	0.	37.646132	-98.736559                                                                                                                                 
72019	Premont, TX Urban Cluster	C	2732836	0	1.055	0.	27.358852	-98.125043                                                                                                                               
72073	Prescott, AR Urban Cluster	C	4809336	22579	1.857	0.009	33.800707	-93.381436                                                                                                                       
72100	Prescott, WI Urban Cluster	C	4323171	0	1.669	0.	44.753689	-92.791343                                                                                                                              
72112	Prescott Valley--Prescott, AZ Urbanized Area	U	131971837	0	50.955	0.	34.556292	-112.464724                                                                                                        
72120	Presidential Lakes Estates, NJ Urban Cluster	C	3063152	147977	1.183	0.057	39.908322	-74.575351                                                                                                    
72127	Presidio, TX Urban Cluster	C	5568870	0	2.15	0.	29.560204	-104.363054                                                                                                                              
72154	Presque Isle, ME Urban Cluster	C	13922076	156831	5.375	0.061	46.687027	-68.021097                                                                                                                 
72181	Preston, ID Urban Cluster	C	7753554	2707	2.994	0.001	42.093145	-111.869892                                                                                                                        
72208	Prestonsburg, KY Urban Cluster	C	13030888	845703	5.031	0.327	37.690754	-82.769441                                                                                                                 
72235	Price, UT Urban Cluster	C	24694938	0	9.535	0.	39.60748	-110.800997                                                                                                                                
72244	Priceville, AL Urban Cluster	C	9716431	53904	3.752	0.021	34.511173	-86.931583                                                                                                                     
72253	Prince Frederick, MD Urban Cluster	C	24189213	15004	9.34	0.006	38.543171	-76.578637                                                                                                               
72262	Princess Anne, MD Urban Cluster	C	9192337	31080	3.549	0.012	38.203575	-75.692676                                                                                                                  
72289	Princeton, IL Urban Cluster	C	14113983	0	5.449	0.	41.379122	-89.469283                                                                                                                            
72316	Princeton, IN Urban Cluster	C	10024890	14066	3.871	0.005	38.354124	-87.574506                                                                                                                     
72343	Princeton, KY Urban Cluster	C	12589968	28859	4.861	0.011	37.109524	-87.880924                                                                                                                     
72370	Princeton, MN Urban Cluster	C	8396610	90139	3.242	0.035	45.569089	-93.587005                                                                                                                      
72410	Princeville, HI Urban Cluster	C	6521175	278594	2.518	0.108	22.218483	-159.48504                                                                                                                   
72424	Prineville, OR Urban Cluster	C	16416429	0	6.338	0.	44.310136	-120.844284                                                                                                                          
72505	Providence, RI--MA Urbanized Area	U	1411530865	85280856	544.995	32.927	41.776323	-71.397401                                                                                                       
72532	Provincetown, MA Urban Cluster	C	5123007	0	1.978	0.	42.061195	-70.187889                                                                                                                          
72559	Provo--Orem, UT Urbanized Area	U	437454531	432746	168.902	0.167	40.27593	-111.735521                                                                                                              
72586	Pryor Creek, OK Urban Cluster	C	14292566	56345	5.518	0.022	36.296	-95.307207                                                                                                                      
72613	Pueblo, CO Urbanized Area	U	192518810	2029816	74.332	0.784	38.279119	-104.640472                                                                                                                  
72640	Pukalani--Makawao--Haiku-Pauwela, HI Urban Cluster	C	54616780	84644	21.088	0.033	20.850751	-156.317382                                                                                            
72667	Pulaski, TN Urban Cluster	C	13458615	0	5.196	0.	35.199979	-87.038489                                                                                                                              
72694	Pulaski, VA Urban Cluster	C	31330348	120879	12.097	0.047	37.050962	-80.758614                                                                                                                     
72721	Pulaski, WI Urban Cluster	C	3779042	0	1.459	0.	44.665668	-88.236301                                                                                                                               
72748	Pullman, WA Urban Cluster	C	17702084	0	6.835	0.	46.733159	-117.175321                                                                                                                             
72775	Punxsutawney, PA Urban Cluster	C	10092743	206963	3.897	0.08	40.94324	-78.974645                                                                                                                   
72829	Purcell, OK Urban Cluster	C	10442342	107462	4.032	0.041	35.018247	-97.378803                                                                                                                      
72856	Purcellville, VA Urban Cluster	C	16647950	65208	6.428	0.025	39.135257	-77.713216                                                                                                                  
72910	Quarryville, PA Urban Cluster	C	18487614	109380	7.138	0.042	39.897441	-76.234615                                                                                                                  
72937	Quartzsite, AZ Urban Cluster	C	7277863	0	2.81	0.	33.670677	-114.220625                                                                                                                            
73018	Quincy, FL Urban Cluster	C	20491172	0	7.912	0.	30.574942	-84.583043                                                                                                                               
73045	Quincy, IL Urban Cluster	C	60997498	103887	23.551	0.04	39.936081	-91.379314                                                                                                                       
73072	Quincy, WA Urban Cluster	C	7636830	0	2.949	0.	47.234632	-119.853784                                                                                                                               
73126	Quitman, GA Urban Cluster	C	7755894	53213	2.995	0.021	30.785539	-83.56319                                                                                                                         
73136	Quitman, TX Urban Cluster	C	8143189	243669	3.144	0.094	32.790777	-95.44268                                                                                                                        
73153	Racine, WI Urbanized Area	U	128187754	1219752	49.494	0.471	42.735978	-87.837451                                                                                                                   
73245	Rainbow Lakes Estates, FL Urban Cluster	C	16324694	0	6.303	0.	29.102242	-82.456907                                                                                                                
73261	Raleigh, NC Urbanized Area	U	1342221092	12501514	518.234	4.827	35.765687	-78.665266                                                                                                               
73288	Ramona, CA Urban Cluster	C	48520921	0	18.734	0.	33.027834	-116.846854                                                                                                                             
73300	Ramseur, NC Urban Cluster	C	7896195	145206	3.049	0.056	35.737423	-79.671802                                                                                                                       
73315	Rancho Calaveras--Valley Springs, CA Urban Cluster	C	19922904	8976	7.692	0.003	38.144049	-120.845677                                                                                              
73342	Rancho Murieta, CA Urban Cluster	C	10761350	0	4.155	0.	38.502279	-121.081496                                                                                                                      
73369	Rantoul, IL Urban Cluster	C	18328208	181595	7.077	0.07	40.293856	-88.156437                                                                                                                       
73396	Rapid City, SD Urbanized Area	U	109256785	163711	42.184	0.063	44.0837	-103.244558                                                                                                                 
73423	Rathdrum, ID Urban Cluster	C	6729259	0	2.598	0.	47.804999	-116.890251                                                                                                                             
73450	Raton, NM Urban Cluster	C	9741946	0	3.761	0.	36.8959	-104.439489                                                                                                                                  
73477	Ravena, NY Urban Cluster	C	11105726	33976	4.288	0.013	42.473922	-73.812103                                                                                                                        
73504	Ravenswood, WV Urban Cluster	C	5143530	155531	1.986	0.06	38.945883	-81.759236                                                                                                                     
73531	Rawlins, WY Urban Cluster	C	11857484	0	4.578	0.	41.793451	-107.229625                                                                                                                             
73554	Raymond, MS Urban Cluster	C	7365416	226239	2.844	0.087	32.248292	-90.407161                                                                                                                       
73585	Raymond, WA Urban Cluster	C	6653409	248431	2.569	0.096	46.663599	-123.787958                                                                                                                      
73612	Raymondville, TX Urban Cluster	C	15194787	93781	5.867	0.036	26.463231	-97.77922                                                                                                                   
73639	Rayne, LA Urban Cluster	C	13157725	0	5.08	0.	30.237858	-92.259439                                                                                                                                 
73666	Rayville, LA Urban Cluster	C	6343600	0	2.449	0.	32.470968	-91.758404                                                                                                                              
73693	Reading, PA Urbanized Area	U	269093607	3036053	103.898	1.172	40.363019	-75.948114                                                                                                                 
73720	Red Bluff, CA Urban Cluster	C	23737736	719544	9.165	0.278	40.171012	-122.227945                                                                                                                   
73747	Red Bud, IL Urban Cluster	C	5987577	57850	2.312	0.022	38.209467	-89.997465                                                                                                                        
73774	Redding, CA Urbanized Area	U	184041246	3598933	71.059	1.39	40.582188	-122.36344                                                                                                                   
73828	Red Hook, NY Urban Cluster	C	18367229	89694	7.092	0.035	42.007047	-73.89702                                                                                                                       
73882	Redmond, OR Urban Cluster	C	35207956	1879	13.594	0.001	44.274027	-121.180157                                                                                                                      
73909	Red Oak, IA Urban Cluster	C	6747442	0	2.605	0.	41.015196	-95.225205                                                                                                                               
73936	Red Springs, NC Urban Cluster	C	7984636	0	3.083	0.	34.810687	-79.174514                                                                                                                           
73963	Red Wing, MN Urban Cluster	C	18743774	52663	7.237	0.02	44.554442	-92.550637                                                                                                                       
73990	Redwood Falls, MN Urban Cluster	C	6977339	256054	2.694	0.099	44.540708	-95.111406                                                                                                                 
74044	Reedley--Dinuba, CA Urban Cluster	C	29665664	102282	11.454	0.039	36.571532	-119.423409                                                                                                            
74071	Reedsburg, WI Urban Cluster	C	12437370	60435	4.802	0.023	43.53603	-89.997413                                                                                                                      
74098	Reedsport, OR Urban Cluster	C	6228537	499543	2.405	0.193	43.699933	-124.123204                                                                                                                    
74125	Refugio, TX Urban Cluster	C	3765451	0	1.454	0.	28.307259	-97.275171                                                                                                                               
74142	Reidsville, GA Urban Cluster	C	8696466	26099	3.358	0.01	32.060563	-82.142423                                                                                                                      
74152	Reidsville, NC Urban Cluster	C	29274964	78311	11.303	0.03	36.344466	-79.66883                                                                                                                     
74179	Reno, NV--CA Urbanized Area	U	426153062	1292878	164.539	0.499	39.532616	-119.795892                                                                                                               
74206	Rensselaer, IN Urban Cluster	C	7429370	12773	2.868	0.005	40.935218	-87.152169                                                                                                                     
74260	Rexburg, ID Urban Cluster	C	18210805	69765	7.031	0.027	43.827287	-111.785653                                                                                                                      
74287	Reynoldsville, PA Urban Cluster	C	4137219	32002	1.597	0.012	41.094894	-78.887735                                                                                                                  
74314	Rhinebeck, NY Urban Cluster	C	5156369	57312	1.991	0.022	41.929031	-73.906792                                                                                                                      
74341	Rhinelander, WI Urban Cluster	C	22685691	3489959	8.759	1.347	45.645473	-89.432358                                                                                                                 
74368	Rice Lake, WI Urban Cluster	C	16540487	3523290	6.386	1.36	45.495152	-91.731892                                                                                                                    
74395	Richfield, UT Urban Cluster	C	6845602	0	2.643	0.	38.767829	-112.087739                                                                                                                            
74449	Richgrove, CA Urban Cluster	C	741346	0	0.286	0.	35.79892	-119.106345                                                                                                                              
74557	Richland Center, WI Urban Cluster	C	7118178	171619	2.748	0.066	43.339595	-90.384686                                                                                                               
74584	Richlands, VA Urban Cluster	C	21366580	222138	8.25	0.086	37.084195	-81.794324                                                                                                                     
74601	Richlands South, NC Urban Cluster	C	25764455	228115	9.948	0.088	34.829779	-77.549991                                                                                                              
74638	Richmond, IN--OH Urban Cluster	C	62463783	571756	24.117	0.221	39.831084	-84.889711                                                                                                                
74665	Richmond, KY Urban Cluster	C	42663248	165661	16.472	0.064	37.747376	-84.305866                                                                                                                    
74692	Richmond, MI Urban Cluster	C	8802304	90906	3.399	0.035	42.810558	-82.752173                                                                                                                       
74719	Richmond, MO Urban Cluster	C	8947271	32998	3.455	0.013	39.268057	-93.969074                                                                                                                       
74746	Richmond, VA Urbanized Area	U	1275956808	21874840	492.65	8.446	37.477942	-77.487983                                                                                                               
74827	Ridgecrest, CA Urban Cluster	C	46917860	1077	18.115	0.	35.625919	-117.684029                                                                                                                      
74840	Ridgefield, WA Urban Cluster	C	5698915	0	2.2	0.	45.812808	-122.729697                                                                                                                             
74854	Ridgeland, SC Urban Cluster	C	14115886	38078	5.45	0.015	32.481192	-80.969386                                                                                                                      
74881	Ridge Manor, FL Urban Cluster	C	7901550	103280	3.051	0.04	28.512617	-82.183872                                                                                                                    
74908	Ridgway, PA Urban Cluster	C	8017624	94891	3.096	0.037	41.42649	-78.732883                                                                                                                         
74935	Rifle, CO Urban Cluster	C	10118552	0	3.907	0.	39.540585	-107.773443                                                                                                                               
74962	Rigby, ID Urban Cluster	C	21675609	39401	8.369	0.015	43.664836	-111.913207                                                                                                                        
74989	Rincon, GA Urban Cluster	C	21281874	14197	8.217	0.005	32.281366	-81.227939                                                                                                                        
75016	Rio Bravo--El Cenizo, TX Urban Cluster	C	12274118	18438	4.739	0.007	27.347298	-99.495245                                                                                                          
75043	Rio Dell, CA Urban Cluster	C	4750283	97820	1.834	0.038	40.494756	-124.103884                                                                                                                      
75072	Rio Grande City--Roma, TX Urban Cluster	C	69497712	0	26.833	0.	26.375236	-98.850727                                                                                                               
75080	Rio Hondo, TX Urban Cluster	C	9457725	150139	3.652	0.058	26.232386	-97.580355                                                                                                                     
75089	Rio Rico Northeast, AZ Urban Cluster	C	4578815	0	1.768	0.	31.481588	-110.977124                                                                                                                   
75097	Rio Vista, CA Urban Cluster	C	8207910	0	3.169	0.	38.170341	-121.701945                                                                                                                            
75124	Ripley, MS Urban Cluster	C	8393549	0	3.241	0.	34.734432	-88.949267                                                                                                                                
75151	Ripley, TN Urban Cluster	C	24274823	39434	9.373	0.015	35.736154	-89.541381                                                                                                                        
75178	Ripley, WV Urban Cluster	C	9968136	451535	3.849	0.174	38.818705	-81.735953                                                                                                                        
75205	Ripon, WI Urban Cluster	C	9594196	117620	3.704	0.045	43.844864	-88.839453                                                                                                                         
75270	Riverdale, CA Urban Cluster	C	2306821	0	0.891	0.	36.431071	-119.862054                                                                                                                            
75286	River Falls, WI Urban Cluster	C	19824897	208105	7.654	0.08	44.860217	-92.613215                                                                                                                   
75340	Riverside--San Bernardino, CA Urbanized Area	U	1413081737	6709702	545.594	2.591	33.985049	-117.341972                                                                                             
75367	Riverton, WY Urban Cluster	C	18384884	206	7.098	0.	43.031801	-108.397751                                                                                                                          
75394	Roanoke, AL Urban Cluster	C	10967929	45067	4.235	0.017	33.148503	-85.36641                                                                                                                        
75421	Roanoke, VA Urbanized Area	U	321624793	1841800	124.18	0.711	37.290783	-79.976293                                                                                                                  
75448	Roanoke Rapids, NC Urban Cluster	C	42150762	154355	16.275	0.06	36.450617	-77.648931                                                                                                               
75475	Roaring Spring, PA Urban Cluster	C	18579700	0	7.174	0.	40.339521	-78.384292                                                                                                                       
75502	Robertsdale, AL Urban Cluster	C	18108881	186844	6.992	0.072	30.561397	-87.718939                                                                                                                  
75529	Robinson, IL Urban Cluster	C	13943726	29100	5.384	0.011	39.004515	-87.733389                                                                                                                      
75556	Robstown, TX Urban Cluster	C	8985621	0	3.469	0.	27.791124	-97.668921                                                                                                                              
75583	Rochelle, IL Urban Cluster	C	19632769	49946	7.58	0.019	41.922219	-89.076322                                                                                                                       
75610	Rochester, IN Urban Cluster	C	11139649	2893355	4.301	1.117	41.058441	-86.2024                                                                                                                     
75637	Rochester, MN Urbanized Area	U	130662834	657633	50.449	0.254	44.020374	-92.480171                                                                                                                 
75664	Rochester, NY Urbanized Area	U	840116219	17239312	324.371	6.656	43.137608	-77.568207                                                                                                              
75691	Rockdale, TX Urban Cluster	C	8214990	0	3.172	0.	30.655668	-97.009635                                                                                                                              
75718	Rockford, IL Urbanized Area	U	395844187	4912613	152.836	1.897	42.295097	-89.010805                                                                                                                
75732	Rockford, MN Urban Cluster	C	6842546	72503	2.642	0.028	45.091058	-93.741574                                                                                                                       
75745	Rock Hill, SC Urbanized Area	U	248237297	1377987	95.845	0.532	34.960446	-81.034068                                                                                                                
75772	Rockingham--Hamlet, NC Urban Cluster	C	64496392	160868	24.902	0.062	34.915201	-79.741522                                                                                                          
75799	Rockland, ME Urban Cluster	C	16207937	65320	6.258	0.025	44.117087	-69.115876                                                                                                                      
75826	Rockmart, GA Urban Cluster	C	18478846	167155	7.135	0.065	34.010925	-85.061799                                                                                                                     
75853	Rockport, TX Urban Cluster	C	42477921	1891222	16.401	0.73	28.047279	-97.057873                                                                                                                    
75880	Rock Springs, WY Urban Cluster	C	36384426	0	14.048	0.	41.595451	-109.240766                                                                                                                       
75907	Rock Valley, IA Urban Cluster	C	4066849	0	1.57	0.	43.201198	-96.294505                                                                                                                            
75934	Rockville, IN Urban Cluster	C	12024225	22328	4.643	0.009	39.776499	-87.264304                                                                                                                     
75961	Rocky Ford, CO Urban Cluster	C	4581032	0	1.769	0.	38.049554	-103.725102                                                                                                                           
75988	Rocky Mount, NC Urbanized Area	U	119066983	272623	45.972	0.105	35.960053	-77.83026                                                                                                                
76015	Rocky Mount, VA Urban Cluster	C	18875602	112721	7.288	0.044	37.004398	-79.884762                                                                                                                  
76042	Rogers City, MI Urban Cluster	C	3636104	0	1.404	0.	45.419462	-83.822301                                                                                                                           
76059	Rogersville, MO Urban Cluster	C	3349937	0	1.293	0.	37.116267	-93.055965                                                                                                                           
76069	Rogersville, TN Urban Cluster	C	15587309	537753	6.018	0.208	36.398883	-83.013273                                                                                                                  
76123	Rolla, MO Urban Cluster	C	27080031	39232	10.456	0.015	37.943928	-91.762096                                                                                                                        
76177	Romancoke, MD Urban Cluster	C	9818700	620038	3.791	0.239	38.90189	-76.354277                                                                                                                      
76204	Rome, GA Urbanized Area	U	123527897	1893180	47.694	0.731	34.256159	-85.174734                                                                                                                     
76231	Rome, NY Urban Cluster	C	56261882	158326	21.723	0.061	43.232984	-75.442413                                                                                                                        
76258	Roosevelt, UT Urban Cluster	C	8136883	0	3.142	0.	40.305406	-109.989391                                                                                                                            
76285	Rosamond, CA Urban Cluster	C	16414281	32394	6.338	0.013	34.862342	-118.180373                                                                                                                     
76312	Roseau, MN Urban Cluster	C	6471961	0	2.499	0.	48.843845	-95.760946                                                                                                                                
76339	Roseburg, OR Urban Cluster	C	49915180	1275194	19.272	0.492	43.219397	-123.346766                                                                                                                  
76366	Rose Hill, KS Urban Cluster	C	2874328	0	1.11	0.	37.567347	-97.132902                                                                                                                              
76447	Roswell, NM Urban Cluster	C	69920628	149458	26.997	0.058	33.366229	-104.527988                                                                                                                    
76474	Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area	U	395438073	48866086	152.68	18.867	42.417065	-88.152699                                                                               
76501	Roxboro, NC Urban Cluster	C	18954973	7119	7.319	0.003	36.399407	-78.983258                                                                                                                        
76528	Roxborough Park, CO Urban Cluster	C	6438830	0	2.486	0.	39.467877	-105.078633                                                                                                                      
76582	Royston, GA Urban Cluster	C	7247504	42383	2.798	0.016	34.285818	-83.111787                                                                                                                        
76595	Ruckersville, VA Urban Cluster	C	17822979	158317	6.881	0.061	38.214101	-78.384757                                                                                                                 
76609	Rugby, ND Urban Cluster	C	3888428	0	1.501	0.	48.365727	-99.992619                                                                                                                                 
76636	Ruidoso, NM Urban Cluster	C	22398081	0	8.648	0.	33.323786	-105.663966                                                                                                                             
76663	Ruleville, MS Urban Cluster	C	3477990	21825	1.343	0.008	33.729091	-90.54889                                                                                                                       
76690	Rumford, ME Urban Cluster	C	5057024	241948	1.953	0.093	44.552529	-70.547448                                                                                                                       
