GEOID,GNIS ID,Name,Short Name,State,County GEOID,Urban Area GEOID,FIPS Class,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
3375140,2378092,Suncook Census Designated Place,Suncook,NH,33013,53740,U1,5379,2408,9642393,481003,43.1382013,-71.4530076
3377100,2378093,Tilton Northfield Census Designated Place,Tilton Northfield,NH,33001,31330,U2,3075,1335,7343694,261968,43.4429977,-71.5937039
3383700,2378094,West Swanzey Census Designated Place,West Swanzey,NH,33005,,U1,1308,617,6682501,47319,42.8707049,-72.3224975
3384340,2378095,Whitefield Census Designated Place,Whitefield,NH,33007,,U1,1142,544,3410661,0,44.3716256,-71.6106333
3385140,2378096,Wilton Census Designated Place,Wilton,NH,33011,61165,U1,1163,498,5458535,0,42.8469708,-71.7359839
3385460,2378097,Winchester Census Designated Place,Winchester,NH,33005,,U1,1733,738,7712583,21524,42.7769373,-72.3850523
3386340,2378098,Wolfeboro Census Designated Place,Wolfeboro,NH,33003,,U1,2838,1858,17611020,846959,43.5912983,-71.2092409
3387140,2378099,Woodsville Census Designated Place,Woodsville,NH,33009,,U1,1126,558,2271155,63295,44.1452324,-72.0287469
4403520,2378100,Ashaway Census Designated Place,Ashaway,RI,44009,64135,U1,1485,617,6159380,107804,41.425936,-71.7852349
4404960,2378101,Barrington Census Designated Place,Barrington,RI,44001,,U1,,,,,41.7342353,-71.319294
4408020,2378102,Bradford Census Designated Place,Bradford,RI,44009,,U1,1406,541,4719706,40787,41.3944665,-71.7539812
4409460,2378103,Bristol Census Designated Place,Bristol,RI,44001,,U1,,,,,41.6761682,-71.273304
4420260,2378104,Cumberland Hill Census Designated Place,Cumberland Hill,RI,44007,72505,U1,7934,3271,8238159,515431,41.9736108,-71.4604754
4431600,2378105,Greenville Census Designated Place,Greenville,RI,44007,72505,U1,8658,3610,13209990,1477560,41.8798909,-71.5550132
4433400,2378106,Harrisville Census Designated Place,Harrisville,RI,44007,72505,U1,1605,758,2103497,109414,41.9686887,-71.6767642
4434660,2378107,Hope Valley Census Designated Place,Hope Valley,RI,44009,,U1,1612,715,8606238,527609,41.5150692,-71.7200694
4438980,2378108,Kingston Census Designated Place,Kingston,RI,44009,72505,U1,6974,788,4031260,17479,41.4737361,-71.5235633
4448700,2378110,Narragansett Pier Census Designated Place,Narragansett Pier,RI,44009,72505,U1,3409,2215,9235422,856432,41.4279713,-71.4671713
4450140,2378111,Newport East Census Designated Place,Newport East,RI,44005,72505,U2,11769,5730,14888203,524563,41.5159305,-71.2877678
4451940,2378112,North Providence Census Designated Place,North Providence,RI,44007,,U1,,,,,41.8615005,-71.457517
4454460,2378113,Pascoag Census Designated Place,Pascoag,RI,44007,72505,U1,4577,1860,12988607,1272283,41.9518804,-71.7040436
4470700,2378114,Tiverton Census Designated Place,Tiverton,RI,44005,72505,U1,7557,3659,10826359,6333538,41.6540981,-71.2011435
4472500,2378115,Valley Falls Census Designated Place,Valley Falls,RI,44007,72505,U1,11547,4807,9153590,322855,41.9232367,-71.3921538
4473130,2378116,Wakefield-Peacedale Census Designated Place,Wakefield-Peacedale,RI,44009,72505,U2,8487,3720,12648057,686312,41.4460767,-71.5004066
4476820,2378117,Westerly Census Designated Place,Westerly,RI,44009,64135,U1,17936,8577,41009413,1768243,41.372262,-71.8069402
4478260,2378118,West Warwick Census Designated Place,West Warwick,RI,44003,,U1,,,,,41.6796442,-71.521784
5001375,2378119,Arlington Census Designated Place,Arlington,VT,50003,,U1,1213,622,9531047,148649,43.0691269,-73.1475044
5004750,2378120,Bennington Census Designated Place,Bennington,VT,50003,06922,U1,9074,4122,12511980,92889,42.8746123,-73.1852187
5007225,2378121,Bradford Census Designated Place,Bradford,VT,50017,,U1,788,348,1404281,44293,43.9959822,-72.1266687
5007675,2378122,Brandon Census Designated Place,Brandon,VT,50021,,U1,1648,790,7330278,11574,43.8010576,-73.084267
5007975,2378123,Brattleboro Census Designated Place,Brattleboro,VT,50025,09703,U1,7414,3748,10903106,908020,42.8589579,-72.562638
5008950,2378124,Bristol Census Designated Place,Bristol,VT,50001,,U1,2030,912,5511780,69466,44.1383421,-73.0874007
5013600,2378125,Chester Census Designated Place,Chester,VT,50027,,U1,1005,570,3263112,85828,43.2647356,-72.5935081
5025450,2378126,Fair Haven Census Designated Place,Fair Haven,VT,50021,28819,U1,2269,1077,7097088,75547,43.5927777,-73.2694093
5035725,2378128,Island Pond Census Designated Place,Island Pond,VT,50009,,U1,821,539,10796145,992759,44.8125381,-71.8862023
5042925,2378129,Manchester Center Census Designated Place,Manchester Center,VT,50003,,U1,2120,1261,11701303,42340,43.1821488,-73.0361893
5044275,2378130,Middlebury Census Designated Place,Middlebury,VT,50001,56737,U1,6588,2227,36029297,477388,44.0078257,-73.1574985
5045175,2378131,Milton Census Designated Place,Milton,VT,50007,57402,U1,1861,770,4563050,160414,44.6351597,-73.1155094
5059050,2378132,Richford Census Designated Place,Richford,VT,50011,,U1,1361,641,4802301,100294,44.9951967,-72.6646793
5062125,2378133,Saint Johnsbury Census Designated Place,Saint Johnsbury,VT,50005,77689,U1,6193,2939,33284543,584322,44.4287226,-72.0115374
5066025,2378134,South Barre Census Designated Place,South Barre,VT,50023,05221,U1,1219,560,5078818,8963,44.1645973,-72.5037593
5069475,2378135,Springfield Census Designated Place,Springfield,VT,50027,84007,U1,3979,1958,5946392,199367,43.2890447,-72.4759197
5075850,2378136,Wallingford Census Designated Place,Wallingford,VT,50021,,U1,830,396,4296138,35772,43.4748494,-72.9675288
5078850,2378137,West Brattleboro Census Designated Place,West Brattleboro,VT,50025,09703,U1,2740,1388,4234661,15036,42.8558839,-72.6017543
5082375,2378138,West Rutland Census Designated Place,West Rutland,VT,50021,77014,U1,2024,942,9535344,49648,43.5971916,-73.0450722
2529230,2378139,Hatfield Census Designated Place,Hatfield,MA,25015,,U1,1318,627,6027503,220591,42.3719459,-72.6068915
2530175,2378140,Hingham Census Designated Place,Hingham,MA,25023,09271,U1,5650,2114,8024304,161213,42.2365158,-70.8879801
2530420,2378141,Holbrook Census Designated Place,Holbrook,MA,25021,09271,U1,10791,4274,18790360,282105,42.1470512,-71.0056833
2530630,2378142,Holland Census Designated Place,Holland,MA,25013,,U1,1464,957,6872784,1587407,42.0544968,-72.1530554
2530980,2378143,Hopedale Census Designated Place,Hopedale,MA,25027,09271,U1,3753,1543,4475544,9865,42.1279691,-71.5410627
2531050,2378144,Hopkinton Census Designated Place,Hopkinton,MA,25017,09271,U1,2550,1028,3968790,8904,42.2235767,-71.5228235
2531295,2378145,Housatonic Census Designated Place,Housatonic,MA,25003,34678,U1,1109,571,2308312,222590,42.2487919,-73.3626584
2531575,2378146,Hudson Census Designated Place,Hudson,MA,25017,09271,U1,14907,6381,14872313,455545,42.3918244,-71.5644962
2531680,2378147,Hull Census Designated Place,Hull,MA,25023,09271,U1,10293,5762,7413858,65650640,42.3084913,-70.8792397
2532275,2378148,Ipswich Census Designated Place,Ipswich,MA,25009,09271,U1,4222,1979,4245885,269323,42.6792206,-70.8307251
2533185,2378149,Kingston Census Designated Place,Kingston,MA,25023,09271,U1,5591,2496,12449635,3816426,41.9965393,-70.7224815
2534620,2378150,Lee Census Designated Place,Lee,MA,25003,48745,U1,2051,984,3430977,94415,42.3068503,-73.2503981
2534935,2378151,Lenox Census Designated Place,Lenox,MA,25003,48745,U1,1675,1120,4683255,25159,42.3587489,-73.2854575
2535250,2378152,Lexington Census Designated Place,Lexington,MA,25017,09271,U1,31394,12019,42563352,534223,42.4456303,-71.2307065
2536020,2378153,Littleton Common Census Designated Place,Littleton Common,MA,25017,09271,U1,2789,1229,9167556,423043,42.5352523,-71.4727473
2536335,2378154,Longmeadow Census Designated Place,Longmeadow,MA,25013,83926,U1,15784,5948,23541604,1323320,42.0475635,-72.5719512
2537385,2378155,Lunenburg Census Designated Place,Lunenburg,MA,25027,49096,U1,1760,700,9835029,0,42.5934209,-71.7269694
2537595,2378156,Lynnfield Census Designated Place,Lynnfield,MA,25009,09271,U1,11596,4354,25521965,1525115,42.5356326,-71.0381611
2538230,2378157,Mansfield Center Census Designated Place,Mansfield Center,MA,25005,09271,U2,7360,3300,7138205,160224,42.0224928,-71.2180556
2538435,2378158,Marblehead Census Designated Place,Marblehead,MA,25009,09271,U1,19808,8838,11333101,39382861,42.4928085,-70.8348864
2538575,2378159,Marion Center Census Designated Place,Marion Center,MA,25023,05167,U2,1111,606,2703258,198178,41.7042417,-70.7628643
2538820,2378160,Marshfield Census Designated Place,Marshfield,MA,25023,09271,U1,4335,1856,13126846,197093,42.093962,-70.7048647
2538960,2378161,Marshfield Hills Census Designated Place,Marshfield Hills,MA,25023,09271,U1,2356,904,11870607,911866,42.1486162,-70.7314825
2539152,2378162,Mashpee Neck Census Designated Place,Mashpee Neck,MA,25001,05167,U1,1000,614,3279392,482611,41.6117822,-70.4667084
2539485,2378163,Mattapoisett Center Census Designated Place,Mattapoisett Center,MA,25023,61786,U2,2915,1655,12777537,0,41.6665825,-70.8054129
2539660,2378164,Maynard Census Designated Place,Maynard,MA,25017,09271,U1,10106,4447,13492063,402677,42.4263949,-71.4561056
2539730,2378165,Medfield Census Designated Place,Medfield,MA,25021,09271,U1,6483,2506,12814980,233150,42.1870213,-71.3031789
2540885,2378166,Middleborough Center Census Designated Place,Middleborough Center,MA,25023,09271,U2,7319,3004,10172476,257984,41.8945378,-70.926062
2541200,2378167,Milford Census Designated Place,Milford,MA,25027,09271,U1,25055,10337,26299781,610714,42.1477104,-71.5167062
2541410,2378168,Millers Falls Census Designated Place,Millers Falls,MA,25011,34975,U1,1139,518,2363496,119396,42.5792277,-72.4925443
2541532,2378169,Millis-Clicquot Census Designated Place,Millis-Clicquot,MA,25021,09271,U2,4403,1840,8106212,97925,42.1648043,-71.3544228
2541725,2378170,Milton Census Designated Place,Milton,MA,25021,09271,U1,27003,9700,33697892,780851,42.2412565,-71.0843159
2541960,2378171,Monomoscoy Island Census Designated Place,Monomoscoy Island,MA,25001,05167,U1,147,144,599605,0,41.5664578,-70.507356
2542180,2378172,Monson Center Census Designated Place,Monson Center,MA,25013,83926,U2,2107,935,8688783,28657,42.0989841,-72.3048089
2542670,2378173,Monument Beach Census Designated Place,Monument Beach,MA,25001,05167,U1,2790,1545,6686670,2280697,41.7187172,-70.6071045
2543615,2378174,Nahant Census Designated Place,Nahant,MA,25009,09271,U1,3410,1677,2708893,37778573,42.4145896,-70.9142273
2543755,2378175,Nantucket Census Designated Place,Nantucket,MA,25019,61003,U1,7446,6554,15512649,1899885,41.2724683,-70.0947417
2544140,2378176,Needham Census Designated Place,Needham,MA,25021,09271,U1,28886,11122,31853574,1090913,42.2814129,-71.2410574
2545500,2378177,New Seabury Census Designated Place,New Seabury,MA,25001,05167,U1,717,1739,6200109,433169,41.5689515,-70.4808454
2546295,2378178,North Amherst Census Designated Place,North Amherst,MA,25015,83926,U1,6819,1935,5515239,3930,42.4073566,-72.522729
2546585,2378179,North Attleborough Center Census Designated Place,North Attleborough Center,MA,25021,,U2,,,,,41.9726313,-71.324743
2546785,2378180,Northborough Census Designated Place,Northborough,MA,25027,97291,U1,6167,2427,8506692,73273,42.3110318,-71.6450249
2547100,2378181,North Brookfield Census Designated Place,North Brookfield,MA,25027,63568,U1,2265,1089,3821554,0,42.2711685,-72.0842106
2547590,2378182,North Eastham Census Designated Place,North Eastham,MA,25001,05167,U1,1806,2836,8916742,22039737,41.8463741,-70.0153097
2547730,2378183,North Falmouth Census Designated Place,North Falmouth,MA,25001,05167,U1,3084,2588,10081647,7049418,41.6410724,-70.6336667
2547800,2378184,Northfield Census Designated Place,Northfield,MA,25011,,U1,1089,600,11533494,45515,42.7067245,-72.4356682
2548220,2378185,North Lakeville Census Designated Place,North Lakeville,MA,25023,61786,U1,2630,1098,13064344,336604,41.8620057,-70.9410725
2548710,2378186,North Pembroke Census Designated Place,North Pembroke,MA,25023,09271,U1,3292,1241,11590054,3887,42.0988995,-70.7822765
2548780,2378187,North Plymouth Census Designated Place,North Plymouth,MA,25023,09271,U1,3600,1675,3222349,5772766,41.979285,-70.677709
2549165,2378188,North Scituate Census Designated Place,North Scituate,MA,25023,09271,U1,5077,1962,9715138,147597,42.212129,-70.7651249
2549200,2378189,North Seekonk Census Designated Place,North Seekonk,MA,25005,72505,U1,2643,1030,3623012,66915,41.8882459,-71.3297331
2549700,2378190,Northwest Harwich Census Designated Place,Northwest Harwich,MA,25001,05167,U2,3929,3425,20678042,3037052,41.6915994,-70.1026046
2549710,2378191,North Westport Census Designated Place,North Westport,MA,25005,72505,U1,4571,1993,13429722,2558518,41.6626275,-71.1124183
2550005,2378192,Norton Center Census Designated Place,Norton Center,MA,25005,09271,U2,2671,469,4394995,272665,41.9725369,-71.1853525
2550285,2378193,Norwood Census Designated Place,Norwood,MA,25021,09271,U1,28602,12479,26878355,449229,42.1860474,-71.1948197
2550862,2378194,Ocean Bluff-Brant Rock Census Designated Place,Ocean Bluff-Brant Rock,MA,25023,09271,U2,4970,2880,5632310,5735173,42.102354,-70.6573763
2550880,2378195,Ocean Grove Census Designated Place,Ocean Grove,MA,25005,72505,U1,2811,1310,1713850,454899,41.7281645,-71.2097829
2551160,2378196,Onset Census Designated Place,Onset,MA,25023,05167,U1,1573,1259,2792700,559147,41.7481264,-70.66699
2551230,2378197,Orange Census Designated Place,Orange,MA,25011,03790,U1,4018,1677,15526807,168286,42.5972133,-72.3031981
2551405,2378198,Orleans Census Designated Place,Orleans,MA,25001,05167,U1,1621,1322,6007550,401385,41.790114,-70.0015466
2551790,2378199,Oxford Census Designated Place,Oxford,MA,25027,97291,U1,6103,2454,8972223,576650,42.1160488,-71.8704796
2552070,2378200,Palmer Census Designated Place,Palmer,MA,25013,,U1,,,,,42.1611184,-72.318455
2552770,2378201,Pepperell Census Designated Place,Pepperell,MA,25017,61165,U1,2504,1036,5363526,183917,42.6694888,-71.5904134
2553680,2378202,Pinehurst Census Designated Place,Pinehurst,MA,25017,09271,U1,7152,2429,9659174,98588,42.5333557,-71.2339554
2554275,2378203,Plymouth Census Designated Place,Plymouth,MA,25023,09271,U1,7494,3622,5804699,4250671,41.9578757,-70.663581
2554450,2378204,Pocasset Census Designated Place,Pocasset,MA,25001,05167,U1,2851,2377,9531568,15807914,41.6885689,-70.6381411
2555070,2378205,Popponesset Census Designated Place,Popponesset,MA,25001,05167,U1,220,623,791665,30035,41.5739446,-70.4633729
2555090,2378206,Popponesset Island Census Designated Place,Popponesset Island,MA,25001,05167,U1,26,71,186397,802833,41.5855019,-70.4589923
2555535,2378207,Provincetown Census Designated Place,Provincetown,MA,25001,72532,U1,2642,4263,4629286,8929482,42.0492907,-70.1752902
2556095,2378209,Raynham Center Census Designated Place,Raynham Center,MA,25005,09271,U1,4100,1551,10919100,326702,41.9327106,-71.0430857
2556165,2378210,Reading Census Designated Place,Reading,MA,25017,09271,U1,24747,9617,25837146,36333,42.5350544,-71.105573
2557845,2378211,Rockport Census Designated Place,Rockport,MA,25009,09271,U1,4966,3163,10308749,276569,42.6451207,-70.6158291
2558370,2378212,Rowley Census Designated Place,Rowley,MA,25009,09271,U1,1416,607,4439854,71413,42.7186322,-70.8749746
2558790,2378213,Rutland Census Designated Place,Rutland,MA,25027,97291,U1,2111,910,7642016,625011,42.364482,-71.9562921
2558965,2378214,Sagamore Census Designated Place,Sagamore,MA,25001,05167,U1,3623,1775,8620056,462641,41.7841534,-70.533199
2559210,2378215,Salisbury Census Designated Place,Salisbury,MA,25009,09271,U1,4869,3235,15222087,4881270,42.83443,-70.8392411
2559700,2378216,Sandwich Census Designated Place,Sandwich,MA,25001,05167,U1,2962,1829,9403350,484001,41.7573212,-70.4996003
2560050,2378217,Saugus Census Designated Place,Saugus,MA,25009,09271,U1,26628,10775,27907443,2556901,42.4680564,-71.0144316
2560295,2378218,Scituate Census Designated Place,Scituate,MA,25023,09271,U1,5245,2338,11157177,1561572,42.1864191,-70.7341093
2560505,2378219,Seabrook Census Designated Place,Seabrook,MA,25001,05167,U1,455,261,911643,6462,41.5831145,-70.4991757
2560627,2378220,Seconsett Island Census Designated Place,Seconsett Island,MA,25001,05167,U1,100,131,266476,12635,41.5660969,-70.5123137
2560820,2378221,Sharon Census Designated Place,Sharon,MA,25021,09271,U1,5658,2145,7749463,101896,42.117398,-71.1835121
2561205,2378222,Shelburne Falls Census Designated Place,Shelburne Falls,MA,25011,,U1,1731,902,6562906,215826,42.6062698,-72.7433469
2561555,2378223,Shirley Census Designated Place,Shirley,MA,25017,09271,U1,1441,709,3414819,43936,42.5397738,-71.6585988
2562300,2378224,Smith Mills Census Designated Place,Smith Mills,MA,25005,61786,U1,4760,2000,12083586,181205,41.6431561,-70.9919395
2562465,2378225,Somerset Census Designated Place,Somerset,MA,25005,72505,U1,18165,7394,20462942,10340179,41.7194866,-71.1848412
2562675,2378226,South Amherst Census Designated Place,South Amherst,MA,25015,83926,U1,4994,1571,10950910,63370,42.3389181,-72.5194478
2562780,2378227,South Ashburnham Census Designated Place,South Ashburnham,MA,25027,49096,U1,1062,415,7732868,28425,42.6138114,-71.9383849
2563305,2378228,Southbridge Census Designated Place,Southbridge,MA,25027,,U1,,,,,42.0871166,-72.034794
2563620,2378229,South Deerfield Census Designated Place,South Deerfield,MA,25011,83156,U1,1880,897,8169440,282991,42.4795256,-72.5947365
2563655,2378230,South Dennis Census Designated Place,South Dennis,MA,25001,05167,U1,3643,2742,11785192,516168,41.7051472,-70.1537093
2563690,2378231,South Duxbury Census Designated Place,South Duxbury,MA,25023,09271,U1,3360,1342,7602522,3817768,42.0167563,-70.6891633
2564460,2378232,South Lancaster Census Designated Place,South Lancaster,MA,25027,97291,U1,1894,776,3418127,38801,42.4373187,-71.6919902
2566035,2378233,South Yarmouth Census Designated Place,South Yarmouth,MA,25001,05167,U1,11092,8056,18015446,2213487,41.6686158,-70.2004992
2566070,2378234,Spencer Census Designated Place,Spencer,MA,25027,97291,U1,5700,2798,5463145,162237,42.2450882,-71.9924756
2567700,2378235,Stoneham Census Designated Place,Stoneham,MA,25017,09271,U1,21437,9458,15578795,1632658,42.4740893,-71.0971623
2568120,2378236,Sturbridge Census Designated Place,Sturbridge,MA,25027,97291,U1,2253,899,13787233,195155,42.100114,-72.0634545
2568680,2378237,Swampscott Census Designated Place,Swampscott,MA,25009,09271,U1,13787,5888,7826791,9550187,42.4679873,-70.8923852
2569205,2378238,Teaticket Census Designated Place,Teaticket,MA,25001,05167,U1,1692,1645,2729380,765239,41.5623949,-70.5857301
2569730,2378239,Three Rivers Census Designated Place,Three Rivers,MA,25013,,U1,,,,,42.1778062,-72.368866
2570115,2378240,Topsfield Census Designated Place,Topsfield,MA,25009,09271,U1,2717,1022,7011632,101435,42.6393094,-70.9551351
2570325,2378241,Townsend Census Designated Place,Townsend,MA,25017,09271,U1,1128,526,4386815,79592,42.6716706,-71.7040647
2570815,2378242,Turners Falls Census Designated Place,Turners Falls,MA,25011,34975,U1,4470,2173,4922834,1029213,42.5975116,-72.5572702
2571445,2378243,Upton Census Designated Place,Upton,MA,25027,97291,U1,3013,1261,6397308,207602,42.1764247,-71.6140316
2571970,2378244,Vineyard Haven Census Designated Place,Vineyard Haven,MA,25007,90757,U1,2114,1577,3197179,873058,41.4569892,-70.6048234
2572250,2378245,Wakefield Census Designated Place,Wakefield,MA,25017,09271,U1,24932,10500,19146179,1560573,42.5035044,-71.0655909
2572460,2378246,Walpole Census Designated Place,Walpole,MA,25021,09271,U1,5918,2587,7277722,290945,42.1370853,-71.2438285
2573020,2378247,Wareham Center Census Designated Place,Wareham Center,MA,25023,05167,U1,2896,1974,3758592,1148991,41.750767,-70.7198547
0901150,2378267,City of Ansonia,Ansonia,CT,09009,10162,C1,19249,8148,15588610,435200,41.3442507,-73.0689289
0902690,2378268,Borough of Bantam,Bantam,CT,09005,50213,C1,759,403,2616807,0,41.7247451,-73.2422628
0908000,2378269,City of Bridgeport,Bridgeport,CT,09001,10162,C1,144229,57012,41604242,8708221,41.1872277,-73.1954948
0908420,2378270,City of Bristol,Bristol,CT,09003,37243,C1,60477,27011,68392153,1047480,41.681152,-72.9406964
0918430,2378271,City of Danbury,Danbury,CT,09001,22096,C1,80893,31154,108643145,5807119,41.4015631,-73.4710027
0918780,2378272,Borough of Danielson,Danielson,CT,09015,97291,C1,4051,1898,2832746,169737,41.8085621,-71.8855546
0919480,2378273,City of Derby,Derby,CT,09009,10162,C1,12902,5849,13094124,906368,41.3265067,-73.0833063
0927810,2378274,Borough of Fenwick,Fenwick,CT,09007,62407,C1,43,84,1010140,0,41.2710696,-72.3545851
0934180,2378275,City of Groton,Groton,CT,09011,64135,C1,10389,4708,7985940,9524722,41.3251069,-72.0704624
0934460,2378276,Borough of Groton Long Point,Groton Long Point,CT,09011,64135,C1,518,623,1106552,42056,41.3145891,-72.0086837
0937000,2378277,City of Hartford,Hartford,CT,09003,37243,C1,124775,51822,45012646,1751553,41.7660707,-72.6834012
0939940,2378278,Borough of Jewett City,Jewett City,CT,09011,43115,C1,3487,1662,1825133,98500,41.6068961,-71.980742
0943300,2378279,Borough of Litchfield,Litchfield,CT,09005,50213,C1,1258,639,3555133,0,41.7457042,-73.1892384
0946450,2378280,City of Meriden,Meriden,CT,09009,62407,C1,60868,25892,61638595,937980,41.536746,-72.794344
0947290,2378281,City of Middletown,Middletown,CT,09007,62407,C1,47648,21223,106235854,3488224,41.5476359,-72.6548766
0949880,2378283,Borough of Naugatuck,Naugatuck,CT,09009,92485,C1,31862,13061,42214194,246553,41.4890296,-73.0519246
0950370,2378284,City of New Britain,New Britain,CT,09003,37243,C1,73206,31226,34589134,187384,41.6758095,-72.7862263
0952000,2378285,City of New Haven,New Haven,CT,09009,62407,C1,129779,54967,48408576,3738290,41.3104108,-72.924252
0952280,2378286,City of New London,New London,CT,09011,64135,C1,27620,11840,14558137,12911245,41.3328551,-72.0962745
0952910,2378287,Borough of Newtown,Newtown,CT,09001,22096,C1,1941,732,5967207,0,41.4118973,-73.3119499
0955990,2378288,City of Norwalk,Norwalk,CT,09001,10162,C1,85603,35415,59275236,34928559,41.0929562,-73.4194258
0956200,2378289,City of Norwich,Norwich,CT,09011,64135,C1,40493,18659,72680184,3483833,41.5494781,-72.0882714
0968100,2378290,City of Shelton,Shelton,CT,09001,10162,C1,39559,16146,79334979,3292855,41.305985,-73.1382765
0973000,2378291,City of Stamford,Stamford,CT,09001,10162,C1,122643,50573,97430573,37323739,41.0781951,-73.5497964
0973700,2378292,Borough of Stonington,Stonington,CT,09011,64135,C1,929,788,883234,1044461,41.3333161,-71.9022286
0976500,2378293,City of Torrington,Torrington,CT,09005,88192,C1,36383,16761,103014682,1441410,41.8349498,-73.1281498
0980000,2378294,City of Waterbury,Waterbury,CT,09009,92485,C1,110366,47991,73871686,1094372,41.5582447,-73.0361306
0982800,2378295,City of West Haven,West Haven,CT,09009,62407,C1,55564,22446,27842661,431798,41.2738506,-72.9669592
0988050,2378296,Borough of Woodmont,Woodmont,CT,09009,10162,C1,1488,786,709418,1866044,41.2248185,-72.9900343
5000400,2378297,Village of Albany,Albany,VT,50019,,C1,193,83,3992913,25599,44.7301426,-72.3809891
5000625,2378298,Village of Alburgh,Alburgh,VT,50013,,C1,497,330,1651646,0,44.9767282,-73.3025697
5003475,2378299,Village of Barton,Barton,VT,50019,,C1,737,460,2929338,33102,44.7480515,-72.1752525
5004225,2378300,Village of Bellows Falls,Bellows Falls,VT,50025,06679,C1,3148,1500,3545865,45963,43.1343339,-72.4549773
5011425,2378302,Village of Cambridge,Cambridge,VT,50015,,C1,236,115,3203686,61696,44.6389286,-72.8787618
5017425,2378303,Village of Derby Center,Derby Center,VT,50019,,C1,597,295,3607616,22138,44.9548898,-72.1360894
5017500,2378304,Village of Derby Line,Derby Line,VT,50019,,C1,673,360,1875402,9108,45.0008459,-72.1034096
5024025,2378305,Village of Enosburg Falls,Enosburg Falls,VT,50011,,C1,1329,637,9235813,261961,44.9082825,-72.8029015
5024400,2378306,Village of Essex Junction,Essex Junction,VT,50007,11755,C1,9271,4009,11824539,456927,44.4902189,-73.1140065
5034975,2378307,Village of Hyde Park,Hyde Park,VT,50015,,C1,462,216,2999833,10305,44.5959937,-72.6123332
5036025,2378308,Village of Jacksonville,Jacksonville,VT,50025,,C1,223,118,2948448,65619,42.7975701,-72.8192275
5036475,2378309,Village of Jeffersonville,Jeffersonville,VT,50015,,C1,729,367,2010007,67464,44.6427032,-72.8282358
5037000,2378311,Village of Johnson,Johnson,VT,50015,,C1,1443,481,3022633,135487,44.6366037,-72.6785728
5041200,2378312,Village of Ludlow,Ludlow,VT,50027,,C1,811,752,3465801,53119,43.3972429,-72.6969261
5041950,2378313,Village of Lyndonville,Lyndonville,VT,50005,52255,C1,1207,618,1833852,69658,44.5351896,-72.0016708
5042700,2378314,Village of Manchester,Manchester,VT,50003,,C1,749,700,9179999,78758,43.1610017,-73.0709568
5043525,2378315,Village of Marshfield,Marshfield,VT,50023,,C1,273,118,668588,24418,44.351923,-72.352028
5046825,2378316,Village of Morrisville,Morrisville,VT,50015,,C1,1958,973,5062849,179202,44.5583582,-72.5932603
5048100,2378317,Village of Newbury,Newbury,VT,50017,,C1,365,215,12858082,306805,44.080928,-72.0599473
5048325,2378318,Village of Newfane,Newfane,VT,50025,,C1,118,78,456112,436,42.9874728,-72.6548215
5049075,2378319,Village of North Bennington,North Bennington,VT,50003,06922,C1,1643,510,4822897,69778,42.9240023,-73.2410559
5052075,2378321,Village of North Troy,North Troy,VT,50019,,C1,620,301,4849052,113895,44.9963222,-72.4038041
5052375,2712439,North Westminster Census Designated Place,North Westminster,VT,50025,06679,U1,247,111,1229335,39341,43.1218588,-72.4554343
5053125,2378323,Village of Old Bennington,Old Bennington,VT,50003,06922,C1,139,75,952064,0,42.8848547,-73.2142972
5053575,2378324,Village of Orleans,Orleans,VT,50019,,C1,818,399,2351540,84400,44.809155,-72.2012524
5054850,2378325,Village of Perkinsville,Perkinsville,VT,50027,,C1,130,65,472250,20677,43.3710596,-72.5157992
5056800,2378326,Village of Poultney,Poultney,VT,50021,,C1,1612,553,1628257,16334,43.5181148,-73.2359512
5062950,2378327,Village of Saxtons River,Saxtons River,VT,50025,06679,C1,565,241,1215973,44270,43.1389736,-72.5101513
5071650,2378328,Village of Swanton,Swanton,VT,50011,86059,C1,2386,1083,1972465,80678,44.9213296,-73.1200587
5076900,2378329,Village of Waterbury,Waterbury,VT,50023,92512,C1,1763,900,4884809,115588,44.342786,-72.7429413
5078025,2378330,Village of Wells River,Wells River,VT,50017,,C1,399,216,4861521,95918,44.1536933,-72.0616889
5079150,2378331,Village of West Burke,West Burke,VT,50005,,C1,343,156,1228300,2493,44.6431642,-71.9790865
5081325,2378332,Village of Westminster,Westminster,VT,50025,,C1,291,134,3531614,14599,43.0738531,-72.4551407
5085900,2378333,Village of Woodstock,Woodstock,VT,50027,,C1,900,591,2582067,87062,43.6256559,-72.5167977
0947500,2378334,City of Milford,Milford,CT,09009,,C3,,,,,41.2237236,-73.058827
0904790,2378335,Bethel Census Designated Place,Bethel,CT,09001,22096,U1,9549,4168,10593563,0,41.3727299,-73.4115793
0904945,2378336,Bethlehem Village Census Designated Place,Bethlehem Village,CT,09005,,U2,2021,969,20171507,689195,41.6400951,-73.2030393
0906050,2378337,Blue Hills Census Designated Place,Blue Hills,CT,09003,37243,U1,2901,1074,3017542,0,41.8133696,-72.6954432
0907345,2378338,Branford Center Census Designated Place,Branford Center,CT,09009,62407,U2,5819,3257,4877257,532784,41.2774086,-72.8150909
0908770,2378339,Broad Brook Census Designated Place,Broad Brook,CT,09003,83926,U1,4069,1802,15345943,89041,41.9096927,-72.542592
