GEOID,GNIS ID,Name,Short Name,State,CBSA,Central,DMA,Time Zone,FIPS Class,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
39151,1065576,Stark County,Stark,OH,15940,T,510,America/New_York,H1,375586,165215,1489943930,13628090,40.8138879,-81.3656363
39001,1074014,Adams County,Adams,OH,,F,515,America/New_York,H1,28550,12978,1512208946,6165954,38.8455149,-83.4721518
39003,1074015,Allen County,Allen,OH,30620,T,558,America/New_York,H1,106331,44999,1042458893,11275149,40.7715211,-84.1057793
39005,1074016,Ashland County,Ashland,OH,11740,T,510,America/New_York,H1,53139,22141,1095434931,9969455,40.8460194,-82.2706917
39007,1074017,Ashtabula County,Ashtabula,OH,11780,T,510,America/New_York,H1,101497,46099,1817993244,1724857052,41.8963811,-80.7590108
39009,1074018,Athens County,Athens,OH,11900,T,535,America/New_York,H1,64757,26385,1304313482,12542538,39.3338633,-82.045129
39011,1074019,Auglaize County,Auglaize,OH,47540,T,558,America/New_York,H1,45949,19585,1039585234,1345187,40.5609116,-84.2217385
39015,1074020,Brown County,Brown,OH,17140,F,515,America/New_York,H1,44846,19301,1269135535,8898059,38.9340477,-83.8674279
39017,1074021,Butler County,Butler,OH,17140,T,542,America/New_York,H1,368130,148273,1209668470,7968185,39.4386165,-84.5756449
39019,1074022,Carroll County,Carroll,OH,15940,F,510,America/New_York,H1,28836,13698,1022032078,11192671,40.5795915,-81.0897165
39021,1074023,Champaign County,Champaign,OH,46500,T,542,America/New_York,H1,40097,16755,1110247425,3015688,40.1376744,-83.769497
39023,1074024,Clark County,Clark,OH,44220,T,542,America/New_York,H1,138333,61419,1029450254,13089442,39.9167768,-83.7838967
39025,1074025,Clermont County,Clermont,OH,17140,T,515,America/New_York,H1,197363,80656,1170933540,19855695,39.0474329,-84.1519179
39027,1074026,Clinton County,Clinton,OH,48940,T,515,America/New_York,H1,42040,18133,1058487805,9351104,39.414978,-83.8083789
39029,1074027,Columbiana County,Columbiana,OH,41400,T,536,America/New_York,H1,107841,47088,1377597314,7239848,40.7684277,-80.7771866
39031,1074028,Coshocton County,Coshocton,OH,18740,T,510,America/New_York,H1,36901,16545,1460529028,9244955,40.3016414,-81.9200107
39033,1074029,Crawford County,Crawford,OH,15340,T,535,America/New_York,H1,43784,20167,1040620962,2359241,40.8507726,-82.9197777
39035,1074030,Cuyahoga County,Cuyahoga,OH,17460,T,510,America/New_York,H1,1280122,621763,1184118946,2041935958,41.6350591,-81.7001959
39037,1074031,Darke County,Darke,OH,24820,T,542,America/New_York,H1,52959,22730,1549072326,4291078,40.133224,-84.6193191
39039,1074032,Defiance County,Defiance,OH,19580,T,547,America/New_York,H1,39037,16729,1065675702,7069453,41.3239161,-84.4904951
39041,1074033,Delaware County,Delaware,OH,18140,T,535,America/New_York,H1,174214,66378,1147617685,36859321,40.2783936,-83.0048853
39043,1074034,Erie County,Erie,OH,41780,T,510,America/New_York,H1,77079,37845,651531963,969767280,41.4705726,-82.5763151
39045,1074035,Fairfield County,Fairfield,OH,18140,T,535,America/New_York,H1,146156,58687,1306418559,10749604,39.7515987,-82.6305891
39047,1074036,Fayette County,Fayette,OH,47920,T,535,America/New_York,H1,29030,12693,1052458662,1705305,39.559883,-83.4560973
39049,1074037,Franklin County,Franklin,OH,18140,T,535,America/New_York,H1,1163414,527186,1378361040,29318642,39.969546,-83.0092982
39051,1074038,Fulton County,Fulton,OH,45780,F,547,America/New_York,H1,42698,17407,1050091407,4621143,41.6017982,-84.1300738
39053,1074039,Gallia County,Gallia,OH,38580,T,564,America/New_York,H1,30934,13925,1208307512,12085419,38.8246749,-82.3169099
39055,1074040,Geauga County,Geauga,OH,17460,T,510,America/New_York,H1,93389,36574,1036420180,21054534,41.4995417,-81.1786546
39057,1074041,Greene County,Greene,OH,19430,T,542,America/New_York,H1,161573,68241,1071554325,6542481,39.6914794,-83.8898856
39059,1074042,Guernsey County,Guernsey,OH,15740,T,535,America/New_York,H1,40087,19193,1352631007,15666026,40.0520536,-81.4942562
39061,1074043,Hamilton County,Hamilton,OH,17140,T,515,America/New_York,H1,802374,377364,1051302780,17407186,39.195531,-84.5427747
39063,1074044,Hancock County,Hancock,OH,22300,T,547,America/New_York,H1,74782,33174,1376210257,5959835,41.0019352,-83.6665358
39065,1074045,Hardin County,Hardin,OH,,F,535,America/New_York,H1,32058,13100,1218342731,629922,40.6615103,-83.659435
39067,1074046,Harrison County,Harrison,OH,,F,554,America/New_York,H1,15864,8170,1042052713,21829291,40.2938388,-81.0911354
39069,1074047,Henry County,Henry,OH,,F,547,America/New_York,H1,28215,11963,1077461447,9687602,41.3338852,-84.0682304
39071,1074048,Highland County,Highland,OH,,F,515,America/New_York,H1,43589,19380,1432479939,12195011,39.1847403,-83.6009721
39073,1074049,Hocking County,Hocking,OH,18140,F,535,America/New_York,H1,29380,13417,1091222019,5969586,39.4970238,-82.4792536
39075,1074050,Holmes County,Holmes,OH,,F,510,America/New_York,H1,42366,13666,1094355785,3745395,40.5611953,-81.9293595
39077,1074051,Huron County,Huron,OH,35940,T,510,America/New_York,H1,59626,25196,1272965600,8615850,41.1461539,-82.5984083
39079,1074052,Jackson County,Jackson,OH,27160,T,564,America/New_York,H1,33225,14587,1088582018,3184785,39.0196722,-82.6183829
39081,1074053,Jefferson County,Jefferson,OH,48260,T,554,America/New_York,H1,69709,32826,1057566189,6796784,40.3850199,-80.760972
39083,1074054,Knox County,Knox,OH,34540,T,535,America/New_York,H1,60921,25118,1361024108,10719185,40.3987652,-82.4215338
39085,1074055,Lake County,Lake,OH,17460,T,510,America/New_York,H1,230041,101202,589203623,1946906118,41.9103521,-81.2509392
39087,1074056,Lawrence County,Lawrence,OH,26580,T,564,America/New_York,H1,62450,27603,1174224238,10110468,38.5984692,-82.5367524
39089,1074057,Licking County,Licking,OH,18140,F,535,America/New_York,H1,166492,69291,1767667183,12927054,40.0916076,-82.4831003
39091,1074058,Logan County,Logan,OH,13340,T,542,America/New_York,H1,45858,23181,1187326601,21608810,40.388453,-83.7658718
39093,1074059,Lorain County,Lorain,OH,17460,F,510,America/New_York,H1,301356,127036,1271946706,1119471339,41.4525076,-82.1514922
39095,1074060,Lucas County,Lucas,OH,45780,T,547,America/New_York,H1,441815,202630,882810658,660502949,41.6841865,-83.468267
39097,1074061,Madison County,Madison,OH,18140,F,535,America/New_York,H1,43435,15939,1206610780,1954541,39.8940298,-83.4001988
39099,1074062,Mahoning County,Mahoning,OH,49660,T,536,America/New_York,H1,238823,111833,1066098928,35386274,41.0146401,-80.7762951
39101,1074063,Marion County,Marion,OH,32020,T,535,America/New_York,H1,66501,27834,1045726869,908586,40.587191,-83.1608712
39103,1074064,Medina County,Medina,OH,17460,T,510,America/New_York,H1,172332,69181,1091310901,4294303,41.1175894,-81.8997094
39105,1074065,Meigs County,Meigs,OH,,F,564,America/New_York,H1,23770,11191,1113949889,7519799,39.0822409,-82.0229004
39107,1074066,Mercer County,Mercer,OH,16380,T,542,America/New_York,H1,40814,17633,1197736887,28427397,40.5400113,-84.6293603
39109,1074067,Miami County,Miami,OH,19430,T,542,America/New_York,H1,102506,44256,1053037884,7966574,40.0534454,-84.2288512
39111,1074068,Monroe County,Monroe,OH,,F,554,America/New_York,H1,14642,7567,1180312425,4498230,39.7273471,-81.0829177
39113,1074069,Montgomery County,Montgomery,OH,19430,T,542,America/New_York,H1,535153,254775,1195417263,7204078,39.7545869,-84.2906821
39115,1074070,Morgan County,Morgan,OH,,F,535,America/New_York,H1,15054,7892,1078531138,13882026,39.6203727,-81.8526614
39117,1074071,Morrow County,Morrow,OH,18140,F,535,America/New_York,H1,34827,14155,1051738690,2959338,40.5240865,-82.7940678
39119,1074072,Muskingum County,Muskingum,OH,49780,T,596,America/New_York,H1,86074,38074,1721250930,20731394,39.9654219,-81.944382
39121,1074073,Noble County,Noble,OH,,F,535,America/New_York,H1,14645,6053,1030846973,16986236,39.7659589,-81.4555606
39123,1074074,Ottawa County,Ottawa,OH,45780,F,547,America/New_York,H1,41428,27909,660231276,855075189,41.5939001,-83.0199693
39125,1074075,Paulding County,Paulding,OH,,F,509,America/New_York,H1,19614,8749,1078568733,6240863,41.1166208,-84.5801946
39127,1074076,Perry County,Perry,OH,18140,F,535,America/New_York,H1,36058,15211,1056641254,11695036,39.7371486,-82.2361382
39129,1074077,Pickaway County,Pickaway,OH,18140,F,535,America/New_York,H1,55698,21275,1298414026,13551313,39.6419411,-83.0243916
39131,1074078,Pike County,Pike,OH,,F,535,America/New_York,H1,28709,12481,1140324043,9568074,39.0773714,-83.0668542
39133,1074079,Portage County,Portage,OH,10420,T,510,America/New_York,H1,161419,67472,1262311075,43207960,41.1676829,-81.1974036
39135,1074080,Preble County,Preble,OH,,F,542,America/New_York,H1,42270,17888,1098465120,6065406,39.7415271,-84.6480147
39137,1074081,Putnam County,Putnam,OH,,F,558,America/New_York,H1,34499,13731,1249725444,4605035,41.0220807,-84.1317319
39139,1074082,Richland County,Richland,OH,31900,T,510,America/New_York,H1,124475,54599,1282739691,12454453,40.7746843,-82.5364844
39141,1074083,Ross County,Ross,OH,17060,T,535,America/New_York,H1,78064,32148,1784988075,9937459,39.3376277,-83.0570256
39143,1074084,Sandusky County,Sandusky,OH,23380,T,547,America/New_York,H1,60944,26390,1057888420,23968158,41.3574164,-83.1439157
39145,1074085,Scioto County,Scioto,OH,39020,T,564,America/New_York,H1,79499,34142,1580445008,15370337,38.8039619,-82.992831
39147,1074086,Seneca County,Seneca,OH,45660,T,547,America/New_York,H1,56745,24122,1427127830,4600437,41.1238796,-83.1277054
39149,1074087,Shelby County,Shelby,OH,43380,T,542,America/New_York,H1,49423,20173,1055874043,7814034,40.3315252,-84.2047428
39153,1074088,Summit County,Summit,OH,10420,T,510,America/New_York,H1,541781,245109,1069012672,18926101,41.1259786,-81.5321669
39155,1074089,Trumbull County,Trumbull,OH,49660,T,536,America/New_York,H1,210312,96163,1601380581,47321209,41.3171741,-80.7611603
39157,1074090,Tuscarawas County,Tuscarawas,OH,35420,T,510,America/New_York,H1,92582,40206,1470169796,9880933,40.4409599,-81.4737695
39159,1074091,Union County,Union,OH,18140,F,535,America/New_York,H1,52300,19429,1118175978,13317479,40.2994034,-83.3715811
39161,1074092,Van Wert County,Van Wert,OH,46780,T,509,America/New_York,H1,28744,12615,1059715168,3281854,40.8553982,-84.5860991
39163,1074093,Vinton County,Vinton,OH,,F,564,America/New_York,H1,13435,6291,1068008560,6781295,39.250985,-82.4853501
39165,1074094,Warren County,Warren,OH,17140,T,515,America/New_York,H1,212693,80750,1039398003,15537776,39.427582,-84.1667583
39167,1074095,Washington County,Washington,OH,31930,T,597,America/New_York,H1,61778,28367,1636799113,20785159,39.4553161,-81.4952534
39169,1074096,Wayne County,Wayne,OH,49300,T,510,America/New_York,H1,114520,45847,1437258280,4889717,40.8288674,-81.8880313
39171,1074097,Williams County,Williams,OH,,F,547,America/New_York,H1,37642,16668,1090295507,5507072,41.5602876,-84.5881379
39173,1074098,Wood County,Wood,OH,45780,T,547,America/New_York,H1,125488,53376,1598552653,8510057,41.3616907,-83.622988
39175,1074099,Wyandot County,Wyandot,OH,,F,547,America/New_York,H1,22615,9870,1053775281,1783531,40.842369,-83.3043725
40001,1101788,Adair County,Adair,OK,,F,671,America/Chicago,H1,22683,9142,1485298113,9261716,35.8839278,-94.6586792
40003,1101789,Alfalfa County,Alfalfa,OK,,F,650,America/Chicago,H1,5642,2763,2244106958,38546713,36.7309772,-98.3240015
40005,1101790,Atoka County,Atoka,OK,,F,657,America/Chicago,H1,14182,6312,2526578130,37283206,34.3737198,-96.037826
40007,1101791,Beaver County,Beaver,OK,,F,634,America/Chicago,H1,5636,2670,4699978363,7347183,36.7497085,-100.4767755
40009,1101792,Beckham County,Beckham,OK,21120,T,650,America/Chicago,H1,22119,9647,2335665049,5527162,35.2687084,-99.6819212
40011,1101793,Blaine County,Blaine,OK,,F,650,America/Chicago,H1,11943,5193,2404607766,26851771,35.8752514,-98.4334573
40013,1101794,Bryan County,Bryan,OK,20460,T,657,America/Chicago,H1,42416,19586,2342567959,102228720,33.9622987,-96.2597478
40015,1101795,Caddo County,Caddo,OK,,F,650,America/Chicago,H1,29600,13141,3310753325,30820558,35.174379,-98.3751468
40017,1101796,Canadian County,Canadian,OK,36420,T,650,America/Chicago,H1,115541,45810,2322250237,23244265,35.5424443,-97.9823832
40019,1101797,Carter County,Carter,OK,11620,T,657,America/Chicago,H1,47557,21148,2129424630,30016294,34.250864,-97.2857873
40021,1101798,Cherokee County,Cherokee,OK,45140,T,671,America/Chicago,H1,46987,21455,1940956597,69625855,35.9066258,-94.9996644
40023,1101799,Choctaw County,Choctaw,OK,,F,657,America/Chicago,H1,15205,7521,1995214679,75667441,34.0266161,-95.5521383
40025,1101800,Cimarron County,Cimarron,OK,,F,634,America/Chicago,H1,2475,1587,4751948736,15923999,36.7483083,-102.5177255
40027,1101801,Cleveland County,Cleveland,OK,36420,T,650,America/Chicago,H1,255755,104821,1395398450,50038594,35.2030213,-97.3264069
40029,1101802,Coal County,Coal,OK,,F,657,America/Chicago,H1,5925,2810,1338199454,12080937,34.5881927,-96.2978567
40031,1101803,Comanche County,Comanche,OK,30020,T,627,America/Chicago,H1,124098,50739,2769439538,37339122,34.6621013,-98.4716611
40033,1101804,Cotton County,Cotton,OK,30020,F,627,America/Chicago,H1,6193,3016,1638566638,24095479,34.2902379,-98.3722305
40035,1101805,Craig County,Craig,OK,,F,671,America/Chicago,H1,15029,6749,1971897258,3697821,36.7617615,-95.2084971
40037,1101806,Creek County,Creek,OK,46140,T,671,America/Chicago,H1,69967,29761,2460853552,50982330,35.9026783,-96.3709415
40039,1101807,Custer County,Custer,OK,48220,T,650,America/Chicago,H1,27469,12204,2561024716,34321703,35.638862,-99.0014994
40041,1101808,Delaware County,Delaware,OK,,F,671,America/Chicago,H1,41487,24818,1911868565,140205197,36.4081985,-94.8026528
40043,1101809,Dewey County,Dewey,OK,,F,650,America/Chicago,H1,4810,2445,2588632047,22688140,35.9876599,-99.0078916
40045,1101810,Ellis County,Ellis,OK,49260,F,650,America/Chicago,H1,4151,2285,3189609693,952238,36.2183622,-99.7545958
40047,1101811,Garfield County,Garfield,OK,21420,T,650,America/Chicago,H1,60580,26831,2741414396,4140336,36.3790587,-97.7827232
40049,1101812,Garvin County,Garvin,OK,,F,650,America/Chicago,H1,27576,12827,2077482576,29961926,34.7045726,-97.3093234
40051,1101813,Grady County,Grady,OK,36420,F,650,America/Chicago,H1,52431,22219,2850273013,11403865,35.0169404,-97.8841093
40053,1101814,Grant County,Grant,OK,,F,650,America/Chicago,H1,4527,2486,2592244963,7021928,36.7961436,-97.7861559
40055,1101815,Greer County,Greer,OK,,F,650,America/Chicago,H1,6239,2738,1655842714,11157422,34.9357048,-99.5608021
40057,1101816,Harmon County,Harmon,OK,,F,650,America/Chicago,H1,2922,1544,1391326707,3800417,34.7441183,-99.8462777
40059,1101817,Harper County,Harper,OK,,F,650,America/Chicago,H1,3685,1908,2691040791,5259448,36.7887252,-99.6673616
40061,1101818,Haskell County,Haskell,OK,,F,671,America/Chicago,H1,12769,6028,1493181861,126266885,35.2248218,-95.1166035
40063,1101819,Hughes County,Hughes,OK,,F,650,America/Chicago,H1,14003,6183,2084025091,26505491,35.0483394,-96.2502429
40065,1101820,Jackson County,Jackson,OK,11060,T,627,America/Chicago,H1,26446,12077,2078856062,4114418,34.5879715,-99.4147574
40067,1101821,Jefferson County,Jefferson,OK,,F,627,America/Chicago,H1,6472,3378,1965365227,39497502,34.1110079,-97.8358511
40069,1101822,Johnston County,Johnston,OK,,F,657,America/Chicago,H1,10957,5126,1665207064,39638869,34.3164935,-96.6606644
40071,1101823,Kay County,Kay,OK,38620,T,650,America/Chicago,H1,46562,21708,2382087117,65364078,36.8180064,-97.1439228
40073,1101824,Kingfisher County,Kingfisher,OK,,F,650,America/Chicago,H1,15034,6409,2326225317,20349179,35.9453911,-97.9421086
40075,1101825,Kiowa County,Kiowa,OK,,F,650,America/Chicago,H1,9446,5216,2629422850,40083702,34.9163675,-98.9808703
40077,1101826,Latimer County,Latimer,OK,,F,671,America/Chicago,H1,11154,4979,1870178643,18215375,34.8760574,-95.2504158
40079,1101827,Le Flore County,Le Flore,OK,,F,670,America/Chicago,H1,50384,21448,4116045949,50018542,34.9003024,-94.7033875
40081,1101828,Lincoln County,Lincoln,OK,36420,F,650,America/Chicago,H1,34273,15208,2466481063,34614744,35.7029978,-96.8809161
40083,1101829,Logan County,Logan,OK,36420,T,650,America/Chicago,H1,41848,17195,1926521787,12925988,35.919342,-97.4433224
40085,1101830,Love County,Love,OK,11620,F,657,America/Chicago,H1,9423,4539,1331241072,47652093,33.9498743,-97.2441761
40093,1101831,Major County,Major,OK,,F,650,America/Chicago,H1,7527,3671,2473407969,7651296,36.3116437,-98.535953
40095,1101832,Marshall County,Marshall,OK,,F,657,America/Chicago,H1,15840,10006,961092926,144663348,34.02449,-96.7691316
40097,1101833,Mayes County,Mayes,OK,,F,671,America/Chicago,H1,41259,19239,1697440860,72846625,36.3018781,-95.2308459
40087,1101834,McClain County,McClain,OK,36420,F,650,America/Chicago,H1,34506,13996,1478109734,24739280,35.0093361,-97.4443021
40089,1101835,McCurtain County,McCurtain,OK,,F,612,America/Chicago,H1,33151,15533,4791491660,135636975,34.1152947,-94.7713323
40091,1101836,McIntosh County,McIntosh,OK,,F,671,America/Chicago,H1,20252,13350,1601896473,242915467,35.3736646,-95.666838
40099,1101837,Murray County,Murray,OK,,F,650,America/Chicago,H1,13488,6746,1078621351,22368128,34.4823287,-97.06792
40101,1101838,Muskogee County,Muskogee,OK,34780,T,671,America/Chicago,H1,70990,30908,2099056912,75962995,35.6161305,-95.3795272
40103,1101839,Noble County,Noble,OK,,F,650,America/Chicago,H1,11561,5341,1895599459,27560913,36.3885964,-97.2305123
40105,1101840,Nowata County,Nowata,OK,,F,671,America/Chicago,H1,10536,4828,1465355090,38869372,36.7984808,-95.6173994
40107,1101841,Okfuskee County,Okfuskee,OK,,F,671,America/Chicago,H1,12191,5282,1602081668,26685088,35.4654579,-96.3228032
40109,1101842,Oklahoma County,Oklahoma,OK,36420,T,650,America/Chicago,H1,718633,319828,1835832315,24744702,35.5515228,-97.4072029
40111,1101843,Okmulgee County,Okmulgee,OK,46140,F,671,America/Chicago,H1,40069,17891,1806124291,12914775,35.6466649,-95.9643082
40113,1101844,Osage County,Osage,OK,46140,T,671,America/Chicago,H1,47472,21143,5818040494,149225472,36.6291893,-96.3984879
40115,1101845,Ottawa County,Ottawa,OK,33060,T,603,America/Chicago,H1,31848,14060,1219421293,35709014,36.8355109,-94.8104369
40117,1101846,Pawnee County,Pawnee,OK,46140,F,671,America/Chicago,H1,16577,7745,1470996347,69436312,36.3169274,-96.6992991
40119,1101847,Payne County,Payne,OK,44660,T,650,America/Chicago,H1,77350,33991,1773371786,31779003,36.0773151,-96.9757709
40121,1101848,Pittsburg County,Pittsburg,OK,32540,T,671,America/Chicago,H1,45837,22634,3381130261,187421760,34.9239133,-95.7483993
40123,1101849,Pontotoc County,Pontotoc,OK,10220,T,657,America/Chicago,H1,37492,16595,1865918266,12405563,34.7280002,-96.6844386
40125,1101850,Pottawatomie County,Pottawatomie,OK,43060,T,650,America/Chicago,H1,69442,29139,2040060341,14842424,35.2067213,-96.948301
40127,1101851,Pushmataha County,Pushmataha,OK,,F,657,America/Chicago,H1,11572,6110,3615199153,69987835,34.416202,-95.3757941
40129,1101852,Roger Mills County,Roger Mills,OK,,F,650,America/Chicago,H1,3647,1905,2955528117,13695217,35.6883868,-99.6956925
40131,1101853,Rogers County,Rogers,OK,46140,F,671,America/Chicago,H1,86905,35160,1749880020,92888844,36.3715704,-95.6043615
40133,1101854,Seminole County,Seminole,OK,,F,650,America/Chicago,H1,25482,11642,1639041127,19778817,35.167486,-96.6155179
40135,1101855,Sequoyah County,Sequoyah,OK,22900,F,670,America/Chicago,H1,42391,18656,1743764515,105881132,35.4953533,-94.7552439
40137,1101856,Stephens County,Stephens,OK,20340,T,627,America/Chicago,H1,45048,20658,2253922744,54698972,34.4855926,-97.8514843
40139,1101857,Texas County,Texas,OK,25100,T,634,America/Chicago,H1,20640,8208,5286842403,19215744,36.7479123,-101.4900124
40141,1101858,Tillman County,Tillman,OK,,F,627,America/Chicago,H1,7992,4077,2256226803,20894357,34.3728536,-98.9242429
40143,1101859,Tulsa County,Tulsa,OK,46140,T,671,America/Chicago,H1,603403,268426,1476931275,43438532,36.1210776,-95.9414816
40145,1101860,Wagoner County,Wagoner,OK,46140,T,671,America/Chicago,H1,73085,29694,1454421645,75422409,35.961095,-95.5211811
40147,1101861,Washington County,Washington,OK,12780,T,671,America/Chicago,H1,50976,23451,1076020808,22829387,36.7152363,-95.90437
40149,1101862,Washita County,Washita,OK,,F,650,America/Chicago,H1,11629,5479,2598189856,14578978,35.2903806,-98.992231
40151,1101863,Woods County,Woods,OK,,F,650,America/Chicago,H1,8878,4478,3331900551,9091702,36.7669369,-98.8651187
40153,1101864,Woodward County,Woodward,OK,49260,T,650,America/Chicago,H1,20081,8838,3217798327,9693408,36.4226731,-99.2649707
41001,1135845,Baker County,Baker,OR,,F,820,America/Los_Angeles,H1,16134,8826,7947008933,51831394,44.7091743,-117.6753635
41007,1135846,Clatsop County,Clatsop,OR,11820,T,820,America/Los_Angeles,H1,37039,21546,2147227903,661312521,46.0175262,-123.7169992
41009,1135847,Columbia County,Columbia,OR,38900,F,820,America/Los_Angeles,H1,49351,20698,1702546794,80219744,45.9437814,-123.0882557
41011,1135848,Coos County,Coos,OR,18300,T,801,America/Los_Angeles,H1,63043,30593,4134068696,544389499,43.1851621,-124.0933188
41019,1135849,Douglas County,Douglas,OR,40700,T,801,America/Los_Angeles,H1,107667,48915,13043372940,253020349,43.2853462,-123.1795569
41021,1135850,Gilliam County,Gilliam,OR,,F,820,America/Los_Angeles,H1,1871,1156,3120439560,46700614,45.3782691,-120.2106853
41023,1135851,Grant County,Grant,OR,,F,820,America/Los_Angeles,H1,7445,4344,11728867794,1893802,44.4915006,-119.0073542
41025,1135852,Harney County,Harney,OR,,F,820,America/Los_Angeles,H1,7422,3835,26244789736,241492856,43.064085,-118.9678886
41029,1135853,Jackson County,Jackson,OR,32780,T,813,America/Los_Angeles,H1,203206,90937,7209356169,46880700,42.4321558,-122.7285176
41037,1135854,Lake County,Lake,OR,,F,813,America/Los_Angeles,H1,7895,4439,21079871249,567917619,42.7934614,-120.3873376
41039,1135855,Lane County,Lane,OR,21660,T,801,America/Los_Angeles,H1,351715,156112,11792524334,437051225,43.9416926,-122.8762151
41041,1135856,Lincoln County,Lincoln,OR,35440,T,820,America/Los_Angeles,H1,46034,30610,2537580591,554304210,44.6458436,-123.9076547
41043,1135857,Linn County,Linn,OR,10540,T,820,America/Los_Angeles,H1,116672,48821,5931407318,48773626,44.4888788,-122.534995
41045,1135858,Malheur County,Malheur,OR,36620,T,757,America/Boise,H1,31313,11692,25608588996,109215531,43.1934751,-117.6230983
41047,1135859,Marion County,Marion,OR,41420,T,820,America/Los_Angeles,H1,315335,120948,3062209653,26362209,44.9033233,-122.5848981
41049,1135860,Morrow County,Morrow,OR,25840,F,820,America/Los_Angeles,H1,11173,4442,5261843781,43778396,45.4190047,-119.5842743
41051,1135861,Multnomah County,Multnomah,OR,38900,T,820,America/Los_Angeles,H1,735334,324832,1117054236,88853180,45.5467883,-122.4149286
41053,1135862,Polk County,Polk,OR,41420,T,820,America/Los_Angeles,H1,75403,30302,1918629058,8099319,44.9035217,-123.4132599
41055,1135863,Sherman County,Sherman,OR,,F,820,America/Los_Angeles,H1,1765,918,2133357976,19403364,45.4052566,-120.6893717
41057,1135864,Tillamook County,Tillamook,OR,,F,820,America/Los_Angeles,H1,25250,18359,2855668955,596172498,45.4566725,-123.7586647
41069,1135865,Wheeler County,Wheeler,OR,,F,820,America/Los_Angeles,H1,1441,895,4441179416,1242192,44.726119,-120.0275661
41071,1135866,Yamhill County,Yamhill,OR,38900,F,820,America/Los_Angeles,H1,99193,37110,1854068926,6429807,45.2326671,-123.3081627
41003,1155126,Benton County,Benton,OR,18700,T,801,America/Los_Angeles,H1,85579,36245,1750680238,6917958,44.491799,-123.4292491
41005,1155127,Clackamas County,Clackamas,OR,38900,T,820,America/Los_Angeles,H1,375992,156945,4844112024,31827481,45.1880439,-122.2208678
41013,1155128,Crook County,Crook,OR,39260,T,820,America/Los_Angeles,H1,20978,10202,7715797890,21192731,44.14218,-120.3565809
41015,1155129,Curry County,Curry,OR,15060,T,813,America/Los_Angeles,H1,22364,12613,4215100613,934686544,42.4665806,-124.2152207
41017,1155130,Deschutes County,Deschutes,OR,13460,T,821,America/Los_Angeles,H1,157733,80139,7817065156,94747043,43.9150104,-121.2281423
41027,1155131,Hood River County,Hood River,OR,26220,T,820,America/Los_Angeles,H1,22346,9271,1351841432,29106836,45.5190279,-121.6510914
41031,1155132,Jefferson County,Jefferson,OR,,F,820,America/Los_Angeles,H1,21720,9815,4612211364,26231709,44.629421,-121.1762374
41033,1155133,Josephine County,Josephine,OR,24420,T,813,America/Los_Angeles,H1,82713,38001,4246719858,5644013,42.3654995,-123.5554973
41035,1155134,Klamath County,Klamath,OR,28900,T,813,America/Los_Angeles,H1,66380,32774,15387252316,503746014,42.6864089,-121.650121
41063,1155135,Wallowa County,Wallowa,OR,,F,881,America/Los_Angeles,H1,7008,4108,8148590560,14199323,45.5798653,-117.18102
41065,1155136,Wasco County,Wasco,OR,45520,T,820,America/Los_Angeles,H1,25213,11487,6168106312,35946723,45.1600225,-121.1677752
41067,1155137,Washington County,Washington,OR,38900,T,820,America/Los_Angeles,H1,529710,212450,1875746999,5672547,45.5600908,-123.0983217
41059,1156673,Umatilla County,Umatilla,OR,25840,T,810,America/Los_Angeles,H1,75889,29693,8328130471,41173770,45.5919773,-118.7367847
41061,1164165,Union County,Union,OR,29260,T,820,America/Los_Angeles,H1,25748,11489,5274784008,4995881,45.3102251,-118.0087777
42009,1209171,Bedford County,Bedford,PA,,F,574,America/New_York,H1,49762,23954,2621835502,11936863,40.0065553,-78.4903171
42011,1209172,Berks County,Berks,PA,39740,T,504,America/New_York,H1,411442,164827,2218341544,23955804,40.4162957,-75.9259989
42017,1209173,Bucks County,Bucks,PA,37980,T,504,America/New_York,H1,625249,245956,1565148677,45497815,40.3369465,-75.1068723
42029,1209174,Chester County,Chester,PA,37980,T,504,America/New_York,H1,498886,192462,1943805957,22602804,39.9731414,-75.7484542
42033,1209175,Clearfield County,Clearfield,PA,20180,T,508,America/New_York,H1,81642,38644,2964816225,23933885,41.0001919,-78.4741251
42041,1209176,Cumberland County,Cumberland,PA,25420,T,566,America/New_York,H1,235406,99988,1412732365,12542956,40.1636282,-77.2655427
42045,1209177,Delaware County,Delaware,PA,37980,T,504,America/New_York,H1,558979,222902,476152313,17508872,39.9168074,-75.3988998
42049,1209178,Erie County,Erie,PA,21500,T,516,America/New_York,H1,280566,119138,2069799485,1966000953,42.1174762,-80.0981064
42051,1209179,Fayette County,Fayette,PA,38300,F,508,America/New_York,H1,136606,62773,2046968639,20644016,39.9198996,-79.6473694
42067,1209180,Juniata County,Juniata,PA,,F,566,America/New_York,H1,24636,10978,1013592984,5606085,40.5310649,-77.4021627
42071,1209181,Lancaster County,Lancaster,PA,29540,T,566,America/New_York,H1,519445,202952,2444457103,103581050,40.0424384,-76.2477043
42077,1209182,Lehigh County,Lehigh,PA,10900,T,504,America/New_York,H1,349497,142613,893975782,7960045,40.6127045,-75.5923685
42079,1209183,Luzerne County,Luzerne,PA,42540,T,577,America/New_York,H1,320918,148748,2305950580,41263613,41.1770098,-75.9890261
